Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
01-Oct-2025,25-Nov-2025,XX,"-","1,056.20","1,077.00","1,052.70","1,075.80","1,077.00","1,075.80",21600,"2,30,45,175.00","2,30,45,175.00",67050,5400
01-Oct-2025,28-Oct-2025,XX,"-","1,056.50","1,083.90","1,052.20","1,079.90","1,082.20","1,079.90",411750,"44,01,73,755.00","44,01,73,755.00",2178000,25200
01-Oct-2025,30-Dec-2025,XX,"-","-","-","-","1,067.90","-","1,096.80",0,"-","-",0,0
30-Sep-2025,28-Oct-2025,XX,"-","1,060.50","1,064.60","1,046.30","1,057.00","1,055.60","1,057.00",572850,"60,40,43,550.00","60,40,43,550.00",2152800,93600
30-Sep-2025,25-Nov-2025,XX,"-","1,057.00","1,057.00","1,044.00","1,044.00","1,044.00","1,061.60",4500,"47,32,425.00","47,32,425.00",61650,3600
30-Sep-2025,30-Sep-2025,XX,"-","1,064.90","1,068.70","1,044.00","1,052.60","1,049.50","1,051.70",567000,"59,92,07,760.00","59,92,07,760.00",103950,-184500
29-Sep-2025,25-Nov-2025,XX,"-","1,048.50","1,067.20","1,045.80","1,059.60","1,052.90","1,059.60",12600,"1,32,84,135.00","1,32,84,135.00",58050,5400
29-Sep-2025,28-Oct-2025,XX,"-","1,043.70","1,072.90","1,039.10","1,060.20","1,066.40","1,060.20",1752750,"1,85,73,51,195.00","1,85,73,51,195.00",2059200,207000
29-Sep-2025,30-Sep-2025,XX,"-","1,060.50","1,091.90","1,058.90","1,067.20","1,070.70","1,067.20",1311300,"1,40,82,24,600.00","1,40,82,24,600.00",288450,-481500
26-Sep-2025,30-Sep-2025,XX,"-","1,058.00","1,075.60","1,051.80","1,056.10","1,059.40","1,056.10",1189350,"1,26,41,18,040.00","1,26,41,18,040.00",769950,-518850
26-Sep-2025,28-Oct-2025,XX,"-","1,065.00","1,070.00","1,036.30","1,040.70","1,038.90","1,040.70",1356300,"1,42,55,91,000.00","1,42,55,91,000.00",1852200,562050
26-Sep-2025,25-Nov-2025,XX,"-","1,063.90","1,064.30","1,044.00","1,038.20","1,047.00","1,038.20",25200,"2,64,07,935.00","2,64,07,935.00",52650,9000
25-Sep-2025,28-Oct-2025,XX,"-","1,052.10","1,091.00","1,052.10","1,058.50","1,056.80","1,058.50",1204650,"1,29,00,89,430.00","1,29,00,89,430.00",1290150,558450
25-Sep-2025,30-Sep-2025,XX,"-","1,049.60","1,093.90","1,049.60","1,062.30","1,063.00","1,062.30",1360350,"1,46,29,55,175.00","1,46,29,55,175.00",1288800,-725400
25-Sep-2025,25-Nov-2025,XX,"-","1,080.00","1,092.90","1,058.70","1,059.00","1,059.50","1,059.00",5850,"62,78,760.00","62,78,760.00",43650,1800
24-Sep-2025,28-Oct-2025,XX,"-","1,072.20","1,073.50","1,053.20","1,061.50","1,056.00","1,061.50",246600,"26,25,35,940.00","26,25,35,940.00",731700,39600
24-Sep-2025,25-Nov-2025,XX,"-","1,069.10","1,074.80","1,066.00","1,068.60","1,068.60","1,071.80",4050,"43,29,045.00","43,29,045.00",41850,-450
24-Sep-2025,30-Sep-2025,XX,"-","1,072.10","1,076.50","1,055.80","1,061.70","1,060.30","1,061.70",489150,"52,15,74,795.00","52,15,74,795.00",2014200,-36900
23-Sep-2025,30-Sep-2025,XX,"-","1,100.20","1,110.60","1,068.60","1,074.40","1,078.00","1,074.40",1397250,"1,51,28,25,075.00","1,51,28,25,075.00",2051100,-94950
23-Sep-2025,28-Oct-2025,XX,"-","1,100.00","1,107.90","1,067.10","1,071.20","1,072.20","1,071.20",548550,"59,21,36,190.00","59,21,36,190.00",692100,46800
23-Sep-2025,25-Nov-2025,XX,"-","1,099.90","1,099.90","1,074.00","1,075.70","1,076.40","1,075.70",10350,"1,11,73,545.00","1,11,73,545.00",42300,6300
22-Sep-2025,25-Nov-2025,XX,"-","1,144.40","1,150.80","1,079.70","1,083.40","1,086.50","1,083.40",46350,"5,21,88,210.00","5,21,88,210.00",36000,12150
22-Sep-2025,28-Oct-2025,XX,"-","1,130.00","1,147.00","1,074.30","1,085.70","1,082.00","1,085.70",1227600,"1,34,77,68,270.00","1,34,77,68,270.00",645300,462150
22-Sep-2025,30-Sep-2025,XX,"-","1,138.00","1,143.50","1,075.90","1,087.30","1,083.00","1,087.30",2871900,"3,16,22,11,245.00","3,16,22,11,245.00",2146050,349200
19-Sep-2025,30-Sep-2025,XX,"-","1,158.50","1,163.60","1,139.00","1,144.50","1,144.90","1,144.50",944550,"1,08,53,52,435.00","1,08,53,52,435.00",1796850,103050
19-Sep-2025,28-Oct-2025,XX,"-","1,163.80","1,167.10","1,143.90","1,148.00","1,146.70","1,148.00",223200,"25,75,63,575.00","25,75,63,575.00",183150,57600
19-Sep-2025,25-Nov-2025,XX,"-","1,160.20","1,170.70","1,153.00","1,154.20","1,153.00","1,154.20",9900,"1,14,62,940.00","1,14,62,940.00",23850,2250
18-Sep-2025,30-Sep-2025,XX,"-","1,123.90","1,150.00","1,120.30","1,146.60","1,149.80","1,146.60",1375650,"1,56,90,31,245.00","1,56,90,31,245.00",1693800,195300
18-Sep-2025,28-Oct-2025,XX,"-","1,127.00","1,155.00","1,125.20","1,152.20","1,155.00","1,152.20",160200,"18,35,08,830.00","18,35,08,830.00",125550,40500
18-Sep-2025,25-Nov-2025,XX,"-","1,134.20","1,157.00","1,134.20","1,153.80","1,153.80","1,153.80",7650,"87,98,895.00","87,98,895.00",21600,3150
17-Sep-2025,28-Oct-2025,XX,"-","1,120.00","1,128.50","1,111.30","1,126.00","1,124.20","1,126.00",72450,"8,12,14,155.00","8,12,14,155.00",85050,19800
17-Sep-2025,30-Sep-2025,XX,"-","1,111.80","1,125.80","1,104.30","1,120.90","1,125.80","1,120.90",770850,"85,94,42,355.00","85,94,42,355.00",1498500,31500
17-Sep-2025,25-Nov-2025,XX,"-","1,121.80","1,130.60","1,117.20","1,130.60","1,130.60","1,130.60",5400,"60,68,790.00","60,68,790.00",18450,4500
16-Sep-2025,28-Oct-2025,XX,"-","1,107.60","1,115.20","1,102.70","1,109.00","1,112.00","1,109.00",14850,"1,64,55,375.00","1,64,55,375.00",65250,5400
16-Sep-2025,30-Sep-2025,XX,"-","1,110.70","1,111.00","1,097.30","1,103.20","1,109.60","1,103.20",399600,"44,05,10,850.00","44,05,10,850.00",1467000,78300
16-Sep-2025,25-Nov-2025,XX,"-","1,109.80","1,118.40","1,109.80","1,115.00","1,118.40","1,115.00",5850,"65,14,875.00","65,14,875.00",13950,4950
15-Sep-2025,25-Nov-2025,XX,"-","1,117.00","1,117.00","1,114.30","1,114.30","1,114.30","1,112.70",1350,"15,05,520.00","15,05,520.00",9000,1350
15-Sep-2025,28-Oct-2025,XX,"-","1,121.00","1,121.00","1,104.00","1,108.50","1,108.60","1,108.50",12600,"1,40,06,205.00","1,40,06,205.00",59850,4500
15-Sep-2025,30-Sep-2025,XX,"-","1,108.10","1,117.40","1,099.10","1,104.20","1,104.50","1,104.20",318150,"35,23,83,300.00","35,23,83,300.00",1388700,38250
12-Sep-2025,30-Sep-2025,XX,"-","1,109.00","1,123.90","1,105.40","1,112.30","1,110.00","1,112.30",315000,"35,11,56,285.00","35,11,56,285.00",1350450,-34200
12-Sep-2025,28-Oct-2025,XX,"-","1,115.00","1,125.50","1,112.40","1,116.10","1,116.60","1,116.10",11700,"1,30,89,915.00","1,30,89,915.00",55350,-1350
12-Sep-2025,25-Nov-2025,XX,"-","1,120.90","1,128.10","1,120.10","1,125.10","1,125.10","1,121.10",2700,"30,31,605.00","30,31,605.00",7650,900
11-Sep-2025,28-Oct-2025,XX,"-","1,128.30","1,128.30","1,110.00","1,111.60","1,111.30","1,111.60",20250,"2,26,03,050.00","2,26,03,050.00",56700,2700
11-Sep-2025,30-Sep-2025,XX,"-","1,124.40","1,125.20","1,103.10","1,107.80","1,108.20","1,107.80",511650,"56,86,76,160.00","56,86,76,160.00",1384650,-97200
11-Sep-2025,25-Nov-2025,XX,"-","1,123.20","1,124.20","1,123.20","1,124.20","1,124.20","1,120.80",900,"10,11,330.00","10,11,330.00",6750,900
10-Sep-2025,30-Sep-2025,XX,"-","1,107.00","1,129.50","1,105.20","1,119.70","1,122.00","1,119.70",780750,"87,36,55,830.00","87,36,55,830.00",1481850,-121500
10-Sep-2025,28-Oct-2025,XX,"-","1,116.70","1,132.50","1,113.70","1,124.20","1,123.00","1,124.20",36450,"4,09,05,720.00","4,09,05,720.00",54000,2250
10-Sep-2025,25-Nov-2025,XX,"-","1,122.50","1,135.20","1,120.50","1,135.20","1,135.20","1,130.10",4050,"45,61,425.00","45,61,425.00",5850,-3600
09-Sep-2025,25-Nov-2025,XX,"-","1,100.90","1,110.00","1,100.00","1,110.00","1,110.00","1,113.60",2700,"29,83,185.00","29,83,185.00",9450,900
09-Sep-2025,30-Sep-2025,XX,"-","1,098.00","1,102.70","1,086.50","1,101.40","1,100.60","1,101.40",245250,"26,90,17,830.00","26,90,17,830.00",1603350,-9450
09-Sep-2025,28-Oct-2025,XX,"-","1,098.20","1,107.70","1,092.20","1,105.70","1,107.70","1,105.70",19350,"2,12,85,135.00","2,12,85,135.00",51750,6300
08-Sep-2025,28-Oct-2025,XX,"-","1,098.30","1,115.00","1,093.00","1,106.80","1,106.80","1,106.80",21600,"2,39,08,230.00","2,39,08,230.00",45450,1800
08-Sep-2025,25-Nov-2025,XX,"-","1,112.00","1,117.10","1,109.70","1,109.80","1,109.80","1,109.80",7200,"80,16,525.00","80,16,525.00",8550,900
08-Sep-2025,30-Sep-2025,XX,"-","1,091.80","1,110.70","1,086.90","1,099.90","1,101.00","1,099.90",522900,"57,55,49,550.00","57,55,49,550.00",1612800,-66600
05-Sep-2025,28-Oct-2025,XX,"-","1,067.60","1,103.80","1,067.60","1,093.10","1,093.00","1,093.10",39600,"4,32,09,405.00","4,32,09,405.00",43650,2700
05-Sep-2025,30-Sep-2025,XX,"-","1,060.60","1,100.80","1,060.60","1,089.10","1,089.50","1,089.10",1108800,"1,20,67,02,945.00","1,20,67,02,945.00",1679400,48600
05-Sep-2025,25-Nov-2025,XX,"-","1,086.30","1,106.50","1,086.30","1,101.50","1,101.50","1,102.30",3150,"34,52,580.00","34,52,580.00",7650,1350
04-Sep-2025,30-Sep-2025,XX,"-","1,076.60","1,079.30","1,053.00","1,059.00","1,056.50","1,059.00",657000,"69,65,90,775.00","69,65,90,775.00",1630800,50850
04-Sep-2025,28-Oct-2025,XX,"-","1,070.00","1,072.20","1,061.10","1,063.10","1,062.70","1,063.10",13050,"1,38,96,135.00","1,38,96,135.00",40950,2700
04-Sep-2025,25-Nov-2025,XX,"-","1,071.00","1,076.00","1,069.00","1,069.00","1,069.00","1,072.60",3600,"38,59,875.00","38,59,875.00",6300,3150
03-Sep-2025,28-Oct-2025,XX,"-","1,065.80","1,078.20","1,065.80","1,073.50","1,075.00","1,073.50",9450,"1,01,32,335.00","1,01,32,335.00",38250,2250
03-Sep-2025,30-Sep-2025,XX,"-","1,059.60","1,076.10","1,059.60","1,069.00","1,069.50","1,069.00",454950,"48,63,72,150.00","48,63,72,150.00",1579950,-80550
03-Sep-2025,25-Nov-2025,XX,"-","-","-","-","1,074.10","1,074.10","1,081.90",0,"-","-",3150,0
02-Sep-2025,30-Sep-2025,XX,"-","1,071.80","1,078.20","1,059.00","1,062.00","1,061.20","1,062.00",315450,"33,65,49,015.00","33,65,49,015.00",1660500,-64350
02-Sep-2025,28-Oct-2025,XX,"-","1,078.10","1,078.10","1,062.90","1,068.00","1,067.70","1,068.00",12600,"1,34,80,335.00","1,34,80,335.00",36000,-3150
02-Sep-2025,25-Nov-2025,XX,"-","1,073.60","1,074.10","1,073.60","1,074.10","1,074.10","1,071.90",900,"9,66,465.00","9,66,465.00",3150,450
01-Sep-2025,28-Oct-2025,XX,"-","1,035.70","1,079.80","1,035.70","1,077.20","1,079.80","1,077.20",22500,"2,38,37,670.00","2,38,37,670.00",39150,1800
01-Sep-2025,30-Sep-2025,XX,"-","1,032.20","1,079.70","1,026.50","1,073.40","1,075.70","1,073.40",717300,"76,23,36,945.00","76,23,36,945.00",1724850,30150
01-Sep-2025,25-Nov-2025,XX,"-","1,065.00","1,072.10","1,065.00","1,072.10","1,072.10","1,085.60",3150,"33,63,390.00","33,63,390.00",2700,450
29-Aug-2025,30-Sep-2025,XX,"-","1,050.10","1,057.90","1,025.20","1,028.10","1,029.40","1,028.10",885150,"92,04,50,385.00","92,04,50,385.00",1694700,256500
29-Aug-2025,25-Nov-2025,XX,"-","1,056.00","1,056.00","1,036.10","1,038.50","1,036.10","1,038.50",2250,"23,45,175.00","23,45,175.00",2250,2250
29-Aug-2025,28-Oct-2025,XX,"-","1,047.60","1,059.60","1,032.10","1,034.20","1,032.50","1,034.20",19350,"2,03,28,480.00","2,03,28,480.00",37350,3150
28-Aug-2025,28-Oct-2025,XX,"-","1,061.10","1,076.80","1,053.90","1,057.20","1,057.20","1,057.20",19800,"2,11,24,395.00","2,11,24,395.00",34200,11250
28-Aug-2025,30-Sep-2025,XX,"-","1,055.00","1,074.60","1,043.20","1,053.00","1,050.60","1,053.00",1147500,"1,21,58,06,355.00","1,21,58,06,355.00",1438200,140400
28-Aug-2025,28-Aug-2025,XX,"-","1,052.00","1,069.40","1,041.00","1,048.70","1,046.30","1,050.00",774900,"81,70,51,455.00","81,70,51,455.00",50850,-407250
26-Aug-2025,28-Aug-2025,XX,"-","1,095.70","1,115.00","1,051.00","1,054.80","1,053.40","1,054.80",1050300,"1,12,69,16,775.00","1,12,69,16,775.00",458100,-530550
26-Aug-2025,30-Sep-2025,XX,"-","1,102.90","1,121.60","1,056.80","1,060.90","1,060.80","1,060.90",1163250,"1,25,30,37,870.00","1,25,30,37,870.00",1297800,502200
26-Aug-2025,28-Oct-2025,XX,"-","1,120.00","1,120.00","1,064.90","1,067.20","1,069.10","1,067.20",15750,"1,70,31,600.00","1,70,31,600.00",22950,12150
25-Aug-2025,30-Sep-2025,XX,"-","1,138.00","1,144.90","1,112.00","1,117.10","1,121.60","1,117.10",892800,"1,00,54,47,690.00","1,00,54,47,690.00",795600,352800
25-Aug-2025,28-Aug-2025,XX,"-","1,133.30","1,137.70","1,106.60","1,111.00","1,114.60","1,111.00",759150,"85,13,10,315.00","85,13,10,315.00",988650,-364050
25-Aug-2025,28-Oct-2025,XX,"-","1,142.20","1,144.60","1,117.80","1,123.40","1,123.00","1,123.40",5400,"60,95,745.00","60,95,745.00",10800,3600
22-Aug-2025,30-Sep-2025,XX,"-","1,119.70","1,142.00","1,119.70","1,131.80","1,130.50","1,131.80",676350,"76,71,78,315.00","76,71,78,315.00",442800,211500
22-Aug-2025,28-Oct-2025,XX,"-","1,140.00","1,142.20","1,135.70","1,142.20","1,142.20","1,138.90",1800,"20,51,055.00","20,51,055.00",7200,-900
22-Aug-2025,28-Aug-2025,XX,"-","1,113.90","1,138.60","1,113.90","1,126.90","1,126.90","1,126.90",1078650,"1,21,92,93,135.00","1,21,92,93,135.00",1352700,-305550
21-Aug-2025,28-Aug-2025,XX,"-","1,115.40","1,124.60","1,101.20","1,119.60","1,119.60","1,119.60",926550,"1,03,40,59,680.00","1,03,40,59,680.00",1658250,-350100
21-Aug-2025,30-Sep-2025,XX,"-","1,121.40","1,127.00","1,106.10","1,122.60","1,121.70","1,122.60",263700,"29,50,49,250.00","29,50,49,250.00",231300,85500
21-Aug-2025,28-Oct-2025,XX,"-","1,118.80","1,128.00","1,118.70","1,122.30","1,127.40","1,122.30",6300,"70,71,660.00","70,71,660.00",8100,-2250
20-Aug-2025,28-Oct-2025,XX,"-","1,124.30","1,124.30","1,112.00","1,121.00","1,121.00","1,121.00",4050,"45,31,950.00","45,31,950.00",10350,2700
20-Aug-2025,30-Sep-2025,XX,"-","1,124.70","1,124.70","1,107.60","1,117.90","1,116.30","1,117.90",80100,"8,94,29,670.00","8,94,29,670.00",145800,25200
20-Aug-2025,28-Aug-2025,XX,"-","1,121.10","1,124.10","1,101.10","1,112.40","1,113.70","1,112.40",436050,"48,38,37,750.00","48,38,37,750.00",2008350,28350
19-Aug-2025,28-Aug-2025,XX,"-","1,115.00","1,127.70","1,102.30","1,122.60","1,126.80","1,122.60",634050,"70,65,67,635.00","70,65,67,635.00",1980000,-900
19-Aug-2025,30-Sep-2025,XX,"-","1,120.00","1,131.00","1,108.00","1,125.90","1,130.00","1,125.90",58500,"6,56,27,325.00","6,56,27,325.00",120600,18900
19-Aug-2025,28-Oct-2025,XX,"-","1,115.00","1,122.70","1,115.00","1,122.70","1,122.70","1,138.70",1800,"20,16,945.00","20,16,945.00",7650,-900
18-Aug-2025,30-Sep-2025,XX,"-","1,144.00","1,144.90","1,102.00","1,115.60","1,116.80","1,115.60",110700,"12,38,89,500.00","12,38,89,500.00",101700,31050
18-Aug-2025,28-Aug-2025,XX,"-","1,133.60","1,141.10","1,096.60","1,111.70","1,113.50","1,111.70",985500,"1,09,71,18,405.00","1,09,71,18,405.00",1980900,-188550
18-Aug-2025,28-Oct-2025,XX,"-","1,130.20","1,130.20","1,107.00","1,120.00","1,120.00","1,120.00",6300,"70,41,240.00","70,41,240.00",8550,3150
14-Aug-2025,28-Aug-2025,XX,"-","1,112.70","1,124.50","1,102.00","1,121.80","1,122.30","1,121.80",497700,"55,53,70,200.00","55,53,70,200.00",2169450,-153900
14-Aug-2025,30-Sep-2025,XX,"-","1,116.00","1,128.60","1,108.00","1,125.30","1,122.20","1,125.30",30150,"3,37,51,485.00","3,37,51,485.00",70650,2250
14-Aug-2025,28-Oct-2025,XX,"-","-","-","-","1,123.60","1,123.60","1,143.10",0,"-","-",5400,0
13-Aug-2025,28-Aug-2025,XX,"-","1,090.00","1,120.80","1,090.00","1,109.30","1,111.90","1,109.30",448200,"49,84,00,560.00","49,84,00,560.00",2323350,-35100
13-Aug-2025,28-Oct-2025,XX,"-","1,120.00","1,123.60","1,120.00","1,123.60","1,123.60","1,128.80",1350,"15,14,295.00","15,14,295.00",5400,0
13-Aug-2025,30-Sep-2025,XX,"-","1,103.00","1,125.60","1,103.00","1,113.50","1,116.10","1,113.50",37800,"4,22,01,495.00","4,22,01,495.00",68400,1800
12-Aug-2025,28-Oct-2025,XX,"-","1,110.00","1,110.00","1,091.20","1,097.20","1,097.20","1,100.40",3600,"39,63,510.00","39,63,510.00",5400,-450
12-Aug-2025,30-Sep-2025,XX,"-","1,105.80","1,114.30","1,085.90","1,088.50","1,088.30","1,088.50",19800,"2,17,63,350.00","2,17,63,350.00",66600,5400
12-Aug-2025,28-Aug-2025,XX,"-","1,099.90","1,109.90","1,079.50","1,082.60","1,082.90","1,082.60",560700,"61,34,44,140.00","61,34,44,140.00",2358450,93150
11-Aug-2025,28-Aug-2025,XX,"-","1,072.00","1,094.40","1,066.00","1,088.60","1,088.50","1,088.60",439200,"47,48,96,385.00","47,48,96,385.00",2265300,-27000
11-Aug-2025,30-Sep-2025,XX,"-","1,078.50","1,098.00","1,071.90","1,093.30","1,094.90","1,093.30",15750,"1,70,94,510.00","1,70,94,510.00",61200,-900
11-Aug-2025,28-Oct-2025,XX,"-","1,081.90","1,097.30","1,081.00","1,097.30","1,097.30","1,097.30",5850,"63,76,500.00","63,76,500.00",5850,2250
08-Aug-2025,30-Sep-2025,XX,"-","1,083.40","1,085.20","1,052.50","1,073.70","1,078.00","1,073.70",27000,"2,88,61,065.00","2,88,61,065.00",62100,4050
08-Aug-2025,28-Aug-2025,XX,"-","1,075.10","1,084.40","1,043.20","1,067.40","1,070.40","1,067.40",1016550,"1,07,94,70,305.00","1,07,94,70,305.00",2292300,44100
08-Aug-2025,28-Oct-2025,XX,"-","1,090.30","1,090.30","1,055.00","1,055.00","1,055.00","1,087.60",1350,"14,43,330.00","14,43,330.00",3600,1350
07-Aug-2025,30-Sep-2025,XX,"-","1,101.20","1,115.20","1,075.60","1,093.30","1,093.00","1,093.30",31500,"3,43,29,150.00","3,43,29,150.00",58050,6300
