Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
19-Jan-2026,24-Feb-2026,XX,"-","524.80","528.05","514.25","515.40","514.80","515.40",1228750,"63,68,53,187.50","63,68,53,187.50",3403750,503750
19-Jan-2026,27-Jan-2026,XX,"-","527.15","530.70","518.05","519.55","518.50","519.55",4502500,"2,35,33,71,562.50","2,35,33,71,562.50",21516250,-791250
19-Jan-2026,30-Mar-2026,XX,"-","523.80","523.80","513.90","514.40","513.90","514.40",40000,"2,07,10,437.50","2,07,10,437.50",410000,30000
16-Jan-2026,27-Jan-2026,XX,"-","530.20","533.80","525.85","529.60","529.80","529.60",4862500,"2,57,89,41,375.00","2,57,89,41,375.00",22307500,-902500
16-Jan-2026,24-Feb-2026,XX,"-","525.25","530.00","523.40","527.05","526.10","527.05",652500,"34,38,54,375.00","34,38,54,375.00",2900000,331250
16-Jan-2026,30-Mar-2026,XX,"-","524.50","528.40","523.05","525.00","525.00","525.00",21250,"1,11,67,375.00","1,11,67,375.00",380000,11250
14-Jan-2026,30-Mar-2026,XX,"-","526.55","526.55","519.75","524.40","525.00","524.40",48750,"2,55,49,187.50","2,55,49,187.50",368750,22500
14-Jan-2026,24-Feb-2026,XX,"-","525.65","527.60","520.15","526.15","526.20","526.15",945000,"49,54,33,562.50","49,54,33,562.50",2568750,361250
14-Jan-2026,27-Jan-2026,XX,"-","522.75","530.90","522.75","529.30","530.20","529.30",3358750,"1,77,30,29,000.00","1,77,30,29,000.00",23210000,-588750
13-Jan-2026,30-Mar-2026,XX,"-","523.00","525.45","521.20","525.30","525.25","525.30",21250,"1,11,23,125.00","1,11,23,125.00",346250,6250
13-Jan-2026,24-Feb-2026,XX,"-","527.45","527.85","520.10","526.50","524.85","526.50",385000,"20,18,19,812.50","20,18,19,812.50",2207500,143750
13-Jan-2026,27-Jan-2026,XX,"-","527.90","529.75","521.35","528.45","528.25","528.45",2843750,"1,49,68,55,375.00","1,49,68,55,375.00",23798750,-928750
12-Jan-2026,24-Feb-2026,XX,"-","516.95","524.85","510.40","523.70","523.55","523.70",665000,"34,44,18,687.50","34,44,18,687.50",2063750,50000
12-Jan-2026,30-Mar-2026,XX,"-","517.70","524.50","509.95","523.65","524.30","523.65",171250,"8,89,32,937.50","8,89,32,937.50",340000,67500
12-Jan-2026,27-Jan-2026,XX,"-","524.45","526.60","513.65","525.20","525.05","525.20",3693750,"1,92,38,64,250.00","1,92,38,64,250.00",24727500,-232500
09-Jan-2026,24-Feb-2026,XX,"-","525.10","529.70","520.50","522.05","522.00","522.05",553750,"29,01,49,062.50","29,01,49,062.50",2013750,227500
09-Jan-2026,27-Jan-2026,XX,"-","527.90","532.75","522.25","523.80","522.65","523.80",4310000,"2,26,86,37,625.00","2,26,86,37,625.00",24960000,-136250
09-Jan-2026,30-Mar-2026,XX,"-","525.00","525.00","520.00","521.95","522.00","521.95",67500,"3,52,61,937.50","3,52,61,937.50",272500,40000
08-Jan-2026,30-Mar-2026,XX,"-","532.00","536.70","524.55","524.95","525.30","524.95",78750,"4,16,18,812.50","4,16,18,812.50",232500,46250
08-Jan-2026,24-Feb-2026,XX,"-","534.05","536.50","523.95","525.20","525.70","525.20",748750,"39,54,61,937.50","39,54,61,937.50",1786250,245000
08-Jan-2026,27-Jan-2026,XX,"-","535.00","538.20","525.20","527.75","527.75","527.75",4505000,"2,38,83,46,250.00","2,38,83,46,250.00",25096250,341250
07-Jan-2026,27-Jan-2026,XX,"-","545.00","555.00","535.45","539.45","538.05","539.45",8973750,"4,86,49,48,562.50","4,86,49,48,562.50",24755000,-243750
07-Jan-2026,24-Feb-2026,XX,"-","550.00","552.65","533.15","537.55","536.70","537.55",612500,"33,00,50,500.00","33,00,50,500.00",1541250,143750
07-Jan-2026,30-Mar-2026,XX,"-","542.65","544.85","533.00","536.60","536.30","536.60",46250,"2,48,61,437.50","2,48,61,437.50",186250,20000
06-Jan-2026,27-Jan-2026,XX,"-","538.90","548.50","531.65","545.55","545.50","545.55",6458750,"3,48,99,89,062.50","3,48,99,89,062.50",24998750,-297500
06-Jan-2026,24-Feb-2026,XX,"-","536.35","545.85","530.55","543.30","543.75","543.30",415000,"22,32,58,937.50","22,32,58,937.50",1397500,57500
06-Jan-2026,30-Mar-2026,XX,"-","533.75","544.80","532.00","542.65","542.45","542.65",43750,"2,35,52,500.00","2,35,52,500.00",166250,12500
05-Jan-2026,30-Mar-2026,XX,"-","550.90","551.15","535.00","536.05","535.00","536.05",133750,"7,24,19,562.50","7,24,19,562.50",153750,92500
05-Jan-2026,24-Feb-2026,XX,"-","551.75","552.50","534.50","535.80","535.50","535.80",640000,"34,63,16,000.00","34,63,16,000.00",1340000,228750
05-Jan-2026,27-Jan-2026,XX,"-","551.50","553.65","535.40","537.90","536.55","537.90",7060000,"3,82,86,76,937.50","3,82,86,76,937.50",25296250,1107500
02-Jan-2026,27-Jan-2026,XX,"-","551.70","556.00","547.40","552.90","553.00","552.90",4198750,"2,31,75,91,625.00","2,31,75,91,625.00",24188750,508750
02-Jan-2026,24-Feb-2026,XX,"-","546.65","553.50","545.10","551.50","552.00","551.50",258750,"14,24,16,000.00","14,24,16,000.00",1111250,82500
02-Jan-2026,30-Mar-2026,XX,"-","547.00","552.95","547.00","550.90","551.00","550.90",36250,"1,99,53,812.50","1,99,53,812.50",61250,32500
01-Jan-2026,24-Feb-2026,XX,"-","554.50","555.00","548.85","549.80","550.60","549.80",143750,"7,93,16,312.50","7,93,16,312.50",1028750,27500
01-Jan-2026,27-Jan-2026,XX,"-","556.30","557.30","550.50","551.70","552.00","551.70",2355000,"1,30,40,27,187.50","1,30,40,27,187.50",23680000,390000
01-Jan-2026,30-Mar-2026,XX,"-","554.25","554.25","547.35","549.30","547.35","549.30",17500,"96,18,937.50","96,18,937.50",28750,11250
31-Dec-2025,30-Mar-2026,XX,"-","560.00","560.00","553.50","554.25","553.50","554.25",17500,"97,53,875.00","97,53,875.00",17500,17500
31-Dec-2025,24-Feb-2026,XX,"-","560.15","560.15","554.00","555.70","554.00","555.70",318750,"17,74,57,500.00","17,74,57,500.00",1001250,135000
31-Dec-2025,27-Jan-2026,XX,"-","563.85","563.85","555.00","557.25","555.25","557.25",4122500,"2,30,13,44,125.00","2,30,13,44,125.00",23290000,835000
30-Dec-2025,27-Jan-2026,XX,"-","557.65","572.00","552.90","560.10","562.05","560.10",12171250,"6,83,52,66,625.00","6,83,52,66,625.00",22455000,1881250
30-Dec-2025,24-Feb-2026,XX,"-","556.10","563.85","554.60","559.90","561.00","559.90",538750,"30,12,53,250.00","30,12,53,250.00",866250,157500
30-Dec-2025,30-Dec-2025,XX,"-","561.10","579.25","557.00","559.30","558.55","558.30",9386250,"5,29,00,88,187.50","5,29,00,88,187.50",2517500,-2155000
29-Dec-2025,27-Jan-2026,XX,"-","551.00","560.85","551.00","554.90","554.00","554.90",7735000,"4,30,59,45,750.00","4,30,59,45,750.00",20573750,2995000
29-Dec-2025,30-Dec-2025,XX,"-","564.10","565.45","557.70","563.50","563.05","563.50",6266250,"3,52,62,58,875.00","3,52,62,58,875.00",4672500,-2406250
29-Dec-2025,24-Feb-2026,XX,"-","557.70","561.85","552.90","554.15","553.60","554.15",332500,"18,49,25,812.50","18,49,25,812.50",708750,182500
26-Dec-2025,30-Dec-2025,XX,"-","560.50","565.20","554.80","559.55","559.65","559.55",9985000,"5,60,05,24,250.00","5,60,05,24,250.00",7078750,-4332500
26-Dec-2025,27-Jan-2026,XX,"-","559.75","564.80","554.05","556.10","555.80","556.10",9861250,"5,51,21,34,625.00","5,51,21,34,625.00",17578750,6181250
26-Dec-2025,24-Feb-2026,XX,"-","565.75","566.25","555.70","557.10","557.55","557.10",183750,"10,29,60,562.50","10,29,60,562.50",526250,85000
24-Dec-2025,27-Jan-2026,XX,"-","567.35","568.30","562.00","563.25","562.75","563.25",11225000,"6,33,83,45,687.50","6,33,83,45,687.50",11397500,6417500
24-Dec-2025,30-Dec-2025,XX,"-","564.70","565.85","560.05","563.05","562.50","563.05",11335000,"6,38,49,29,000.00","6,38,49,29,000.00",11411250,-5791250
24-Dec-2025,24-Feb-2026,XX,"-","568.05","569.05","565.00","565.35","565.10","565.35",127500,"7,22,57,125.00","7,22,57,125.00",441250,62500
23-Dec-2025,24-Feb-2026,XX,"-","571.90","574.50","568.70","571.75","571.60","571.75",182500,"10,44,05,375.00","10,44,05,375.00",378750,122500
23-Dec-2025,27-Jan-2026,XX,"-","570.15","572.00","566.00","568.95","569.45","568.95",2753750,"1,56,79,20,562.50","1,56,79,20,562.50",4980000,1685000
23-Dec-2025,30-Dec-2025,XX,"-","566.95","568.65","562.85","565.75","565.25","565.75",3550000,"2,01,05,63,375.00","2,01,05,63,375.00",17202500,-785000
22-Dec-2025,30-Dec-2025,XX,"-","566.05","570.30","563.00","569.20","568.00","569.20",2720000,"1,54,38,57,625.00","1,54,38,57,625.00",17987500,-558750
22-Dec-2025,27-Jan-2026,XX,"-","568.05","573.30","566.30","572.10","571.85","572.10",857500,"48,93,66,125.00","48,93,66,125.00",3295000,270000
22-Dec-2025,24-Feb-2026,XX,"-","570.45","576.70","569.00","575.60","575.60","575.60",50000,"2,86,53,500.00","2,86,53,500.00",256250,7500
19-Dec-2025,24-Feb-2026,XX,"-","565.90","572.65","564.00","570.75","570.50","570.75",48750,"2,77,23,687.50","2,77,23,687.50",248750,3750
19-Dec-2025,27-Jan-2026,XX,"-","563.20","569.70","560.75","568.05","566.95","568.05",1542500,"87,31,59,562.50","87,31,59,562.50",3025000,625000
19-Dec-2025,30-Dec-2025,XX,"-","559.75","567.10","557.25","564.85","564.20","564.85",3971250,"2,23,63,53,437.50","2,23,63,53,437.50",18546250,-992500
18-Dec-2025,27-Jan-2026,XX,"-","560.00","566.10","555.70","562.35","563.00","562.35",622500,"34,95,04,687.50","34,95,04,687.50",2400000,146250
18-Dec-2025,24-Feb-2026,XX,"-","562.00","567.50","558.15","562.00","562.00","564.45",35000,"1,97,39,250.00","1,97,39,250.00",245000,11250
18-Dec-2025,30-Dec-2025,XX,"-","557.00","563.00","552.00","559.00","558.90","559.00",3001250,"1,67,53,59,437.50","1,67,53,59,437.50",19538750,-198750
17-Dec-2025,27-Jan-2026,XX,"-","563.40","567.40","553.45","557.80","558.00","557.80",983750,"54,94,92,562.50","54,94,92,562.50",2253750,495000
17-Dec-2025,30-Dec-2025,XX,"-","561.05","564.00","550.10","554.70","555.15","554.70",3836250,"2,13,28,27,875.00","2,13,28,27,875.00",19737500,-118750
17-Dec-2025,24-Feb-2026,XX,"-","567.00","570.00","555.90","561.15","561.05","561.15",108750,"6,12,54,000.00","6,12,54,000.00",233750,37500
16-Dec-2025,30-Dec-2025,XX,"-","575.95","577.70","559.00","561.05","560.90","561.05",6476250,"3,67,20,37,000.00","3,67,20,37,000.00",19856250,957500
16-Dec-2025,27-Jan-2026,XX,"-","579.65","581.05","563.30","564.50","563.30","564.50",1596250,"91,13,03,875.00","91,13,03,875.00",1758750,621250
16-Dec-2025,24-Feb-2026,XX,"-","582.85","582.85","567.00","567.50","567.00","567.50",220000,"12,62,39,500.00","12,62,39,500.00",196250,90000
15-Dec-2025,27-Jan-2026,XX,"-","579.10","586.00","575.20","583.10","583.00","583.10",643750,"37,44,80,687.50","37,44,80,687.50",1137500,200000
15-Dec-2025,30-Dec-2025,XX,"-","580.00","581.90","571.50","579.75","580.50","579.75",5973750,"3,45,01,96,875.00","3,45,01,96,875.00",18898750,581250
15-Dec-2025,24-Feb-2026,XX,"-","582.15","588.50","579.00","587.20","587.50","587.20",61250,"3,58,59,937.50","3,58,59,937.50",106250,25000
12-Dec-2025,24-Feb-2026,XX,"-","611.90","613.65","586.20","589.50","586.20","589.50",62500,"3,76,17,125.00","3,76,17,125.00",81250,33750
12-Dec-2025,27-Jan-2026,XX,"-","604.00","611.00","582.45","586.90","583.75","586.90",712500,"42,56,05,062.50","42,56,05,062.50",937500,278750
12-Dec-2025,30-Dec-2025,XX,"-","600.85","607.70","578.10","583.85","580.00","583.85",8108750,"4,79,86,21,625.00","4,79,86,21,625.00",18317500,702500
11-Dec-2025,24-Feb-2026,XX,"-","591.90","605.60","591.60","605.30","605.60","605.30",57500,"3,43,84,375.00","3,43,84,375.00",47500,-37500
11-Dec-2025,30-Dec-2025,XX,"-","589.15","600.45","583.00","599.35","599.15","599.35",2255000,"1,34,06,34,312.50","1,34,06,34,312.50",17615000,-220000
11-Dec-2025,27-Jan-2026,XX,"-","587.15","603.75","587.15","602.85","603.50","602.85",206250,"12,33,09,687.50","12,33,09,687.50",658750,18750
10-Dec-2025,27-Jan-2026,XX,"-","590.55","593.00","586.80","588.40","588.95","588.40",117500,"6,93,30,937.50","6,93,30,937.50",640000,10000
10-Dec-2025,30-Dec-2025,XX,"-","592.10","592.10","583.00","584.75","586.10","584.75",1718750,"1,00,79,44,750.00","1,00,79,44,750.00",17835000,103750
10-Dec-2025,24-Feb-2026,XX,"-","597.00","597.00","590.70","592.00","592.80","592.00",13750,"81,63,000.00","81,63,000.00",85000,3750
09-Dec-2025,24-Feb-2026,XX,"-","591.90","596.20","587.25","594.05","594.15","594.05",28750,"1,70,39,437.50","1,70,39,437.50",81250,2500
09-Dec-2025,27-Jan-2026,XX,"-","585.35","593.25","580.45","590.35","591.00","590.35",158750,"9,32,57,437.50","9,32,57,437.50",630000,7500
09-Dec-2025,30-Dec-2025,XX,"-","581.60","589.85","576.20","586.50","587.70","586.50",1803750,"1,05,42,61,625.00","1,05,42,61,625.00",17731250,3750
08-Dec-2025,30-Dec-2025,XX,"-","594.80","597.35","582.35","585.60","586.00","585.60",2340000,"1,37,66,13,250.00","1,37,66,13,250.00",17727500,-282500
08-Dec-2025,27-Jan-2026,XX,"-","597.60","600.50","586.40","589.35","588.50","589.35",173750,"10,29,25,062.50","10,29,25,062.50",622500,46250
08-Dec-2025,24-Feb-2026,XX,"-","602.00","602.40","590.00","593.00","593.00","593.00",47500,"2,82,32,937.50","2,82,32,937.50",78750,38750
05-Dec-2025,30-Dec-2025,XX,"-","591.70","596.90","586.40","595.05","595.75","595.05",1931250,"1,14,29,68,250.00","1,14,29,68,250.00",18010000,-142500
05-Dec-2025,27-Jan-2026,XX,"-","595.20","600.15","590.25","598.70","598.15","598.70",127500,"7,58,86,000.00","7,58,86,000.00",576250,-5000
05-Dec-2025,24-Feb-2026,XX,"-","598.90","602.35","594.00","602.05","602.05","602.05",27500,"1,64,11,687.50","1,64,11,687.50",40000,1250
04-Dec-2025,27-Jan-2026,XX,"-","598.25","598.25","592.25","596.55","596.40","596.55",75000,"4,46,28,125.00","4,46,28,125.00",581250,23750
04-Dec-2025,30-Dec-2025,XX,"-","599.00","599.00","587.50","592.85","591.65","592.85",1308750,"77,37,65,000.00","77,37,65,000.00",18152500,-37500
04-Dec-2025,24-Feb-2026,XX,"-","598.55","600.60","596.00","600.60","600.60","600.60",12500,"74,78,312.50","74,78,312.50",38750,7500
03-Dec-2025,24-Feb-2026,XX,"-","608.00","608.00","598.55","598.55","598.55","598.55",15000,"90,22,562.50","90,22,562.50",31250,3750
03-Dec-2025,30-Dec-2025,XX,"-","605.50","605.50","590.30","592.05","592.15","592.05",2772500,"1,65,08,92,937.50","1,65,08,92,937.50",18190000,450000
03-Dec-2025,27-Jan-2026,XX,"-","608.65","608.65","594.95","595.95","597.00","595.95",115000,"6,88,86,562.50","6,88,86,562.50",557500,58750
02-Dec-2025,27-Jan-2026,XX,"-","614.65","614.65","605.50","609.50","609.50","609.50",73750,"4,49,27,312.50","4,49,27,312.50",498750,12500
02-Dec-2025,24-Feb-2026,XX,"-","615.00","615.00","611.00","611.00","611.00","611.50",11250,"68,89,187.50","68,89,187.50",27500,6250
02-Dec-2025,30-Dec-2025,XX,"-","611.15","611.20","601.35","605.80","604.65","605.80",2061250,"1,24,71,37,187.50","1,24,71,37,187.50",17740000,12500
01-Dec-2025,27-Jan-2026,XX,"-","609.80","616.40","608.40","615.40","614.40","615.40",58750,"3,60,06,875.00","3,60,06,875.00",486250,-3750
01-Dec-2025,30-Dec-2025,XX,"-","602.30","612.90","602.30","611.50","610.60","611.50",2208750,"1,34,50,93,812.50","1,34,50,93,812.50",17727500,-166250
01-Dec-2025,24-Feb-2026,XX,"-","616.50","618.50","616.30","618.00","617.50","618.00",5000,"30,86,000.00","30,86,000.00",21250,2500
