Date,Expiry Date,Option Type,Strike Price,Open Price,High Price,Low Price,Close Price,Last Price,Settlement Price,Volume,Value  (₹ Lakhs) ,Premium Value  (₹ Lakhs) ,Open Interest,Change in OI
09-Jan-2026,30-Mar-2026,XX,"-","338.05","338.05","321.25","323.25","325.15","323.25",248575,"8,13,34,578.75","8,13,34,578.75",747250,157075
09-Jan-2026,24-Feb-2026,XX,"-","337.50","343.45","324.25","326.60","327.45","326.60",2339350,"77,53,71,228.75","77,53,71,228.75",6845725,940925
08-Jan-2026,27-Jan-2026,XX,"-","358.15","359.35","338.40","340.00","339.50","340.00",10764975,"3,72,67,61,755.00","3,72,67,61,755.00",41196350,-39650
08-Jan-2026,24-Feb-2026,XX,"-","351.85","354.35","333.20","334.45","334.00","334.45",3348900,"1,14,19,16,035.00","1,14,19,16,035.00",5904800,1494500
08-Jan-2026,30-Mar-2026,XX,"-","350.40","350.60","330.30","330.85","330.65","330.85",306525,"10,33,74,717.50","10,33,74,717.50",590175,207400
07-Jan-2026,30-Mar-2026,XX,"-","352.70","352.70","347.25","350.40","349.90","350.40",82350,"2,88,01,073.75","2,88,01,073.75",382775,38125
07-Jan-2026,27-Jan-2026,XX,"-","356.25","362.80","353.85","357.65","357.00","357.65",6461425,"2,31,48,87,093.75","2,31,48,87,093.75",41236000,666425
07-Jan-2026,24-Feb-2026,XX,"-","350.75","356.70","349.85","352.40","352.50","352.40",2000800,"70,58,70,650.00","70,58,70,650.00",4410300,1126975
06-Jan-2026,27-Jan-2026,XX,"-","359.00","366.40","351.85","356.25","355.60","356.25",5416800,"1,93,67,87,286.25","1,93,67,87,286.25",40569575,762500
06-Jan-2026,24-Feb-2026,XX,"-","352.20","360.35","346.10","350.30","349.35","350.30",968375,"33,93,44,982.50","33,93,44,982.50",3283325,378200
06-Jan-2026,30-Mar-2026,XX,"-","352.00","353.95","342.70","347.40","346.45","347.40",118950,"4,14,23,041.25","4,14,23,041.25",344650,68625
05-Jan-2026,24-Feb-2026,XX,"-","358.90","363.00","350.30","352.75","352.35","352.75",739625,"26,19,13,488.75","26,19,13,488.75",2905125,94550
05-Jan-2026,27-Jan-2026,XX,"-","364.60","369.55","355.70","358.40","358.05","358.40",5491525,"1,97,83,05,945.00","1,97,83,05,945.00",39807075,204350
05-Jan-2026,30-Mar-2026,XX,"-","357.95","357.95","347.50","350.10","350.90","350.10",102175,"3,57,84,125.00","3,57,84,125.00",276025,56425
02-Jan-2026,30-Mar-2026,XX,"-","347.65","358.00","347.65","355.50","355.00","355.50",111325,"3,91,85,561.25","3,91,85,561.25",219600,76250
02-Jan-2026,24-Feb-2026,XX,"-","351.15","360.45","350.00","358.90","358.85","358.90",767075,"27,31,41,225.00","27,31,41,225.00",2810575,24400
02-Jan-2026,27-Jan-2026,XX,"-","359.70","366.35","355.15","364.65","364.50","364.65",7443525,"2,69,85,45,221.25","2,69,85,45,221.25",39602725,-163175
01-Jan-2026,30-Mar-2026,XX,"-","348.25","349.00","340.00","347.65","348.45","347.65",103700,"3,56,89,575.00","3,56,89,575.00",143350,25925
01-Jan-2026,24-Feb-2026,XX,"-","347.95","352.55","343.50","351.45","352.50","351.45",643550,"22,44,31,200.00","22,44,31,200.00",2786175,61000
01-Jan-2026,27-Jan-2026,XX,"-","353.50","359.45","349.45","357.60","358.50","357.60",4934900,"1,75,30,90,666.25","1,75,30,90,666.25",39765900,-94550
31-Dec-2025,30-Mar-2026,XX,"-","344.00","346.40","340.50","341.30","343.00","341.30",149450,"5,13,74,657.50","5,13,74,657.50",117425,117425
31-Dec-2025,24-Feb-2026,XX,"-","351.50","356.00","344.80","345.65","346.50","345.65",1174250,"40,98,20,417.50","40,98,20,417.50",2725175,71675
31-Dec-2025,27-Jan-2026,XX,"-","357.65","361.55","350.90","351.90","353.00","351.90",8117575,"2,88,35,90,627.50","2,88,35,90,627.50",39860450,754875
30-Dec-2025,30-Dec-2025,XX,"-","370.00","372.65","352.80","360.50","359.15","360.35",6268625,"2,28,67,78,931.25","2,28,67,78,931.25",1362625,-2326500
30-Dec-2025,24-Feb-2026,XX,"-","352.00","355.55","344.00","351.45","351.90","351.45",939400,"32,91,21,382.50","32,91,21,382.50",2653500,237900
30-Dec-2025,27-Jan-2026,XX,"-","357.90","362.70","350.40","357.65","358.45","357.65",15018200,"5,35,71,98,806.25","5,35,71,98,806.25",39105575,1032425
29-Dec-2025,27-Jan-2026,XX,"-","383.80","387.70","351.50","354.10","353.30","354.10",26580750,"9,65,63,05,413.75","9,65,63,05,413.75",38073150,4857125
29-Dec-2025,30-Dec-2025,XX,"-","392.00","400.85","366.35","367.60","366.50","367.60",15519625,"5,86,79,71,793.75","5,86,79,71,793.75",3689125,-5310250
29-Dec-2025,24-Feb-2026,XX,"-","380.00","380.00","344.50","347.10","346.90","347.10",1872700,"66,61,16,873.75","66,61,16,873.75",2415600,600850
26-Dec-2025,30-Dec-2025,XX,"-","346.55","393.00","346.50","388.80","388.60","388.80",37576000,"14,37,14,89,893.75","14,37,14,89,893.75",8999375,-10883125
26-Dec-2025,24-Feb-2026,XX,"-","339.60","381.85","336.35","371.25","371.30","371.25",1991650,"73,30,18,395.00","73,30,18,395.00",1814750,62525
26-Dec-2025,27-Jan-2026,XX,"-","342.80","387.25","339.80","377.80","377.55","377.80",43839175,"16,46,46,89,568.75","16,46,46,89,568.75",33216025,10614000
24-Dec-2025,30-Dec-2025,XX,"-","344.00","348.70","337.55","346.55","345.50","346.55",22925375,"7,90,73,15,762.50","7,90,73,15,762.50",19882500,-15347750
24-Dec-2025,27-Jan-2026,XX,"-","338.00","343.45","331.80","338.75","338.00","338.75",23422475,"7,92,12,78,372.50","7,92,12,78,372.50",22602025,9790500
24-Dec-2025,24-Feb-2026,XX,"-","338.45","338.45","326.80","332.95","331.65","332.95",727425,"24,17,94,773.75","24,17,94,773.75",1752225,231800
23-Dec-2025,24-Feb-2026,XX,"-","322.70","338.00","321.35","332.40","332.00","332.40",1073600,"35,43,80,186.25","35,43,80,186.25",1520425,291275
23-Dec-2025,27-Jan-2026,XX,"-","329.45","343.95","326.85","337.85","337.65","337.85",9290300,"3,12,89,39,795.00","3,12,89,39,795.00",12811525,2173125
23-Dec-2025,30-Dec-2025,XX,"-","333.00","349.20","331.10","342.10","342.00","342.10",12212750,"4,17,10,46,618.75","4,17,10,46,618.75",35230250,-2432375
22-Dec-2025,30-Dec-2025,XX,"-","316.50","333.45","315.50","331.30","331.25","331.30",9618125,"3,15,71,18,525.00","3,15,71,18,525.00",37662625,-693000
22-Dec-2025,27-Jan-2026,XX,"-","316.00","327.70","311.75","326.10","326.15","326.10",5912425,"1,91,10,70,143.75","1,91,10,70,143.75",10638400,1184925
22-Dec-2025,24-Feb-2026,XX,"-","308.00","322.00","307.80","320.90","321.00","320.90",783850,"24,98,25,118.75","24,98,25,118.75",1229150,245525
19-Dec-2025,27-Jan-2026,XX,"-","301.35","311.30","300.90","310.55","310.80","310.55",2705350,"82,86,93,997.50","82,86,93,997.50",9453475,785375
19-Dec-2025,30-Dec-2025,XX,"-","306.05","316.90","306.05","316.10","316.50","316.10",4775375,"1,49,13,47,068.75","1,49,13,47,068.75",38355625,-719125
19-Dec-2025,24-Feb-2026,XX,"-","298.20","306.45","296.85","305.20","306.45","305.20",384300,"11,57,50,855.00","11,57,50,855.00",983625,-120475
18-Dec-2025,24-Feb-2026,XX,"-","294.00","296.15","291.50","294.85","294.55","294.85",187575,"5,50,39,003.75","5,50,39,003.75",1104100,79300
18-Dec-2025,27-Jan-2026,XX,"-","298.80","300.85","295.50","299.30","298.50","299.30",1489925,"44,38,95,246.25","44,38,95,246.25",8668100,667950
18-Dec-2025,30-Dec-2025,XX,"-","302.60","306.25","300.95","304.60","304.75","304.60",2917750,"88,59,84,206.25","88,59,84,206.25",39074750,23375
17-Dec-2025,27-Jan-2026,XX,"-","304.20","304.20","298.20","299.95","299.40","299.95",1598200,"48,14,40,288.75","48,14,40,288.75",8000150,698450
17-Dec-2025,24-Feb-2026,XX,"-","299.05","299.05","294.00","295.20","295.00","295.20",178425,"5,27,87,417.50","5,27,87,417.50",1024800,83875
17-Dec-2025,30-Dec-2025,XX,"-","308.35","309.45","303.75","305.40","304.60","305.40",2832500,"86,83,52,306.25","86,83,52,306.25",39051375,110000
16-Dec-2025,27-Jan-2026,XX,"-","306.30","306.95","301.50","303.50","301.50","303.50",1004975,"30,57,33,753.75","30,57,33,753.75",7301700,472750
16-Dec-2025,24-Feb-2026,XX,"-","302.00","302.00","297.00","298.95","297.00","298.95",129625,"3,87,96,610.00","3,87,96,610.00",940925,93025
16-Dec-2025,30-Dec-2025,XX,"-","311.70","312.40","306.00","308.05","306.70","308.05",2492875,"77,08,98,081.25","77,08,98,081.25",38941375,229625
15-Dec-2025,24-Feb-2026,XX,"-","302.30","304.00","300.50","303.70","303.75","303.70",172325,"5,20,80,122.50","5,20,80,122.50",847900,30500
15-Dec-2025,30-Dec-2025,XX,"-","310.25","314.35","310.25","313.75","313.85","313.75",2105125,"65,89,38,431.25","65,89,38,431.25",38711750,-167750
15-Dec-2025,27-Jan-2026,XX,"-","306.25","309.05","305.50","308.55","308.25","308.55",974475,"29,97,33,793.75","29,97,33,793.75",6828950,231800
12-Dec-2025,24-Feb-2026,XX,"-","300.05","303.80","298.15","302.70","302.60","302.70",112850,"3,39,69,908.75","3,39,69,908.75",817400,-4575
12-Dec-2025,27-Jan-2026,XX,"-","305.00","309.00","303.40","307.75","307.05","307.75",1014125,"31,01,34,827.50","31,01,34,827.50",6597150,234850
12-Dec-2025,30-Dec-2025,XX,"-","311.45","314.90","308.65","313.55","313.20","313.55",3136375,"97,66,02,825.00","97,66,02,825.00",38879500,-420750
11-Dec-2025,30-Dec-2025,XX,"-","303.40","311.70","302.80","310.00","309.90","310.00",3669875,"1,13,30,78,512.50","1,13,30,78,512.50",39300250,-442750
11-Dec-2025,27-Jan-2026,XX,"-","299.05","306.00","298.00","304.75","304.85","304.75",1030900,"31,23,88,015.00","31,23,88,015.00",6362300,225700
11-Dec-2025,24-Feb-2026,XX,"-","294.15","301.05","293.35","299.35","299.05","299.35",187575,"5,57,52,475.00","5,57,52,475.00",821975,10675
10-Dec-2025,30-Dec-2025,XX,"-","309.65","311.50","303.05","304.00","304.35","304.00",2957625,"90,71,68,212.50","90,71,68,212.50",39743000,176000
10-Dec-2025,24-Feb-2026,XX,"-","300.00","300.85","293.80","294.40","293.80","294.40",160125,"4,76,63,722.50","4,76,63,722.50",811300,24400
10-Dec-2025,27-Jan-2026,XX,"-","305.05","305.85","298.05","299.00","299.15","299.00",1204750,"36,34,00,027.50","36,34,00,027.50",6136600,553575
09-Dec-2025,24-Feb-2026,XX,"-","289.60","300.20","284.60","299.65","299.75","299.65",297375,"8,79,29,288.75","8,79,29,288.75",786900,-28975
09-Dec-2025,27-Jan-2026,XX,"-","292.75","305.20","288.55","304.40","304.65","304.40",1933700,"57,71,98,927.50","57,71,98,927.50",5583025,274500
09-Dec-2025,30-Dec-2025,XX,"-","295.50","310.90","293.55","309.65","309.50","309.65",6454250,"1,96,43,49,406.25","1,96,43,49,406.25",39567000,-1188000
08-Dec-2025,27-Jan-2026,XX,"-","302.95","302.95","290.00","291.20","290.50","291.20",1683600,"49,48,58,687.50","49,48,58,687.50",5308525,686250
08-Dec-2025,24-Feb-2026,XX,"-","298.65","298.65","285.50","286.75","286.80","286.75",219600,"6,37,69,552.50","6,37,69,552.50",815875,83875
08-Dec-2025,30-Dec-2025,XX,"-","304.50","307.75","294.55","296.15","295.55","296.15",4885375,"1,46,12,06,312.50","1,46,12,06,312.50",40755000,1025750
05-Dec-2025,24-Feb-2026,XX,"-","300.60","300.60","291.60","298.50","298.10","298.50",196725,"5,81,27,815.00","5,81,27,815.00",732000,35075
05-Dec-2025,27-Jan-2026,XX,"-","301.25","303.40","295.00","301.75","301.75","301.75",1345050,"40,21,36,857.50","40,21,36,857.50",4622275,245525
05-Dec-2025,30-Dec-2025,XX,"-","306.15","307.65","300.15","306.35","307.10","306.35",3858250,"1,17,29,74,275.00","1,17,29,74,275.00",39729250,66000
04-Dec-2025,27-Jan-2026,XX,"-","301.35","304.60","298.30","300.50","300.25","300.50",1384700,"41,68,26,877.50","41,68,26,877.50",4376750,571875
04-Dec-2025,24-Feb-2026,XX,"-","297.50","299.85","294.60","296.70","296.80","296.70",143350,"4,26,01,408.75","4,26,01,408.75",696925,41175
04-Dec-2025,30-Dec-2025,XX,"-","305.60","310.35","303.60","305.50","305.80","305.50",4023250,"1,23,21,08,762.50","1,23,21,08,762.50",39663250,99000
03-Dec-2025,30-Dec-2025,XX,"-","312.00","315.10","303.50","304.75","305.35","304.75",3550250,"1,08,95,59,831.25","1,08,95,59,831.25",39564250,1139875
03-Dec-2025,24-Feb-2026,XX,"-","302.60","302.60","294.65","295.75","296.25","295.75",276025,"8,22,65,438.75","8,22,65,438.75",655750,131150
03-Dec-2025,27-Jan-2026,XX,"-","307.25","307.95","298.20","299.60","300.00","299.60",1392325,"42,01,17,446.25","42,01,17,446.25",3804875,500200
02-Dec-2025,27-Jan-2026,XX,"-","307.15","308.55","304.20","307.00","307.15","307.00",719800,"22,08,21,677.50","22,08,21,677.50",3304675,143350
02-Dec-2025,30-Dec-2025,XX,"-","311.80","314.50","309.55","312.30","312.90","312.30",2550625,"79,61,95,193.75","79,61,95,193.75",38424375,55000
02-Dec-2025,24-Feb-2026,XX,"-","304.00","304.95","300.90","303.40","303.10","303.40",244000,"7,39,80,418.75","7,39,80,418.75",524600,61000
01-Dec-2025,27-Jan-2026,XX,"-","309.80","313.00","305.50","307.15","307.45","307.15",1064450,"32,99,39,163.75","32,99,39,163.75",3161325,94550
01-Dec-2025,24-Feb-2026,XX,"-","308.05","309.00","301.95","303.10","303.55","303.10",260775,"7,96,83,156.25","7,96,83,156.25",463600,56425
01-Dec-2025,30-Dec-2025,XX,"-","315.35","319.90","311.20","313.20","312.80","313.20",4060375,"1,28,33,11,493.75","1,28,33,11,493.75",38369375,-163625
28-Nov-2025,27-Jan-2026,XX,"-","308.05","308.40","304.65","306.70","306.95","306.70",732000,"22,43,82,476.25","22,43,82,476.25",3066775,-10675
28-Nov-2025,30-Dec-2025,XX,"-","313.25","314.85","310.80","312.70","313.00","312.70",3030500,"94,74,04,425.00","94,74,04,425.00",38533000,313500
28-Nov-2025,24-Feb-2026,XX,"-","304.00","304.90","302.00","302.90","303.25","302.90",244000,"7,39,75,462.50","7,39,75,462.50",407175,48800
27-Nov-2025,30-Dec-2025,XX,"-","318.50","320.70","310.40","312.10","311.80","312.10",5607250,"1,76,15,71,212.50","1,76,15,71,212.50",38219500,611875
27-Nov-2025,27-Jan-2026,XX,"-","312.00","314.90","304.70","306.35","306.00","306.35",1238300,"38,15,48,595.00","38,15,48,595.00",3077450,210450
27-Nov-2025,24-Feb-2026,XX,"-","312.05","312.05","301.50","303.05","302.40","303.05",253150,"7,70,26,453.75","7,70,26,453.75",358375,129625
26-Nov-2025,24-Feb-2026,XX,"-","300.00","305.00","298.00","304.60","305.00","304.60",398025,"11,97,98,205.00","11,97,98,205.00",228750,228750
26-Nov-2025,27-Jan-2026,XX,"-","300.00","309.00","300.00","308.65","308.75","308.65",1704950,"52,02,91,951.25","52,02,91,951.25",2867000,-219600
26-Nov-2025,30-Dec-2025,XX,"-","306.15","315.75","305.00","315.25","315.00","315.25",8442500,"2,63,17,12,943.75","2,63,17,12,943.75",37607625,-2373250
25-Nov-2025,25-Nov-2025,XX,"-","318.80","325.90","314.40","323.15","323.70","322.90",14382500,"4,59,67,83,606.25","4,59,67,83,606.25",869000,-5028375
25-Nov-2025,30-Dec-2025,XX,"-","311.00","312.50","300.50","304.05","303.85","304.05",18940625,"5,75,80,82,550.00","5,75,80,82,550.00",39980875,3536500
25-Nov-2025,27-Jan-2026,XX,"-","305.05","305.95","295.20","298.05","297.50","298.05",2179225,"65,08,03,891.25","65,08,03,891.25",3086600,1055300
24-Nov-2025,25-Nov-2025,XX,"-","314.90","320.90","313.10","318.85","318.85","318.85",13373250,"4,23,11,35,150.00","4,23,11,35,150.00",5897375,-4963750
24-Nov-2025,30-Dec-2025,XX,"-","309.45","309.80","303.80","308.00","307.40","308.00",15199250,"4,67,21,25,906.25","4,67,21,25,906.25",36444375,8907250
24-Nov-2025,27-Jan-2026,XX,"-","306.85","307.85","301.50","303.85","302.10","303.85",947025,"28,80,52,980.00","28,80,52,980.00",2031300,352275
21-Nov-2025,25-Nov-2025,XX,"-","317.80","318.20","312.45","313.15","313.10","313.15",15145625,"4,76,50,94,881.25","4,76,50,94,881.25",10861125,-10227250
21-Nov-2025,30-Dec-2025,XX,"-","314.35","314.35","305.30","305.90","306.00","305.90",15863375,"4,89,66,07,100.00","4,89,66,07,100.00",27537125,10418375
21-Nov-2025,27-Jan-2026,XX,"-","311.00","311.10","303.30","303.85","303.85","303.85",536800,"16,44,87,567.50","16,44,87,567.50",1679025,303475
20-Nov-2025,27-Jan-2026,XX,"-","314.75","317.85","311.95","313.10","313.70","313.10",256200,"8,05,85,193.75","8,05,85,193.75",1375550,83875
20-Nov-2025,25-Nov-2025,XX,"-","320.50","324.45","318.85","319.60","319.40","319.60",17391000,"5,59,30,32,156.25","5,59,30,32,156.25",21088375,-13417250
20-Nov-2025,30-Dec-2025,XX,"-","314.65","319.65","314.00","314.50","314.20","314.50",16736500,"5,29,36,26,387.50","5,29,36,26,387.50",17118750,4470125
19-Nov-2025,27-Jan-2026,XX,"-","313.85","314.10","309.10","311.95","312.00","311.95",239425,"7,45,65,866.25","7,45,65,866.25",1291675,93025
19-Nov-2025,30-Dec-2025,XX,"-","315.95","315.95","311.20","314.00","314.60","314.00",3400375,"1,06,50,41,450.00","1,06,50,41,450.00",12648625,1669250
19-Nov-2025,25-Nov-2025,XX,"-","320.00","320.90","315.65","319.10","319.75","319.10",4324375,"1,37,49,83,362.50","1,37,49,83,362.50",34505625,-144375
18-Nov-2025,25-Nov-2025,XX,"-","326.85","326.85","319.50","320.25","320.00","320.25",4844125,"1,56,01,32,887.50","1,56,01,32,887.50",34650000,752125
18-Nov-2025,30-Dec-2025,XX,"-","322.65","322.65","314.70","315.55","315.30","315.55",2981000,"94,64,10,162.50","94,64,10,162.50",10979375,1518000
18-Nov-2025,27-Jan-2026,XX,"-","320.85","320.85","313.25","313.85","314.25","313.85",266875,"8,42,11,262.50","8,42,11,262.50",1198650,178425
17-Nov-2025,27-Jan-2026,XX,"-","316.60","327.10","315.50","321.20","321.00","321.20",483425,"15,60,52,335.00","15,60,52,335.00",1020225,73200
17-Nov-2025,30-Dec-2025,XX,"-","317.30","330.95","316.00","322.90","323.05","322.90",4600750,"1,49,62,57,125.00","1,49,62,57,125.00",9461375,1357125
17-Nov-2025,25-Nov-2025,XX,"-","322.90","336.55","320.55","327.40","327.20","327.40",11841500,"3,91,36,18,775.00","3,91,36,18,775.00",33897875,375375
14-Nov-2025,27-Jan-2026,XX,"-","307.50","316.20","307.00","314.25","315.50","314.25",314150,"9,80,30,507.50","9,80,30,507.50",947025,36600
14-Nov-2025,30-Dec-2025,XX,"-","308.60","320.00","308.30","316.50","317.80","316.50",2789875,"87,68,32,756.25","87,68,32,756.25",8104250,786500
14-Nov-2025,25-Nov-2025,XX,"-","313.65","325.50","312.50","321.90","322.70","321.90",9631875,"3,08,30,97,806.25","3,08,30,97,806.25",33522500,-878625
13-Nov-2025,27-Jan-2026,XX,"-","308.00","312.60","306.80","307.00","307.50","307.00",134200,"4,14,74,357.50","4,14,74,357.50",910425,35075
13-Nov-2025,30-Dec-2025,XX,"-","310.80","316.00","309.00","309.15","309.20","309.15",2326500,"72,50,42,312.50","72,50,42,312.50",7317750,364375
13-Nov-2025,25-Nov-2025,XX,"-","315.90","320.65","313.40","313.85","313.80","313.85",5457375,"1,72,39,17,937.50","1,72,39,17,937.50",34401125,-60500
12-Nov-2025,30-Dec-2025,XX,"-","307.00","312.75","300.25","310.75","310.80","310.75",2356750,"72,84,02,056.25","72,84,02,056.25",6953375,589875
12-Nov-2025,27-Jan-2026,XX,"-","304.00","309.00","299.40","308.00","307.50","308.00",170800,"5,22,75,322.50","5,22,75,322.50",875350,48800
12-Nov-2025,25-Nov-2025,XX,"-","312.00","318.30","305.55","315.70","315.50","315.70",6685250,"2,09,70,52,375.00","2,09,70,52,375.00",34461625,352000
11-Nov-2025,30-Dec-2025,XX,"-","310.65","310.75","306.05","310.20","309.75","310.20",1542750,"47,61,32,731.25","47,61,32,731.25",6363500,650375
11-Nov-2025,27-Jan-2026,XX,"-","308.80","308.80","303.80","307.30","307.50","307.30",117425,"3,58,88,358.75","3,58,88,358.75",826550,56425
11-Nov-2025,25-Nov-2025,XX,"-","314.00","316.55","311.70","315.65","315.80","315.65",3132250,"98,42,59,650.00","98,42,59,650.00",34109625,708125
10-Nov-2025,25-Nov-2025,XX,"-","316.25","318.10","313.05","313.55","313.45","313.55",2739000,"86,32,78,900.00","86,32,78,900.00",33401500,473000
10-Nov-2025,27-Jan-2026,XX,"-","308.60","309.40","305.00","305.75","305.00","305.75",210450,"6,46,58,551.25","6,46,58,551.25",770125,96075
10-Nov-2025,30-Dec-2025,XX,"-","311.40","312.10","307.65","308.15","308.35","308.15",1717375,"53,21,59,512.50","53,21,59,512.50",5713125,679250
07-Nov-2025,27-Jan-2026,XX,"-","304.00","308.90","302.00","307.95","307.80","307.95",59475,"1,81,96,833.75","1,81,96,833.75",674050,24400
07-Nov-2025,25-Nov-2025,XX,"-","312.55","318.05","310.60","315.20","315.05","315.20",3177625,"99,96,27,337.50","99,96,27,337.50",32928500,162250
07-Nov-2025,30-Dec-2025,XX,"-","309.35","312.40","305.30","309.60","310.05","309.60",1098625,"33,96,33,318.75","33,96,33,318.75",5033875,456500
06-Nov-2025,30-Dec-2025,XX,"-","314.95","315.35","306.50","307.05","307.50","307.05",2726625,"84,62,99,575.00","84,62,99,575.00",4577375,1551000
06-Nov-2025,25-Nov-2025,XX,"-","320.60","322.55","312.20","312.80","314.30","312.80",4984375,"1,57,55,73,518.75","1,57,55,73,518.75",32766250,508750
06-Nov-2025,27-Jan-2026,XX,"-","310.40","310.40","303.20","303.70","304.60","303.70",230275,"7,03,57,095.00","7,03,57,095.00",649650,111325
04-Nov-2025,27-Jan-2026,XX,"-","318.00","318.00","309.70","310.35","310.25","310.35",166225,"5,19,98,001.25","5,19,98,001.25",538325,102175
04-Nov-2025,30-Dec-2025,XX,"-","320.65","321.65","313.00","313.70","314.00","313.70",646250,"20,39,33,331.25","20,39,33,331.25",3026375,273625
04-Nov-2025,25-Nov-2025,XX,"-","326.50","327.35","318.50","319.60","319.35","319.60",2558875,"82,36,45,693.75","82,36,45,693.75",32257500,437250
03-Nov-2025,27-Jan-2026,XX,"-","320.05","320.05","314.00","318.35","318.05","318.35",120475,"3,81,56,643.75","3,81,56,643.75",436150,41175
03-Nov-2025,30-Dec-2025,XX,"-","318.95","321.55","316.70","321.05","321.30","321.05",512875,"16,39,45,512.50","16,39,45,512.50",2752750,-12375
03-Nov-2025,25-Nov-2025,XX,"-","323.10","327.55","322.25","326.65","326.55","326.65",2741750,"89,16,65,843.75","89,16,65,843.75",31820250,-72875
31-Oct-2025,25-Nov-2025,XX,"-","326.25","329.20","321.30","322.15","322.50","322.15",2514875,"81,56,91,181.25","81,56,91,181.25",31893125,631125
