FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_TIMESTAMP_ORDER,FH_UNDERLYING_VALUE,CALCULATED_PREMIUM_VAL,Unnamed: 15
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,781.0,790.65,776.55,779.2,777.15,782.55,779.2,1389375.0,1086301250.0,14191250.0,96250.0,625.0,13-Feb-2023,2023-02-12T18:30:00.000+00:00,777.75,1086301250.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,786.25,796.0,782.2,784.25,784.0,787.6,784.25,70625.0,55516968.75,255625.0,30625.0,625.0,13-Feb-2023,2023-02-12T18:30:00.000+00:00,777.75,55516968.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,795.0,795.0,790.0,790.0,790.0,791.95,789.0,3750.0,2968156.25,15625.0,1875.0,625.0,13-Feb-2023,2023-02-12T18:30:00.000+00:00,777.75,2968156.25,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,776.95,779.0,772.05,775.25,775.85,779.2,775.25,866250.0,671721687.5,14176875.0,-14375.0,625.0,14-Feb-2023,2023-02-13T18:30:00.000+00:00,,671721687.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,780.2,783.5,778.2,780.25,781.0,784.25,780.25,115625.0,90231968.75,310000.0,54375.0,625.0,14-Feb-2023,2023-02-13T18:30:00.000+00:00,,90231968.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,786.55,786.65,783.9,783.9,783.9,790.0,783.85,4375.0,3434875.0,19375.0,3750.0,625.0,14-Feb-2023,2023-02-13T18:30:00.000+00:00,,3434875.0,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,775.8,792.0,773.7,788.65,790.0,775.25,788.65,1718750.0,1348145218.75,14028750.0,-148125.0,625.0,15-Feb-2023,2023-02-14T18:30:00.000+00:00,787.85,1348145218.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,780.8,796.0,779.0,793.95,796.0,780.25,793.95,366875.0,289338843.75,408750.0,98750.0,625.0,15-Feb-2023,2023-02-14T18:30:00.000+00:00,787.85,289338843.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,788.4,797.5,788.4,797.5,797.5,783.9,797.5,2500.0,1985093.75,20625.0,1250.0,625.0,15-Feb-2023,2023-02-14T18:30:00.000+00:00,787.85,1985093.75,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,793.75,793.75,784.7,786.45,786.9,788.65,786.45,1156875.0,912226843.75,13833125.0,-195625.0,625.0,16-Feb-2023,2023-02-15T18:30:00.000+00:00,,912226843.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,795.15,798.2,790.0,791.45,790.5,793.95,791.45,378750.0,300635968.75,621250.0,212500.0,625.0,16-Feb-2023,2023-02-15T18:30:00.000+00:00,,300635968.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,795.7,800.85,795.7,798.35,798.35,797.5,797.5,2500.0,1994125.0,20625.0,0.0,625.0,16-Feb-2023,2023-02-15T18:30:00.000+00:00,,1994125.0,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,780.6,785.0,766.7,771.9,770.85,786.45,771.9,2280625.0,1766146437.5,12813125.0,-1020000.0,625.0,17-Feb-2023,2023-02-16T18:30:00.000+00:00,,1766146437.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,783.2,788.6,771.55,776.95,776.15,791.45,776.95,1447500.0,1128238593.75,1468750.0,847500.0,625.0,17-Feb-2023,2023-02-16T18:30:00.000+00:00,,1128238593.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,788.1,790.0,777.0,781.45,780.25,798.35,781.45,23750.0,18640812.5,21250.0,625.0,625.0,17-Feb-2023,2023-02-16T18:30:00.000+00:00,,18640812.5,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,768.5,776.15,762.75,765.15,763.55,771.9,765.15,5234375.0,4024326156.25,9045625.0,-3767500.0,625.0,20-Feb-2023,2023-02-19T18:30:00.000+00:00,765.75,4024326156.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,774.9,781.25,767.85,770.15,769.0,776.95,770.15,4094375.0,3167843562.5,4876250.0,3407500.0,625.0,20-Feb-2023,2023-02-19T18:30:00.000+00:00,765.75,3167843562.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,776.95,782.35,773.0,775.95,776.2,781.45,775.95,20000.0,15560562.5,32500.0,11250.0,625.0,20-Feb-2023,2023-02-19T18:30:00.000+00:00,765.75,15560562.5,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,767.35,768.95,752.6,753.8,754.8,765.15,753.8,3776250.0,2876698250.0,6092500.0,-2953125.0,625.0,21-Feb-2023,2023-02-20T18:30:00.000+00:00,,2876698250.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,772.5,774.1,757.6,758.7,759.65,770.15,758.7,3873125.0,2968880656.25,7805625.0,2929375.0,625.0,21-Feb-2023,2023-02-20T18:30:00.000+00:00,,2968880656.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,774.75,774.75,763.5,764.65,765.35,775.95,764.65,18125.0,13937656.25,41250.0,8750.0,625.0,21-Feb-2023,2023-02-20T18:30:00.000+00:00,,13937656.25,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,750.95,752.4,742.0,746.15,745.7,753.8,746.15,4799375.0,3576748156.25,2301250.0,-3791250.0,625.0,22-Feb-2023,2023-02-21T18:30:00.000+00:00,745.55,3576748156.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,754.55,757.45,746.55,750.7,752.0,758.7,750.7,5360000.0,4019594843.75,11385000.0,3579375.0,625.0,22-Feb-2023,2023-02-21T18:30:00.000+00:00,745.55,4019594843.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,760.0,762.1,753.3,756.1,756.5,764.65,756.1,40000.0,30230937.5,73750.0,32500.0,625.0,22-Feb-2023,2023-02-21T18:30:00.000+00:00,745.55,30230937.5,
FUTSTK,MCDOWELL-N,23-Feb-2023,0.0,XX,N,746.3,752.75,736.4,741.0,741.85,746.15,741.7,3673125.0,2735579937.5,485000.0,-1816250.0,625.0,23-Feb-2023,2023-02-22T18:30:00.000+00:00,741.7,2735579937.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,751.2,757.8,741.1,746.8,748.9,750.7,746.8,4257500.0,3192006656.25,13392500.0,2007500.0,625.0,23-Feb-2023,2023-02-22T18:30:00.000+00:00,741.7,3192006656.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,755.85,762.9,747.0,752.95,753.65,756.1,752.95,133125.0,100530218.75,160000.0,86250.0,625.0,23-Feb-2023,2023-02-22T18:30:00.000+00:00,741.7,100530218.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,748.5,750.7,743.6,747.45,749.95,746.8,747.45,755625.0,565149031.25,13412500.0,20000.0,625.0,24-Feb-2023,2023-02-23T18:30:00.000+00:00,,565149031.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,755.4,755.5,749.95,751.7,752.7,752.95,751.7,68125.0,51316750.0,165625.0,5625.0,625.0,24-Feb-2023,2023-02-23T18:30:00.000+00:00,,51316750.0,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,0.0,0.0,0.0,755.15,0.0,755.15,756.85,0.0,0.0,0.0,0.0,625.0,24-Feb-2023,2023-02-23T18:30:00.000+00:00,,0.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,749.35,750.5,735.35,744.05,745.9,747.45,744.05,1001875.0,742490250.0,13313750.0,-98750.0,625.0,27-Feb-2023,2023-02-26T18:30:00.000+00:00,740.0,742490250.0,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,755.45,755.45,740.55,748.55,748.1,751.7,748.55,68750.0,51257187.5,158750.0,-6875.0,625.0,27-Feb-2023,2023-02-26T18:30:00.000+00:00,740.0,51257187.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,755.15,755.15,749.95,754.1,754.1,755.15,754.1,3125.0,2352687.5,3125.0,3125.0,625.0,27-Feb-2023,2023-02-26T18:30:00.000+00:00,740.0,2352687.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,742.55,753.35,740.5,744.7,743.5,744.05,744.7,1072500.0,798807906.25,13341250.0,27500.0,625.0,28-Feb-2023,2023-02-27T18:30:00.000+00:00,,798807906.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,748.75,758.0,745.35,750.0,749.55,748.55,750.0,77500.0,58209062.5,148125.0,-10625.0,625.0,28-Feb-2023,2023-02-27T18:30:00.000+00:00,,58209062.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,752.55,752.55,752.1,752.1,752.1,754.1,753.35,1250.0,940406.25,4375.0,1250.0,625.0,28-Feb-2023,2023-02-27T18:30:00.000+00:00,,940406.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,743.0,750.0,742.7,747.1,748.35,744.7,747.1,1130625.0,843223687.5,13356250.0,15000.0,625.0,01-Mar-2023,2023-02-28T18:30:00.000+00:00,741.85,843223687.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,747.8,754.75,747.8,752.35,754.75,750.0,752.35,77500.0,58192031.25,151250.0,3125.0,625.0,01-Mar-2023,2023-02-28T18:30:00.000+00:00,741.85,58192031.25,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,753.2,756.5,753.2,756.5,756.5,752.1,754.5,1250.0,943562.5,4375.0,0.0,625.0,01-Mar-2023,2023-02-28T18:30:00.000+00:00,741.85,943562.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,748.6,751.4,738.6,740.5,740.95,747.1,740.5,1085000.0,806344093.75,13548125.0,191875.0,625.0,02-Mar-2023,2023-03-01T18:30:00.000+00:00,,806344093.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,753.15,754.45,744.75,745.65,745.5,752.35,745.65,43125.0,32277718.75,161250.0,10000.0,625.0,02-Mar-2023,2023-03-01T18:30:00.000+00:00,,32277718.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,0.0,0.0,0.0,756.5,756.5,756.5,748.1,0.0,0.0,4375.0,0.0,625.0,02-Mar-2023,2023-03-01T18:30:00.000+00:00,,0.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,745.15,767.5,742.75,761.3,761.1,740.5,761.3,3455625.0,2615020937.5,14311250.0,763125.0,625.0,03-Mar-2023,2023-03-02T18:30:00.000+00:00,756.0,2615020937.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,747.05,772.15,747.05,766.4,766.0,745.65,766.4,158750.0,120909625.0,150000.0,-11250.0,625.0,03-Mar-2023,2023-03-02T18:30:00.000+00:00,756.0,120909625.0,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,753.0,776.5,753.0,772.0,770.8,756.5,772.0,13125.0,10068437.5,13125.0,8750.0,625.0,03-Mar-2023,2023-03-02T18:30:00.000+00:00,756.0,10068437.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,758.95,764.15,756.7,758.5,757.6,761.3,758.5,1575625.0,1196778968.75,14168750.0,-142500.0,625.0,06-Mar-2023,2023-03-05T18:30:00.000+00:00,,1196778968.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,767.6,768.2,762.0,763.05,763.15,766.4,763.05,78750.0,60232343.75,169375.0,19375.0,625.0,06-Mar-2023,2023-03-05T18:30:00.000+00:00,,60232343.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,769.9,773.4,769.9,772.0,772.0,772.0,768.65,2500.0,1929562.5,14375.0,1250.0,625.0,06-Mar-2023,2023-03-05T18:30:00.000+00:00,,1929562.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,752.3,756.35,748.05,754.3,753.9,758.5,754.3,1168125.0,877999187.5,14137500.0,-31250.0,625.0,08-Mar-2023,2023-03-07T18:30:00.000+00:00,751.3,877999187.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,758.15,760.95,753.4,758.8,759.2,763.05,758.8,84375.0,63817906.25,199375.0,30000.0,625.0,08-Mar-2023,2023-03-07T18:30:00.000+00:00,751.3,63817906.25,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,760.35,761.9,760.35,761.9,761.9,772.0,763.15,3750.0,2854375.0,18125.0,3750.0,625.0,08-Mar-2023,2023-03-07T18:30:00.000+00:00,751.3,2854375.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,755.55,758.65,746.5,748.15,746.55,754.3,748.15,1300625.0,979409593.75,14043125.0,-94375.0,625.0,09-Mar-2023,2023-03-08T18:30:00.000+00:00,,979409593.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,761.5,763.95,752.5,753.15,752.65,758.8,753.15,80000.0,60616843.75,202500.0,3125.0,625.0,09-Mar-2023,2023-03-08T18:30:00.000+00:00,,60616843.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,766.2,766.2,757.05,758.4,757.05,761.9,758.4,7500.0,5702437.5,17500.0,-625.0,625.0,09-Mar-2023,2023-03-08T18:30:00.000+00:00,,5702437.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,744.0,752.05,736.0,749.85,750.45,748.15,749.85,1402500.0,1044599125.0,13821875.0,-221250.0,625.0,10-Mar-2023,2023-03-09T18:30:00.000+00:00,746.85,1044599125.0,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,749.5,756.5,741.75,754.35,754.3,753.15,754.35,110000.0,82270906.25,210000.0,7500.0,625.0,10-Mar-2023,2023-03-09T18:30:00.000+00:00,746.85,82270906.25,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,751.25,761.15,748.0,760.35,760.35,758.4,760.35,26250.0,19804968.75,24375.0,6875.0,625.0,10-Mar-2023,2023-03-09T18:30:00.000+00:00,746.85,19804968.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,745.1,756.8,744.05,755.7,756.05,749.85,755.7,1967500.0,1482549375.0,13502500.0,-319375.0,625.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,754.4,1482549375.0,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,754.75,761.5,754.1,760.85,761.5,754.35,760.85,95000.0,72095781.25,206250.0,-3750.0,625.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,754.4,72095781.25,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,763.0,764.1,763.0,763.25,763.25,760.35,763.25,3125.0,2386281.25,24375.0,0.0,625.0,13-Mar-2023,2023-03-12T18:30:00.000+00:00,754.4,2386281.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,759.05,772.6,758.3,770.8,771.95,755.7,770.8,2756250.0,2111368750.0,13118125.0,-384375.0,625.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,2111368750.0,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,764.15,778.5,762.8,775.75,776.8,760.85,775.75,128125.0,98631062.5,195000.0,-11250.0,625.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,98631062.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,774.2,781.0,772.0,780.0,781.0,763.25,780.0,15000.0,11621000.0,30000.0,5625.0,625.0,14-Mar-2023,2023-03-13T18:30:00.000+00:00,,11621000.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,775.15,778.3,762.5,763.6,764.65,770.8,763.6,2196875.0,1694515218.75,12573750.0,-544375.0,625.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,761.95,1694515218.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,781.85,782.15,767.0,768.75,770.0,775.75,768.75,110000.0,85386843.75,223125.0,28125.0,625.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,761.95,85386843.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,785.0,785.0,772.55,772.55,772.55,780.0,772.55,3750.0,2931406.25,30625.0,625.0,625.0,15-Mar-2023,2023-03-14T18:30:00.000+00:00,761.95,2931406.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,764.05,782.85,757.0,778.55,779.25,763.6,778.55,2603125.0,2012957625.0,12381875.0,-191875.0,625.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,2012957625.0,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,769.35,787.5,762.0,783.55,784.9,768.75,783.55,140625.0,109168093.75,235000.0,11875.0,625.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,109168093.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,771.75,791.0,767.25,788.25,789.0,772.55,788.25,23125.0,18093968.75,31875.0,1250.0,625.0,16-Mar-2023,2023-03-15T18:30:00.000+00:00,,18093968.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,788.65,793.7,772.5,774.0,776.0,778.55,774.0,1078125.0,837559187.5,12310625.0,-71250.0,625.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,770.65,837559187.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,785.55,788.4,777.7,779.2,779.7,783.55,779.2,74375.0,58234093.75,240000.0,5000.0,625.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,770.65,58234093.75,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,791.0,791.0,786.05,787.8,787.8,788.25,781.5,13750.0,10874312.5,41250.0,9375.0,625.0,17-Mar-2023,2023-03-16T18:30:00.000+00:00,770.65,10874312.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,772.95,774.15,760.1,769.1,768.7,774.0,769.1,1111875.0,852607593.75,12176875.0,-133750.0,625.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,765.85,852607593.75,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,778.0,778.8,765.5,773.35,772.55,779.2,773.35,145000.0,111847312.5,276875.0,36875.0,625.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,765.85,111847312.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,780.0,780.65,779.6,779.6,779.6,787.8,776.15,3125.0,2438375.0,42500.0,1250.0,625.0,20-Mar-2023,2023-03-19T18:30:00.000+00:00,765.85,2438375.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,770.45,774.95,764.45,771.8,772.0,769.1,771.8,806875.0,621757187.5,12065000.0,-111875.0,625.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,770.05,621757187.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,770.05,779.8,770.05,776.65,776.2,773.35,776.65,199375.0,154487906.25,389375.0,112500.0,625.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,770.05,154487906.25,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,776.0,779.4,776.0,776.0,776.0,779.6,780.25,6875.0,5353468.75,48750.0,6250.0,625.0,21-Mar-2023,2023-03-20T18:30:00.000+00:00,770.05,5353468.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,774.2,780.45,773.7,777.3,777.5,771.8,777.3,901250.0,700381687.5,11878750.0,-186250.0,625.0,22-Mar-2023,2023-03-21T18:30:00.000+00:00,776.3,700381687.5,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,779.2,784.65,778.25,782.15,783.0,776.65,782.15,268750.0,210162875.0,492500.0,103125.0,625.0,22-Mar-2023,2023-03-21T18:30:00.000+00:00,776.3,210162875.0,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,785.0,788.3,785.0,785.2,785.2,776.0,786.45,4375.0,3440593.75,50000.0,1250.0,625.0,22-Mar-2023,2023-03-21T18:30:00.000+00:00,776.3,3440593.75,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,776.2,788.55,768.5,769.5,769.5,777.3,769.5,2309375.0,1795896656.25,11105625.0,-773125.0,625.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,1795896656.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,780.9,793.0,773.45,774.3,774.5,782.15,774.3,1269375.0,991966687.5,1340000.0,847500.0,625.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,991966687.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,794.1,794.1,779.0,779.0,779.0,785.2,779.0,10625.0,8356750.0,50000.0,0.0,625.0,23-Mar-2023,2023-03-22T18:30:00.000+00:00,,8356750.0,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,770.2,775.8,762.8,764.35,763.0,769.5,764.35,2375000.0,1829486531.25,9628750.0,-1476875.0,625.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,1829486531.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,774.7,779.65,767.25,768.75,768.05,774.3,768.75,2026250.0,1570007312.5,2743125.0,1403125.0,625.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,1570007312.5,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,779.75,783.45,772.7,772.7,772.7,779.0,772.7,7500.0,5831406.25,50625.0,625.0,625.0,24-Mar-2023,2023-03-23T18:30:00.000+00:00,,5831406.25,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,760.9,764.9,749.85,753.7,751.05,764.35,753.7,4991875.0,3786007406.25,5505000.0,-4123750.0,625.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,749.45,3786007406.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,766.5,769.3,753.75,758.55,754.65,768.75,758.55,4891875.0,3732501375.0,6771250.0,4028125.0,625.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,749.45,3732501375.0,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,772.0,772.4,759.95,760.05,759.95,772.7,760.05,18750.0,14374687.5,51875.0,1250.0,625.0,27-Mar-2023,2023-03-26T18:30:00.000+00:00,749.45,14374687.5,
FUTSTK,MCDOWELL-N,29-Mar-2023,0.0,XX,N,741.8,753.35,738.0,739.65,738.2,753.7,739.65,4062500.0,3026106281.25,2021875.0,-3483125.0,625.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,739.3,3026106281.25,
FUTSTK,MCDOWELL-N,27-Apr-2023,0.0,XX,N,761.05,761.05,742.95,744.65,743.05,758.55,744.65,4448125.0,3335146125.0,10221875.0,3450625.0,625.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,739.3,3335146125.0,
FUTSTK,MCDOWELL-N,25-May-2023,0.0,XX,N,760.05,760.1,748.0,749.65,748.0,760.05,749.65,17500.0,13189531.25,58125.0,6250.0,625.0,28-Mar-2023,2023-03-27T18:30:00.000+00:00,739.3,13189531.25,
