symbol,expiry,entry_date,exit_date,direction,entry_premium_pct,exit_premium_pct,pnl_pct,pnl_rupees,spot,lot_size,days_held,month
ADANIPORTS,2023-04-27,2023-04-24,2023-04-27,BUY,-54.663,-55.426,-0.764,-7062.0,1479.8,625,3,2023-04
ADANIPORTS,2023-05-25,2023-05-22,2023-05-25,BUY,-50.595,-51.095,-0.5,-4625.0,1479.8,625,3,2023-05
ADANIPORTS,2023-06-29,2023-06-26,2023-06-27,BUY,-51.172,-51.406,-0.233,-2156.0,1479.8,625,1,2023-06
ADANIPORTS,2023-07-27,2023-07-24,2023-07-27,BUY,-50.25,-49.618,0.632,7480.0,1479.8,800,3,2023-07
ADANIPORTS,2023-08-31,2023-08-28,2023-08-31,BUY,-45.482,-46.415,-0.933,-11040.0,1479.8,800,3,2023-08
ADANIPORTS,2023-09-28,2023-09-25,2023-09-28,BUY,-44.111,-44.337,-0.226,-2680.0,1479.8,800,3,2023-09
ADANIPORTS,2023-10-26,2023-10-23,2023-10-26,BUY,-47.865,-48.02,-0.155,-1840.0,1479.8,800,3,2023-10
ADANIPORTS,2023-11-30,2023-11-24,2023-11-30,BUY,-46.064,-44.144,1.919,22720.0,1479.8,800,6,2023-11
ADANIPORTS,2024-01-25,2024-01-20,2024-01-25,BUY,-19.378,-22.503,-3.125,-37000.0,1479.8,800,5,2024-01
ADANIPORTS,2024-02-29,2024-02-26,2024-02-29,BUY,-9.62,-10.735,-1.115,-13200.0,1479.8,800,3,2024-02
ADANIPORTS,2024-03-28,2024-03-22,2024-03-28,BUY,-13.167,-9.116,4.051,47960.0,1479.8,800,6,2024-03
ADANIPORTS,2024-04-25,2024-04-22,2024-04-25,BUY,-10.626,-9.998,0.628,7440.0,1479.8,800,3,2024-04
ADANIPORTS,2024-05-30,2024-05-27,2024-05-30,BUY,-2.953,-6.639,-3.686,-21820.0,1479.8,400,3,2024-05
ADANIPORTS,2024-06-27,2024-06-24,2024-06-27,BUY,-1.439,0.139,1.578,9340.0,1479.8,400,3,2024-06
ADANIPORTS,2024-07-25,2024-07-22,2024-07-25,BUY,-1.02,0.27,1.291,7640.0,1479.8,400,3,2024-07
ADANIPORTS,2024-09-26,2024-09-23,2024-09-26,BUY,-1.541,-0.615,0.926,5480.0,1479.8,400,3,2024-09
AMBER,2025-09-30,2025-09-26,2025-09-30,BUY,-0.588,0.136,0.724,5910.0,8162.5,100,4,2025-09
AMBUJACEM,2024-02-29,2024-02-26,2024-02-29,SELL,10.985,10.465,0.521,5130.0,547.55,1800,3,2024-02
AMBUJACEM,2024-03-28,2024-03-22,2024-03-28,SELL,7.926,11.725,-3.799,-37440.0,547.55,1800,6,2024-03
AMBUJACEM,2024-04-25,2024-04-22,2024-04-25,SELL,12.711,16.254,-3.543,-34920.0,547.55,1800,3,2024-04
AMBUJACEM,2024-05-30,2024-05-27,2024-05-30,SELL,15.496,12.857,2.639,13005.0,547.55,900,3,2024-05
AMBUJACEM,2024-06-27,2024-06-24,2024-06-27,SELL,20.044,20.601,-0.557,-2745.0,547.55,900,3,2024-06
AMBUJACEM,2024-07-25,2024-07-22,2024-07-25,SELL,25.285,23.404,1.881,9270.0,547.55,900,3,2024-07
AMBUJACEM,2024-08-29,2024-08-26,2024-08-29,SELL,14.848,11.935,2.913,14355.0,547.55,900,3,2024-08
AMBUJACEM,2024-09-26,2024-09-23,2024-09-26,SELL,13.633,13.935,-0.301,-1485.0,547.55,900,3,2024-09
ANGELONE,2025-01-30,2025-01-27,2025-01-30,BUY,-1.317,0.281,1.598,7073.0,2212.65,200,3,2025-01
ANGELONE,2025-09-30,2025-09-26,2025-09-30,BUY,-1.386,-0.155,1.231,6573.0,2136.4,250,4,2025-09
APOLLOHOSP,2023-02-23,2023-02-20,2023-02-23,BUY,-37.655,-39.811,-2.157,-19925.0,7391.0,125,3,2023-02
APOLLOHOSP,2023-03-29,2023-03-24,2023-03-29,BUY,-41.912,-40.867,1.045,9656.0,7391.0,125,5,2023-03
APOLLOHOSP,2023-04-27,2023-04-24,2023-04-27,BUY,-40.557,-40.325,0.231,2137.0,7391.0,125,3,2023-04
APOLLOHOSP,2023-05-25,2023-05-22,2023-05-25,BUY,-37.619,-38.234,-0.615,-5681.0,7391.0,125,3,2023-05
APOLLOHOSP,2023-06-29,2023-06-26,2023-06-27,BUY,-31.697,-30.476,1.221,11281.0,7391.0,125,1,2023-06
APOLLOHOSP,2023-07-27,2023-07-24,2023-07-27,BUY,-29.959,-29.572,0.388,3581.0,7391.0,125,3,2023-07
APOLLOHOSP,2023-08-31,2023-08-28,2023-08-31,BUY,-33.725,-34.869,-1.143,-10563.0,7391.0,125,3,2023-08
APOLLOHOSP,2023-09-28,2023-09-25,2023-09-28,BUY,-31.081,-31.933,-0.852,-7869.0,7391.0,125,3,2023-09
APOLLOHOSP,2023-10-26,2023-10-23,2023-10-26,BUY,-32.915,-35.745,-2.83,-26144.0,7391.0,125,3,2023-10
APOLLOHOSP,2023-11-30,2023-11-24,2023-11-30,BUY,-26.762,-25.173,1.588,14675.0,7391.0,125,6,2023-11
APOLLOHOSP,2024-01-25,2024-01-20,2024-01-25,BUY,-17.288,-16.711,0.577,5331.0,7391.0,125,5,2024-01
APOLLOHOSP,2024-02-29,2024-02-26,2024-02-29,BUY,-10.729,-17.576,-6.848,-63263.0,7391.0,125,3,2024-02
APOLLOHOSP,2024-03-28,2024-03-22,2024-03-28,BUY,-13.684,-13.949,-0.266,-2456.0,7391.0,125,6,2024-03
APOLLOHOSP,2024-04-25,2024-04-22,2024-04-25,BUY,-15.488,-13.809,1.679,15513.0,7391.0,125,3,2024-04
APOLLOHOSP,2024-05-30,2024-05-27,2024-05-30,BUY,-19.577,-22.028,-2.451,-22644.0,7391.0,125,3,2024-05
APOLLOHOSP,2024-06-27,2024-06-24,2024-06-27,BUY,-15.284,-16.39,-1.106,-10219.0,7391.0,125,3,2024-06
APOLLOHOSP,2024-07-25,2024-07-22,2024-07-25,BUY,-13.253,-13.733,-0.48,-4431.0,7391.0,125,3,2024-07
APOLLOHOSP,2024-08-29,2024-08-26,2024-08-29,BUY,-8.218,-7.401,0.817,7550.0,7391.0,125,3,2024-08
APOLLOHOSP,2024-09-26,2024-09-23,2024-09-26,BUY,-3.109,-3.189,-0.081,-744.0,7391.0,125,3,2024-09
ASIANPAINT,2023-02-23,2023-02-20,2023-02-23,BUY,-1.863,-6.066,-4.203,-24180.0,2876.6,200,3,2023-02
ASIANPAINT,2023-03-29,2023-03-24,2023-03-29,BUY,-2.675,-3.833,-1.158,-6660.0,2876.6,200,5,2023-03
ASIANPAINT,2023-04-27,2023-04-24,2023-04-27,SELL,0.508,0.725,-0.217,-1250.0,2876.6,200,3,2023-04
ASIANPAINT,2023-05-25,2023-05-22,2023-05-25,SELL,7.45,8.376,-0.926,-5330.0,2876.6,200,3,2023-05
ASIANPAINT,2023-06-29,2023-06-26,2023-06-27,SELL,14.847,15.362,-0.514,-2960.0,2876.6,200,1,2023-06
ASIANPAINT,2023-07-27,2023-07-24,2023-07-27,SELL,23.455,17.024,6.431,37000.0,2876.6,200,3,2023-07
ASIANPAINT,2023-08-31,2023-08-28,2023-08-31,SELL,13.099,13.172,-0.073,-420.0,2876.6,200,3,2023-08
ASIANPAINT,2023-09-28,2023-09-25,2023-09-28,SELL,15.251,9.76,5.491,31590.0,2876.6,200,3,2023-09
ASIANPAINT,2023-10-26,2023-10-23,2023-10-26,SELL,6.704,2.689,4.015,23100.0,2876.6,200,3,2023-10
ASIANPAINT,2023-11-30,2023-11-24,2023-11-30,SELL,8.981,8.713,0.268,1540.0,2876.6,200,6,2023-11
ASIANPAINT,2024-01-25,2024-01-20,2024-01-25,SELL,9.111,2.635,6.476,37260.0,2876.6,200,5,2024-01
ASIANPAINT,2024-02-29,2024-02-26,2024-02-29,BUY,-0.601,-1.994,-1.392,-8010.0,2876.6,200,3,2024-02
ASIANPAINT,2024-03-28,2024-03-22,2024-03-28,BUY,-0.892,-1.079,-0.188,-1080.0,2876.6,200,6,2024-03
ASIANPAINT,2024-04-25,2024-04-22,2024-04-25,BUY,-1.187,-0.687,0.501,2880.0,2876.6,200,3,2024-04
ASIANPAINT,2024-06-27,2024-06-24,2024-06-27,SELL,0.513,-0.024,0.537,3090.0,2876.6,200,3,2024-06
ASIANPAINT,2024-07-25,2024-07-22,2024-07-25,SELL,2.267,0.648,1.618,9310.0,2876.6,200,3,2024-07
ASIANPAINT,2024-08-29,2024-08-26,2024-08-29,SELL,10.151,8.474,1.677,9650.0,2876.6,200,3,2024-08
ASIANPAINT,2024-09-26,2024-09-23,2024-09-26,SELL,14.116,13.773,0.342,1970.0,2876.6,200,3,2024-09
ASTRAL,2023-02-23,2023-02-20,2023-02-23,SELL,30.707,29.444,1.263,5046.0,1452.6,275,3,2023-02
ASTRAL,2023-03-29,2023-03-24,2023-03-29,BUY,-8.357,-7.831,0.527,2808.0,1452.6,367,5,2023-03
ASTRAL,2023-04-27,2023-04-24,2023-04-27,BUY,-3.762,-4.01,-0.248,-1321.0,1452.6,367,3,2023-04
ASTRAL,2023-05-25,2023-05-22,2023-05-25,SELL,15.668,20.215,-4.547,-24240.0,1452.6,367,3,2023-05
ASTRAL,2023-06-29,2023-06-26,2023-06-27,SELL,34.042,34.693,-0.651,-3468.0,1452.6,367,1,2023-06
ASTRAL,2023-07-27,2023-07-24,2023-07-27,SELL,30.397,31.0,-0.602,-3211.0,1452.6,367,3,2023-07
ASTRAL,2023-08-31,2023-08-28,2023-08-31,SELL,35.643,34.218,1.425,7597.0,1452.6,367,3,2023-08
ASTRAL,2023-09-28,2023-09-25,2023-09-28,SELL,28.435,30.666,-2.23,-11891.0,1452.6,367,3,2023-09
ASTRAL,2023-10-26,2023-10-23,2023-10-26,SELL,25.916,22.704,3.211,17121.0,1452.6,367,3,2023-10
ASTRAL,2023-11-30,2023-11-24,2023-11-30,SELL,33.168,34.215,-1.046,-5578.0,1452.6,367,6,2023-11
ASTRAL,2024-01-25,2024-01-20,2024-01-25,SELL,25.654,23.812,1.842,9817.0,1452.6,367,5,2024-01
ASTRAL,2024-02-29,2024-02-26,2024-02-29,SELL,43.587,42.365,1.222,6514.0,1452.6,367,3,2024-02
ASTRAL,2024-03-28,2024-03-22,2024-03-28,SELL,34.125,37.113,-2.988,-15928.0,1452.6,367,6,2024-03
ASTRAL,2024-04-25,2024-04-22,2024-04-25,SELL,35.395,38.466,-3.07,-16368.0,1452.6,367,3,2024-04
ASTRAL,2024-05-30,2024-05-27,2024-05-30,SELL,50.021,44.506,5.514,29397.0,1452.6,367,3,2024-05
ASTRAL,2024-06-27,2024-06-24,2024-06-27,SELL,64.033,66.054,-2.021,-10771.0,1452.6,367,3,2024-06
ASTRAL,2024-07-25,2024-07-22,2024-07-25,SELL,56.168,49.855,6.313,33654.0,1452.6,367,3,2024-07
ASTRAL,2024-08-29,2024-08-26,2024-08-29,SELL,35.812,32.734,3.077,16405.0,1452.6,367,3,2024-08
ASTRAL,2024-09-26,2024-09-23,2024-09-26,SELL,35.784,37.911,-2.127,-11340.0,1452.6,367,3,2024-09
AUBANK,2023-02-23,2023-02-20,2023-02-23,BUY,-34.014,-35.2,-1.185,-10850.0,915.35,1000,3,2023-02
AUBANK,2023-03-29,2023-03-24,2023-03-29,BUY,-38.865,-36.205,2.66,24350.0,915.35,1000,5,2023-03
AUBANK,2023-04-27,2023-04-24,2023-04-27,BUY,-27.35,-29.628,-2.278,-20850.0,915.35,1000,3,2023-04
AUBANK,2023-05-25,2023-05-22,2023-05-25,BUY,-17.37,-15.999,1.371,12550.0,915.35,1000,3,2023-05
AUBANK,2023-06-29,2023-06-26,2023-06-27,BUY,-18.545,-18.348,0.197,1800.0,915.35,1000,1,2023-06
AUBANK,2023-07-27,2023-07-24,2023-07-27,BUY,-19.288,-20.211,-0.923,-8450.0,915.35,1000,3,2023-07
AUBANK,2023-08-31,2023-08-28,2023-08-31,BUY,-19.473,-21.041,-1.568,-14350.0,915.35,1000,3,2023-08
AUBANK,2023-09-28,2023-09-25,2023-09-28,BUY,-18.845,-21.249,-2.403,-22000.0,915.35,1000,3,2023-09
AUBANK,2023-10-26,2023-10-23,2023-10-26,BUY,-23.942,-24.903,-0.961,-8800.0,915.35,1000,3,2023-10
AUBANK,2023-11-30,2023-11-24,2023-11-30,BUY,-21.041,-19.255,1.786,16350.0,915.35,1000,6,2023-11
AUBANK,2024-01-25,2024-01-20,2024-01-25,BUY,-18.272,-22.718,-4.446,-40700.0,915.35,1000,5,2024-01
AUBANK,2024-02-29,2024-02-26,2024-02-29,BUY,-35.784,-37.729,-1.945,-17800.0,915.35,1000,3,2024-02
AUBANK,2024-03-28,2024-03-22,2024-03-28,BUY,-38.127,-38.362,-0.235,-2150.0,915.35,1000,6,2024-03
AUBANK,2024-04-25,2024-04-22,2024-04-25,BUY,-33.43,-33.501,-0.071,-650.0,915.35,1000,3,2024-04
AUBANK,2024-05-30,2024-05-27,2024-05-30,BUY,-30.486,-30.42,0.066,600.0,915.35,1000,3,2024-05
AUBANK,2024-06-27,2024-06-24,2024-06-27,BUY,-25.684,-27.115,-1.431,-13100.0,915.35,1000,3,2024-06
AUBANK,2024-07-25,2024-07-22,2024-07-25,BUY,-28.208,-30.934,-2.726,-24950.0,915.35,1000,3,2024-07
AUBANK,2024-08-29,2024-08-26,2024-08-29,BUY,-30.726,-30.087,0.639,5850.0,915.35,1000,3,2024-08
AUBANK,2024-09-26,2024-09-23,2024-09-26,BUY,-19.583,-19.517,0.066,600.0,915.35,1000,3,2024-09
AUBANK,2025-01-30,2025-01-27,2025-01-30,BUY,-0.639,0.294,0.932,5254.0,563.45,1000,3,2025-01
AUBANK,2025-04-24,2025-04-21,2025-04-24,BUY,-1.932,0.22,2.153,13423.0,623.6,1000,3,2025-04
AUROPHARMA,2023-02-23,2023-02-20,2023-02-23,BUY,-61.394,-61.257,0.137,1650.0,1205.9,1000,3,2023-02
AUROPHARMA,2023-03-29,2023-03-24,2023-03-29,BUY,-58.492,-57.621,0.871,10500.0,1205.9,1000,5,2023-03
AUROPHARMA,2023-04-27,2023-04-24,2023-04-27,BUY,-51.078,-48.781,2.297,27700.0,1205.9,1000,3,2023-04
AUROPHARMA,2023-05-25,2023-05-22,2023-05-25,BUY,-49.983,-49.784,0.199,2400.0,1205.9,1000,3,2023-05
AUROPHARMA,2023-06-29,2023-06-26,2023-06-27,BUY,-40.256,-40.476,-0.22,-2650.0,1205.9,1000,1,2023-06
AUROPHARMA,2023-07-27,2023-07-24,2023-07-27,BUY,-34.675,-30.55,4.126,54725.0,1205.9,1100,3,2023-07
AUROPHARMA,2023-08-31,2023-08-28,2023-08-31,BUY,-31.197,-31.375,-0.178,-2365.0,1205.9,1100,3,2023-08
AUROPHARMA,2023-09-28,2023-09-25,2023-09-28,BUY,-27.39,-27.535,-0.145,-1925.0,1205.9,1100,3,2023-09
AUROPHARMA,2023-10-26,2023-10-23,2023-10-26,BUY,-27.494,-29.231,-1.737,-23045.0,1205.9,1100,3,2023-10
AUROPHARMA,2023-11-30,2023-11-24,2023-11-30,BUY,-14.226,-13.363,0.862,11440.0,1205.9,1100,6,2023-11
AUROPHARMA,2024-01-25,2024-01-20,2024-01-25,BUY,-4.801,-4.76,0.041,550.0,1205.9,1100,5,2024-01
AXISBANK,2024-02-29,2024-02-26,2024-02-29,BUY,-15.116,-15.798,-0.682,-5438.0,1275.8,625,3,2024-02
AXISBANK,2024-03-28,2024-03-22,2024-03-28,BUY,-18.855,-17.738,1.117,8906.0,1275.8,625,6,2024-03
AXISBANK,2024-04-25,2024-04-22,2024-04-25,BUY,-17.279,-11.616,5.663,45156.0,1275.8,625,3,2024-04
AXISBANK,2024-05-30,2024-05-27,2024-05-30,BUY,-6.941,-8.465,-1.525,-12156.0,1275.8,625,3,2024-05
AXISBANK,2024-06-27,2024-06-24,2024-06-27,BUY,-3.606,0.776,4.382,34938.0,1275.8,625,3,2024-06
AXISBANK,2024-07-25,2024-07-22,2024-07-25,SELL,0.651,-8.105,8.755,69812.0,1275.8,625,3,2024-07
AXISBANK,2024-08-29,2024-08-26,2024-08-29,BUY,-8.203,-7.866,0.337,2687.0,1275.8,625,3,2024-08
AXISBANK,2024-09-26,2024-09-23,2024-09-26,BUY,-2.156,-0.102,2.054,16375.0,1275.8,625,3,2024-09
BAJAJ-AUTO,2024-02-29,2024-02-26,2024-02-29,BUY,-6.007,-10.871,-4.864,-54062.0,8892.0,125,3,2024-02
BAJAJ-AUTO,2024-03-28,2024-03-22,2024-03-28,SELL,0.615,2.764,-2.149,-23887.0,8892.0,125,6,2024-03
BAJAJ-AUTO,2024-04-25,2024-04-22,2024-04-25,BUY,-0.944,-1.653,-0.709,-7875.0,8892.0,125,3,2024-04
BAJAJ-AUTO,2024-05-30,2024-05-27,2024-05-30,SELL,1.577,0.829,0.747,8306.0,8892.0,125,3,2024-05
BAJAJ-AUTO,2024-06-27,2024-06-24,2024-06-27,SELL,9.728,6.059,3.668,40775.0,8892.0,125,3,2024-06
BAJAJ-AUTO,2024-07-25,2024-07-22,2024-07-25,SELL,5.697,4.175,1.522,10151.0,8892.0,75,3,2024-07
BAJAJ-AUTO,2024-08-29,2024-08-26,2024-08-29,SELL,17.317,21.632,-4.316,-28781.0,8892.0,75,3,2024-08
BAJAJ-AUTO,2024-09-26,2024-09-23,2024-09-26,SELL,38.417,42.248,-3.831,-25549.0,8892.0,75,3,2024-09
BAJFINANCE,2023-02-23,2023-02-20,2023-02-23,SELL,533.931,516.438,17.493,21956.0,1004.1,125,3,2023-02
BAJFINANCE,2023-03-29,2023-03-24,2023-03-29,SELL,463.221,460.074,3.147,3950.0,1004.1,125,5,2023-03
BAJFINANCE,2023-04-27,2023-04-24,2023-04-27,SELL,491.888,516.632,-24.744,-31056.0,1004.1,125,3,2023-04
BAJFINANCE,2023-05-25,2023-05-22,2023-05-25,SELL,575.799,581.675,-5.876,-7375.0,1004.1,125,3,2023-05
BAJFINANCE,2023-06-29,2023-06-26,2023-06-27,SELL,598.372,600.03,-1.658,-2081.0,1004.1,125,1,2023-06
BAJFINANCE,2023-07-27,2023-07-24,2023-07-27,SELL,656.15,626.79,29.36,36850.0,1004.1,125,3,2023-07
BAJFINANCE,2023-08-31,2023-08-28,2023-08-31,SELL,620.411,613.475,6.937,8706.0,1004.1,125,3,2023-08
BAJFINANCE,2023-09-28,2023-09-25,2023-09-28,SELL,680.834,671.507,9.327,11706.0,1004.1,125,3,2023-09
BAJFINANCE,2023-10-26,2023-10-23,2023-10-26,SELL,676.561,638.144,38.417,48219.0,1004.1,125,3,2023-10
BAJFINANCE,2023-11-30,2023-11-24,2023-11-30,SELL,600.608,609.894,-9.287,-11656.0,1004.1,125,6,2023-11
BAJFINANCE,2024-01-25,2024-01-20,2024-01-25,SELL,627.776,605.453,22.323,28019.0,1004.1,125,5,2024-01
BANDHANBNK,2024-12-26,2024-12-23,2024-12-26,SELL,0.803,-0.068,0.871,4010.0,164.38,2800,3,2024-12
BANKBARODA,2023-02-23,2023-02-20,2023-02-23,BUY,-42.108,-45.275,-3.167,-52650.0,284.15,5850,3,2023-02
BANKBARODA,2023-03-29,2023-03-24,2023-03-29,BUY,-43.903,-42.09,1.812,30128.0,284.15,5850,5,2023-03
BANKBARODA,2023-04-27,2023-04-24,2023-04-27,BUY,-36.548,-34.682,1.865,31005.0,284.15,5850,3,2023-04
BANKBARODA,2023-05-25,2023-05-22,2023-05-25,BUY,-36.196,-36.072,0.123,2047.0,284.15,5850,3,2023-05
BANKBARODA,2023-06-29,2023-06-26,2023-06-27,BUY,-32.536,-32.747,-0.211,-3510.0,284.15,5850,1,2023-06
BANKBARODA,2023-07-27,2023-07-24,2023-07-27,BUY,-30.195,-29.72,0.475,7898.0,284.15,5850,3,2023-07
BANKBARODA,2023-08-31,2023-08-28,2023-08-31,BUY,-33.064,-34.242,-1.179,-19597.0,284.15,5850,3,2023-08
BANKBARODA,2023-09-28,2023-09-25,2023-09-28,BUY,-23.544,-25.796,-2.252,-37440.0,284.15,5850,3,2023-09
BANKBARODA,2023-10-26,2023-10-23,2023-10-26,BUY,-31.339,-33.327,-1.988,-33053.0,284.15,5850,3,2023-10
BANKBARODA,2023-11-30,2023-11-24,2023-11-30,BUY,-32.131,-30.653,1.478,12285.0,284.15,2925,6,2023-11
BANKBARODA,2024-01-25,2024-01-20,2024-01-25,BUY,-18.036,-20.271,-2.235,-18574.0,284.15,2925,5,2024-01
BEL,2024-02-29,2024-02-26,2024-02-29,BUY,-50.943,-50.691,0.252,5985.0,416.35,5700,3,2024-02
BEL,2024-03-28,2024-03-22,2024-03-28,BUY,-52.54,-51.507,1.033,24510.0,416.35,5700,6,2024-03
BEL,2024-04-25,2024-04-22,2024-04-25,BUY,-43.857,-42.909,0.949,22515.0,416.35,5700,3,2024-04
BEL,2024-05-30,2024-05-27,2024-05-30,BUY,-29.146,-30.143,-0.997,-11827.0,416.35,2850,3,2024-05
BEL,2024-06-27,2024-06-24,2024-06-27,BUY,-25.483,-26.864,-1.381,-16387.0,416.35,2850,3,2024-06
BEL,2024-07-25,2024-07-22,2024-07-25,BUY,-24.823,-27.765,-2.942,-34913.0,416.35,2850,3,2024-07
BEL,2024-08-29,2024-08-26,2024-08-29,BUY,-26.408,-28.822,-2.414,-28642.0,416.35,2850,3,2024-08
BEL,2024-09-26,2024-09-23,2024-09-26,BUY,-31.32,-30.191,1.129,13395.0,416.35,2850,3,2024-09
BHARATFORG,2023-02-23,2023-02-20,2023-02-23,BUY,-38.899,-41.147,-2.248,-31700.0,1410.2,1000,3,2023-02
BHARATFORG,2023-03-29,2023-03-24,2023-03-29,BUY,-45.657,-46.341,-0.684,-9650.0,1410.2,1000,5,2023-03
BHARATFORG,2023-04-27,2023-04-24,2023-04-27,BUY,-44.189,-43.756,0.433,6100.0,1410.2,1000,3,2023-04
BHARATFORG,2023-05-25,2023-05-22,2023-05-25,BUY,-45.912,-46.32,-0.408,-5750.0,1410.2,1000,3,2023-05
BHARATFORG,2023-06-29,2023-06-26,2023-06-27,BUY,-42.008,-41.93,0.078,1100.0,1410.2,1000,1,2023-06
BHARATFORG,2023-07-27,2023-07-24,2023-07-27,BUY,-39.572,-36.796,2.776,39150.0,1410.2,1000,3,2023-07
BHARATFORG,2023-08-31,2023-08-28,2023-08-31,BUY,-25.635,-24.043,1.592,22450.0,1410.2,1000,3,2023-08
BHARATFORG,2023-09-28,2023-09-25,2023-09-28,BUY,-21.344,-23.149,-1.805,-25450.0,1410.2,1000,3,2023-09
BHARATFORG,2023-10-26,2023-10-23,2023-10-26,BUY,-24.908,-27.854,-2.946,-41550.0,1410.2,1000,3,2023-10
BHARATFORG,2023-11-30,2023-11-24,2023-11-30,BUY,-20.951,-20.462,0.489,3450.0,1410.2,500,6,2023-11
BHARATFORG,2024-01-25,2024-01-20,2024-01-25,BUY,-13.108,-14.75,-1.642,-11575.0,1410.2,500,5,2024-01
BHEL,2024-02-29,2024-02-26,2024-02-29,BUY,-19.398,-19.593,-0.195,-2887.0,282.5,5250,3,2024-02
BHEL,2024-03-28,2024-03-22,2024-03-28,BUY,-15.327,-12.478,2.85,42263.0,282.5,5250,6,2024-03
BHEL,2024-04-25,2024-04-22,2024-04-25,BUY,-7.947,-3.841,4.106,60900.0,282.5,5250,3,2024-04
BHEL,2024-05-30,2024-05-27,2024-05-30,SELL,6.035,2.92,3.115,23100.0,282.5,2625,3,2024-05
BHEL,2024-06-27,2024-06-24,2024-06-27,SELL,4.46,5.204,-0.743,-5512.0,282.5,2625,3,2024-06
BHEL,2024-07-25,2024-07-22,2024-07-25,SELL,7.77,10.053,-2.283,-16931.0,282.5,2625,3,2024-07
BHEL,2024-08-29,2024-08-26,2024-08-29,SELL,5.434,3.15,2.283,16931.0,282.5,2625,3,2024-08
BHEL,2024-09-26,2024-09-23,2024-09-26,BUY,-3.027,-0.549,2.478,18375.0,282.5,2625,3,2024-09
BLUESTARCO,2025-09-30,2025-09-26,2025-09-30,BUY,-0.799,-0.149,0.65,3993.0,1890.1,325,4,2025-09
BOSCHLTD,2025-07-31,2025-07-28,2025-07-31,BUY,-1.491,-0.186,1.305,12475.0,38235.0,25,3,2025-07
BPCL,2023-02-23,2023-02-20,2023-02-23,BUY,-10.506,-12.152,-1.646,-10800.0,364.55,1800,3,2023-02
BPCL,2023-03-29,2023-03-24,2023-03-29,BUY,-5.006,-6.748,-1.742,-11430.0,364.55,1800,5,2023-03
BPCL,2023-04-27,2023-04-24,2023-04-27,BUY,-4.677,-2.647,2.03,13320.0,364.55,1800,3,2023-04
BPCL,2023-05-25,2023-05-22,2023-05-25,BUY,-0.617,-0.453,0.165,1080.0,364.55,1800,3,2023-05
BPCL,2023-06-29,2023-06-26,2023-06-27,BUY,-1.55,-1.303,0.247,1620.0,364.55,1800,1,2023-06
BPCL,2023-07-27,2023-07-24,2023-07-27,SELL,7.105,3.799,3.305,21690.0,364.55,1800,3,2023-07
BPCL,2023-08-31,2023-08-28,2023-08-31,BUY,-2.62,-6.611,-3.991,-26190.0,364.55,1800,3,2023-08
BPCL,2023-09-28,2023-09-25,2023-09-28,BUY,-3.552,-5.98,-2.428,-15930.0,364.55,1800,3,2023-09
BPCL,2023-10-26,2023-10-23,2023-10-26,BUY,-6.131,-8.202,-2.071,-13590.0,364.55,1800,3,2023-10
BPCL,2023-11-30,2023-11-24,2023-11-30,SELL,12.44,19.27,-6.83,-44820.0,364.55,1800,6,2023-11
BPCL,2024-01-25,2024-01-20,2024-01-25,SELL,32.273,29.845,2.428,15930.0,364.55,1800,5,2024-01
BPCL,2024-02-29,2024-02-26,2024-02-29,SELL,72.363,65.56,6.803,44640.0,364.55,1800,3,2024-02
BPCL,2024-03-28,2024-03-22,2024-03-28,SELL,62.995,65.56,-2.565,-16830.0,364.55,1800,6,2024-03
BPCL,2024-04-25,2024-04-22,2024-04-25,SELL,65.821,65.876,-0.055,-360.0,364.55,1800,3,2024-04
BPCL,2024-05-30,2024-05-27,2024-05-30,SELL,80.551,71.609,8.943,29340.0,364.55,900,3,2024-05
BPCL,2024-06-27,2024-06-24,2024-06-27,BUY,-16.376,-16.514,-0.137,-900.0,364.55,1800,3,2024-06
BPCL,2024-07-25,2024-07-22,2024-07-25,BUY,-15.457,-10.506,4.951,32490.0,364.55,1800,3,2024-07
BPCL,2024-08-29,2024-08-26,2024-08-29,BUY,-3.731,-2.263,1.468,9630.0,364.55,1800,3,2024-08
BPCL,2024-09-26,2024-09-23,2024-09-26,BUY,-7.365,-5.431,1.934,12690.0,364.55,1800,3,2024-09
BPCL,2025-01-30,2025-01-27,2025-01-30,BUY,-2.086,-0.175,1.911,8987.0,261.3,1800,3,2025-01
BPCL,2025-07-31,2025-07-28,2025-07-31,BUY,-1.2,-0.03,1.169,7700.0,333.4,1975,3,2025-07
BRITANNIA,2024-02-29,2024-02-26,2024-02-29,BUY,-15.579,-14.656,0.923,10730.0,5813.0,200,3,2024-02
BRITANNIA,2024-03-28,2024-03-22,2024-03-28,BUY,-16.057,-15.582,0.475,5520.0,5813.0,200,6,2024-03
BRITANNIA,2024-04-25,2024-04-22,2024-04-25,BUY,-18.284,-16.731,1.553,18050.0,5813.0,200,3,2024-04
BRITANNIA,2024-05-30,2024-05-27,2024-05-30,BUY,-10.101,-10.605,-0.504,-5860.0,5813.0,200,3,2024-05
BRITANNIA,2024-06-27,2024-06-24,2024-06-27,BUY,-8.544,-6.674,1.87,21740.0,5813.0,200,3,2024-06
BRITANNIA,2024-07-25,2024-07-22,2024-07-25,SELL,1.359,0.421,0.938,10910.0,5813.0,200,3,2024-07
BRITANNIA,2024-09-26,2024-09-23,2024-09-26,SELL,7.027,7.395,-0.368,-4280.0,5813.0,200,3,2024-09
