Symbol,Expiry,Token,Time,Open,High,Low,Close,Volume,OI
SBICARD24FEB26F,24-FEB-2026,59464,06-02-2026 09:15:00,748.70,755.90,741.40,751.70,997600,18931200
SBICARD24FEB26F,24-FEB-2026,59464,05-02-2026 13:15:00,747.15,751.95,746.55,750.60,507200,19137600
SBICARD24FEB26F,24-FEB-2026,59464,05-02-2026 09:15:00,749.25,752.15,740.50,746.60,1305600,19126400
SBICARD24FEB26F,24-FEB-2026,59464,04-02-2026 13:15:00,755.95,756.50,751.10,752.95,637600,18944800
SBICARD24FEB26F,24-FEB-2026,59464,04-02-2026 09:15:00,752.45,761.60,750.00,756.00,1556800,18738400
SBICARD24FEB26F,24-FEB-2026,59464,03-02-2026 13:15:00,750.20,756.85,750.20,755.95,1126400,18706400
SBICARD24FEB26F,24-FEB-2026,59464,03-02-2026 09:15:00,772.00,778.35,744.70,750.30,2601600,18582400
SBICARD24FEB26F,24-FEB-2026,59464,02-02-2026 13:15:00,725.85,738.00,723.80,736.50,1588800,18670400
SBICARD24FEB26F,24-FEB-2026,59464,02-02-2026 09:15:00,735.05,739.25,720.10,726.00,2438400,18192000
SBICARD24FEB26F,24-FEB-2026,59464,01-02-2026 13:15:00,748.50,750.00,731.30,735.00,806400,17520800
SBICARD24FEB26F,24-FEB-2026,59464,01-02-2026 09:15:00,758.35,758.35,724.55,748.50,1136800,17459200
SBICARD24FEB26F,24-FEB-2026,59464,30-01-2026 13:15:00,756.00,760.40,753.60,758.55,1372000,17376000
SBICARD24FEB26F,24-FEB-2026,59464,30-01-2026 09:15:00,764.00,764.45,754.60,755.15,1708800,16928000
SBICARD24FEB26F,24-FEB-2026,59464,29-01-2026 13:15:00,757.50,769.00,755.05,764.70,2774400,17438400
SBICARD24FEB26F,24-FEB-2026,59464,29-01-2026 09:15:00,784.00,787.05,749.55,757.15,9551200,17456000
SBICARD24FEB26F,24-FEB-2026,59464,28-01-2026 13:15:00,784.00,786.85,774.45,784.05,3553600,16187200
SBICARD24FEB26F,24-FEB-2026,59464,28-01-2026 09:15:00,779.65,796.95,778.05,784.30,3781600,15888000
SBICARD24FEB26F,24-FEB-2026,59464,27-01-2026 13:15:00,768.90,777.20,764.50,774.00,3288000,16213600
SBICARD24FEB26F,24-FEB-2026,59464,27-01-2026 09:15:00,768.15,784.00,765.00,769.30,4782400,15401600
SBICARD24FEB26F,24-FEB-2026,59464,23-01-2026 13:15:00,776.00,776.00,768.00,769.75,2888800,14672800
SBICARD24FEB26F,24-FEB-2026,59464,23-01-2026 09:15:00,785.35,794.60,774.85,775.75,3928000,13554400
SBICARD24FEB26F,24-FEB-2026,59464,22-01-2026 13:15:00,784.10,789.95,781.40,788.00,3212000,11148000
SBICARD24FEB26F,24-FEB-2026,59464,22-01-2026 09:15:00,784.35,790.10,777.70,784.15,6725600,9003200
SBICARD24FEB26F,24-FEB-2026,59464,21-01-2026 13:15:00,788.80,789.70,775.20,778.80,2900800,5700800
SBICARD24FEB26F,24-FEB-2026,59464,21-01-2026 09:15:00,795.70,806.25,778.95,788.40,3834400,4057600
SBICARD24FEB26F,24-FEB-2026,59464,20-01-2026 13:15:00,812.85,813.50,798.45,802.65,552000,2249600
SBICARD24FEB26F,24-FEB-2026,59464,20-01-2026 09:15:00,829.30,829.30,812.80,812.90,455200,2100800
SBICARD24FEB26F,24-FEB-2026,59464,19-01-2026 13:15:00,828.50,830.90,824.85,825.80,267200,1968000
SBICARD24FEB26F,24-FEB-2026,59464,19-01-2026 09:15:00,840.00,840.00,826.10,828.50,1176000,1808800
SBICARD24FEB26F,24-FEB-2026,59464,16-01-2026 13:15:00,839.70,839.70,827.35,832.25,208800,1143200
SBICARD24FEB26F,24-FEB-2026,59464,16-01-2026 09:15:00,839.10,844.75,837.25,839.70,198400,1052000
SBICARD24FEB26F,24-FEB-2026,59464,14-01-2026 13:15:00,844.15,846.50,837.10,839.10,204800,1025600
SBICARD24FEB26F,24-FEB-2026,59464,14-01-2026 09:15:00,848.15,850.35,842.75,844.15,207200,892000
SBICARD24FEB26F,24-FEB-2026,59464,13-01-2026 13:15:00,840.95,850.15,840.95,848.15,80800,777600
SBICARD24FEB26F,24-FEB-2026,59464,13-01-2026 09:15:00,850.00,856.20,840.20,840.95,276800,752800
SBICARD24FEB26F,24-FEB-2026,59464,12-01-2026 13:15:00,849.30,850.45,846.70,850.00,22400,704000
SBICARD24FEB26F,24-FEB-2026,59464,12-01-2026 09:15:00,859.50,859.50,835.00,849.30,140800,696000
SBICARD24FEB26F,24-FEB-2026,59464,09-01-2026 13:15:00,864.05,865.50,855.35,859.50,65600,671200
SBICARD24FEB26F,24-FEB-2026,59464,09-01-2026 09:15:00,869.30,873.80,860.05,864.05,99200,652000
SBICARD24FEB26F,24-FEB-2026,59464,08-01-2026 13:15:00,873.15,874.70,866.40,869.30,59200,626400
SBICARD24FEB26F,24-FEB-2026,59464,08-01-2026 09:15:00,882.50,883.30,867.50,873.15,127200,604000
SBICARD24FEB26F,24-FEB-2026,59464,07-01-2026 13:15:00,887.40,887.85,882.00,882.50,88000,572000
SBICARD24FEB26F,24-FEB-2026,59464,07-01-2026 09:15:00,893.00,898.85,887.00,887.40,148800,556000
SBICARD24FEB26F,24-FEB-2026,59464,06-01-2026 13:15:00,886.30,903.50,882.10,893.00,149600,542400
SBICARD24FEB26F,24-FEB-2026,59464,06-01-2026 09:15:00,873.05,890.75,872.30,887.00,141600,512000
SBICARD24FEB26F,24-FEB-2026,59464,05-01-2026 13:15:00,871.40,876.00,867.95,873.05,44800,476000
SBICARD24FEB26F,24-FEB-2026,59464,05-01-2026 09:15:00,871.95,875.45,866.50,871.40,105600,463200
SBICARD24FEB26F,24-FEB-2026,59464,02-01-2026 13:15:00,870.10,874.00,870.10,871.95,28800,428800
SBICARD24FEB26F,24-FEB-2026,59464,02-01-2026 09:15:00,858.30,876.05,858.00,870.10,93600,423200
SBICARD24FEB26F,24-FEB-2026,59464,01-01-2026 13:15:00,861.05,861.05,855.80,858.30,55200,430400
SBICARD24FEB26F,24-FEB-2026,59464,01-01-2026 09:15:00,861.30,864.00,859.05,861.05,72800,406400
SBICARD24FEB26F,24-FEB-2026,59464,31-12-2025 13:15:00,862.50,863.70,858.45,861.30,30400,380000
SBICARD24FEB26F,24-FEB-2026,59464,31-12-2025 09:15:00,849.00,863.00,843.00,862.50,133600,392000
SBICARD24FEB26F,24-FEB-2026,59464,30-12-2025 13:15:00,835.95,850.00,835.00,849.00,80800,373600
SBICARD24FEB26F,24-FEB-2026,59464,30-12-2025 09:15:00,838.40,838.40,830.00,835.95,45600,358400
SBICARD24FEB26F,24-FEB-2026,59464,29-12-2025 13:15:00,833.00,838.70,832.00,838.40,13600,333600
SBICARD24FEB26F,24-FEB-2026,59464,29-12-2025 09:15:00,843.00,843.00,833.00,833.00,66400,331200
SBICARD24FEB26F,24-FEB-2026,59464,26-12-2025 13:15:00,842.00,846.05,837.85,843.00,57600,303200
SBICARD24FEB26F,24-FEB-2026,59464,26-12-2025 09:15:00,853.15,856.95,842.00,842.00,132000,278400
SBICARD24FEB26F,24-FEB-2026,59464,24-12-2025 13:15:00,859.90,859.90,853.15,853.15,39200,205600
SBICARD24FEB26F,24-FEB-2026,59464,24-12-2025 09:15:00,862.80,867.10,858.55,859.90,129600,183200
SBICARD24FEB26F,24-FEB-2026,59464,23-12-2025 13:15:00,864.10,866.20,856.85,862.80,28800,129600
SBICARD24FEB26F,24-FEB-2026,59464,23-12-2025 09:15:00,866.00,866.45,861.00,864.10,23200,116800
SBICARD24FEB26F,24-FEB-2026,59464,22-12-2025 13:15:00,871.60,871.60,862.95,866.00,15200,106400
SBICARD24FEB26F,24-FEB-2026,59464,22-12-2025 09:15:00,866.90,872.45,865.00,871.60,24800,95200
SBICARD24FEB26F,24-FEB-2026,59464,19-12-2025 13:15:00,856.00,866.90,856.00,866.90,12800,89600
SBICARD24FEB26F,24-FEB-2026,59464,19-12-2025 09:15:00,852.75,862.35,852.00,856.00,18400,100000
SBICARD24FEB26F,24-FEB-2026,59464,18-12-2025 13:15:00,855.50,855.50,852.75,852.75,800,100800
SBICARD24FEB26F,24-FEB-2026,59464,18-12-2025 09:15:00,838.00,856.10,836.75,855.50,25600,100800
SBICARD24FEB26F,24-FEB-2026,59464,17-12-2025 13:15:00,835.10,838.00,834.50,838.00,3200,111200
SBICARD24FEB26F,24-FEB-2026,59464,17-12-2025 09:15:00,847.00,849.00,834.00,835.10,18400,109600
SBICARD24FEB26F,24-FEB-2026,59464,16-12-2025 13:15:00,853.60,855.90,847.00,847.00,36800,102400
SBICARD24FEB26F,24-FEB-2026,59464,16-12-2025 09:15:00,869.00,869.00,853.45,855.00,28800,72800
SBICARD24FEB26F,24-FEB-2026,59464,15-12-2025 13:15:00,865.70,869.40,865.70,869.00,19200,58400
SBICARD24FEB26F,24-FEB-2026,59464,15-12-2025 09:15:00,875.60,875.60,862.10,865.70,21600,57600
SBICARD24FEB26F,24-FEB-2026,59464,12-12-2025 13:15:00,875.60,875.60,875.60,875.60,0,48000
SBICARD24FEB26F,24-FEB-2026,59464,12-12-2025 09:15:00,875.00,875.60,875.00,875.60,800,48000
SBICARD24FEB26F,24-FEB-2026,59464,11-12-2025 13:15:00,879.40,879.40,875.00,875.00,800,48000
SBICARD24FEB26F,24-FEB-2026,59464,11-12-2025 09:15:00,866.70,885.55,866.70,879.40,12000,47200
SBICARD24FEB26F,24-FEB-2026,59464,10-12-2025 13:15:00,863.00,866.70,862.80,866.70,7200,41600
SBICARD24FEB26F,24-FEB-2026,59464,10-12-2025 09:15:00,869.80,870.40,861.00,863.00,6400,40000
SBICARD24FEB26F,24-FEB-2026,59464,09-12-2025 13:15:00,870.00,871.00,869.80,869.80,4000,37600
SBICARD24FEB26F,24-FEB-2026,59464,09-12-2025 09:15:00,874.00,874.00,862.25,870.00,9600,36000
SBICARD24FEB26F,24-FEB-2026,59464,08-12-2025 13:15:00,880.00,880.00,872.10,874.00,4800,34400
SBICARD24FEB26F,24-FEB-2026,59464,08-12-2025 09:15:00,893.75,893.75,883.00,883.00,5600,34400
SBICARD24FEB26F,24-FEB-2026,59464,05-12-2025 13:15:00,888.90,893.75,888.60,893.75,12000,32800
SBICARD24FEB26F,24-FEB-2026,59464,05-12-2025 09:15:00,864.75,888.90,864.75,888.90,20000,34400
SBICARD24FEB26F,24-FEB-2026,59464,04-12-2025 13:15:00,865.00,866.25,863.00,864.75,8000,33600
SBICARD24FEB26F,24-FEB-2026,59464,04-12-2025 09:15:00,870.55,870.55,865.00,865.00,4800,28000
SBICARD24FEB26F,24-FEB-2026,59464,03-12-2025 13:15:00,879.65,879.65,870.55,870.55,8800,24800
SBICARD24FEB26F,24-FEB-2026,59464,03-12-2025 09:15:00,890.05,890.05,878.25,879.65,6400,20000
SBICARD24FEB26F,24-FEB-2026,59464,02-12-2025 13:15:00,895.10,895.10,890.05,890.05,7200,16000
SBICARD24FEB26F,24-FEB-2026,59464,02-12-2025 09:15:00,877.25,895.10,877.25,895.10,10400,12000
SBICARD24FEB26F,24-FEB-2026,59464,01-12-2025 13:15:00,877.90,878.00,877.25,877.25,1600,9600
SBICARD24FEB26F,24-FEB-2026,59464,01-12-2025 09:15:00,884.00,884.00,875.00,877.90,2400,7200
SBICARD24FEB26F,24-FEB-2026,59464,28-11-2025 13:15:00,878.35,884.00,878.35,884.00,1600,5600
SBICARD24FEB26F,24-FEB-2026,59464,28-11-2025 09:15:00,882.00,882.00,878.35,878.35,4800,4000
SBICARD24FEB26F,24-FEB-2026,59464,27-11-2025 13:15:00,882.00,882.00,882.00,882.00,0,3200
SBICARD24FEB26F,24-FEB-2026,59464,27-11-2025 09:15:00,879.75,882.00,879.75,882.00,1600,3200
SBICARD24FEB26F,24-FEB-2026,59464,26-11-2025 13:15:00,875.00,879.75,875.00,879.75,800,800
SBICARD30MAR26F,30-MAR-2026,52028,20-02-2026 09:15:00,762.40,772.90,762.40,772.00,2641600,10125600
SBICARD30MAR26F,30-MAR-2026,52028,19-02-2026 13:15:00,758.60,765.60,757.50,760.00,3635200,9410400
SBICARD30MAR26F,30-MAR-2026,52028,19-02-2026 09:15:00,762.55,763.85,755.00,758.95,4756800,7684000
SBICARD30MAR26F,30-MAR-2026,52028,18-02-2026 13:15:00,767.15,768.30,762.00,762.75,1528800,4757600
SBICARD30MAR26F,30-MAR-2026,52028,18-02-2026 09:15:00,763.80,777.00,763.80,767.15,1748800,3715200
SBICARD30MAR26F,30-MAR-2026,52028,17-02-2026 13:15:00,759.25,768.25,755.55,757.00,596000,2983200
SBICARD30MAR26F,30-MAR-2026,52028,17-02-2026 09:15:00,758.65,763.35,753.30,759.25,422400,2692800
SBICARD30MAR26F,30-MAR-2026,52028,16-02-2026 13:15:00,763.20,765.00,758.50,760.00,211200,2564800
SBICARD30MAR26F,30-MAR-2026,52028,16-02-2026 09:15:00,742.00,765.00,739.95,763.50,586400,2483200
SBICARD30MAR26F,30-MAR-2026,52028,13-02-2026 13:15:00,744.85,747.10,741.20,742.00,136800,2306400
SBICARD30MAR26F,30-MAR-2026,52028,13-02-2026 09:15:00,751.00,754.45,743.00,744.05,312800,2265600
SBICARD30MAR26F,30-MAR-2026,52028,12-02-2026 13:15:00,755.10,757.80,751.95,757.05,160000,2205600
SBICARD30MAR26F,30-MAR-2026,52028,12-02-2026 09:15:00,751.80,759.55,742.65,755.10,488000,2225600
SBICARD30MAR26F,30-MAR-2026,52028,11-02-2026 13:15:00,745.35,753.00,745.35,751.95,121600,2089600
SBICARD30MAR26F,30-MAR-2026,52028,11-02-2026 09:15:00,745.70,747.90,738.00,745.75,552800,2055200
SBICARD30MAR26F,30-MAR-2026,52028,10-02-2026 13:15:00,753.20,754.10,747.00,747.00,210400,1769600
SBICARD30MAR26F,30-MAR-2026,52028,10-02-2026 09:15:00,756.70,758.95,751.20,754.00,300000,1648800
SBICARD30MAR26F,30-MAR-2026,52028,09-02-2026 13:15:00,751.35,754.00,750.10,753.95,132800,1500000
SBICARD30MAR26F,30-MAR-2026,52028,09-02-2026 09:15:00,750.00,758.95,745.10,751.35,427200,1465600
SBICARD30MAR26F,30-MAR-2026,52028,06-02-2026 13:15:00,741.70,746.95,741.00,741.50,77600,1341600
SBICARD30MAR26F,30-MAR-2026,52028,06-02-2026 09:15:00,738.00,745.10,731.50,741.70,223200,1328000
SBICARD30MAR26F,30-MAR-2026,52028,05-02-2026 13:15:00,737.50,741.80,737.25,741.80,81600,1279200
SBICARD30MAR26F,30-MAR-2026,52028,05-02-2026 09:15:00,743.60,745.00,731.40,738.20,463200,1264000
SBICARD30MAR26F,30-MAR-2026,52028,04-02-2026 13:15:00,747.70,747.70,743.40,743.45,78400,1176800
SBICARD30MAR26F,30-MAR-2026,52028,04-02-2026 09:15:00,741.80,752.00,741.10,747.70,220000,1157600
SBICARD30MAR26F,30-MAR-2026,52028,03-02-2026 13:15:00,739.00,745.10,739.00,744.70,72800,1114400
SBICARD30MAR26F,30-MAR-2026,52028,03-02-2026 09:15:00,759.65,764.85,734.10,739.00,271200,1105600
SBICARD30MAR26F,30-MAR-2026,52028,02-02-2026 13:15:00,712.00,725.70,710.80,725.60,289600,1094400
SBICARD30MAR26F,30-MAR-2026,52028,02-02-2026 09:15:00,729.95,729.95,707.65,712.00,332800,984000
SBICARD30MAR26F,30-MAR-2026,52028,01-02-2026 13:15:00,742.60,742.60,722.25,725.30,186400,855200
SBICARD30MAR26F,30-MAR-2026,52028,01-02-2026 09:15:00,751.00,751.05,721.45,742.60,179200,780000
SBICARD30MAR26F,30-MAR-2026,52028,30-01-2026 13:15:00,747.35,751.40,745.25,751.00,85600,760800
SBICARD30MAR26F,30-MAR-2026,52028,30-01-2026 09:15:00,756.60,756.60,746.10,747.35,319200,734400
SBICARD30MAR26F,30-MAR-2026,52028,29-01-2026 13:15:00,749.50,759.90,747.00,756.60,238400,632000
SBICARD30MAR26F,30-MAR-2026,52028,29-01-2026 09:15:00,780.50,780.50,742.05,749.50,798400,580800
SBICARD30MAR26F,30-MAR-2026,52028,28-01-2026 13:15:00,782.00,782.00,770.95,780.50,155200,412000
SBICARD30MAR26F,30-MAR-2026,52028,28-01-2026 09:15:00,778.60,793.15,773.20,782.00,264000,383200
SBICARD30MAR26F,30-MAR-2026,52028,27-01-2026 13:15:00,769.15,775.00,764.70,772.55,66400,329600
SBICARD30MAR26F,30-MAR-2026,52028,27-01-2026 09:15:00,769.00,782.00,766.15,769.15,61600,310400
SBICARD30MAR26F,30-MAR-2026,52028,23-01-2026 13:15:00,774.40,774.40,767.00,769.00,49600,282400
SBICARD30MAR26F,30-MAR-2026,52028,23-01-2026 09:15:00,784.00,792.30,773.95,774.40,49600,258400
SBICARD30MAR26F,30-MAR-2026,52028,22-01-2026 13:15:00,782.00,786.60,780.00,784.00,24800,236800
SBICARD30MAR26F,30-MAR-2026,52028,22-01-2026 09:15:00,775.00,786.50,775.00,782.00,36000,222400
SBICARD30MAR26F,30-MAR-2026,52028,21-01-2026 13:15:00,789.70,789.70,774.00,775.00,25600,206400
SBICARD30MAR26F,30-MAR-2026,52028,21-01-2026 09:15:00,797.00,797.00,780.00,789.70,16000,200800
SBICARD30MAR26F,30-MAR-2026,52028,20-01-2026 13:15:00,810.00,810.00,797.00,797.00,14400,191200
SBICARD30MAR26F,30-MAR-2026,52028,20-01-2026 09:15:00,822.95,826.00,810.00,810.00,30400,184000
SBICARD30MAR26F,30-MAR-2026,52028,19-01-2026 13:15:00,825.75,826.00,822.95,822.95,5600,161600
SBICARD30MAR26F,30-MAR-2026,52028,19-01-2026 09:15:00,827.45,831.65,824.00,825.75,24800,158400
SBICARD30MAR26F,30-MAR-2026,52028,16-01-2026 13:15:00,839.00,839.00,827.45,827.45,6400,139200
SBICARD30MAR26F,30-MAR-2026,52028,16-01-2026 09:15:00,835.55,841.45,833.60,839.00,15200,135200
SBICARD30MAR26F,30-MAR-2026,52028,14-01-2026 13:15:00,839.50,839.50,835.00,835.55,8800,126400
SBICARD30MAR26F,30-MAR-2026,52028,14-01-2026 09:15:00,844.80,845.00,839.50,839.50,5600,117600
SBICARD30MAR26F,30-MAR-2026,52028,13-01-2026 13:15:00,839.80,845.30,839.00,844.80,8800,118400
SBICARD30MAR26F,30-MAR-2026,52028,13-01-2026 09:15:00,847.70,847.70,839.80,839.80,7200,115200
SBICARD30MAR26F,30-MAR-2026,52028,12-01-2026 13:15:00,848.00,848.00,845.00,847.70,2400,109600
SBICARD30MAR26F,30-MAR-2026,52028,12-01-2026 09:15:00,856.00,856.00,835.85,848.00,12800,109600
SBICARD30MAR26F,30-MAR-2026,52028,09-01-2026 13:15:00,860.95,860.95,852.55,856.00,8800,107200
SBICARD30MAR26F,30-MAR-2026,52028,09-01-2026 09:15:00,869.00,871.10,860.95,860.95,10400,107200
SBICARD30MAR26F,30-MAR-2026,52028,08-01-2026 13:15:00,871.95,871.95,869.00,869.00,3200,102400
SBICARD30MAR26F,30-MAR-2026,52028,08-01-2026 09:15:00,883.10,883.10,866.20,871.95,12800,96800
SBICARD30MAR26F,30-MAR-2026,52028,07-01-2026 13:15:00,888.00,888.00,879.35,883.10,12800,92800
SBICARD30MAR26F,30-MAR-2026,52028,07-01-2026 09:15:00,893.00,894.00,886.00,888.00,10400,86400
SBICARD30MAR26F,30-MAR-2026,52028,06-01-2026 13:15:00,888.60,902.00,882.00,893.00,21600,80800
SBICARD30MAR26F,30-MAR-2026,52028,06-01-2026 09:15:00,873.55,888.60,873.55,888.60,16000,73600
SBICARD30MAR26F,30-MAR-2026,52028,05-01-2026 13:15:00,872.00,875.00,867.00,873.55,4800,65600
SBICARD30MAR26F,30-MAR-2026,52028,05-01-2026 09:15:00,866.65,874.35,866.00,872.00,54400,64000
SBICARD30MAR26F,30-MAR-2026,52028,02-01-2026 13:15:00,866.65,866.65,866.65,866.65,0,18400
SBICARD30MAR26F,30-MAR-2026,52028,02-01-2026 09:15:00,857.00,872.00,857.00,866.65,8000,18400
SBICARD30MAR26F,30-MAR-2026,52028,01-01-2026 13:15:00,861.25,861.25,857.00,857.00,800,17600
SBICARD30MAR26F,30-MAR-2026,52028,01-01-2026 09:15:00,858.10,861.60,858.10,861.25,9600,16800
SBICARD30MAR26F,30-MAR-2026,52028,31-12-2025 13:15:00,860.60,861.00,857.95,858.10,4000,6400
SBICARD30MAR26F,30-MAR-2026,52028,25-11-2025 13:15:00,0.15,860.95,0.05,860.60,134660,5600
SBICARD30MAR26F,30-MAR-2026,52028,25-11-2025 09:15:00,0.20,0.50,0.10,0.15,250040,210140
SBICARD30MAR26F,30-MAR-2026,52028,24-11-2025 13:15:00,0.40,0.45,0.25,0.25,148120,221760
SBICARD30MAR26F,30-MAR-2026,52028,24-11-2025 09:15:00,0.35,0.55,0.35,0.40,289660,281820
SBICARD30MAR26F,30-MAR-2026,52028,21-11-2025 13:15:00,0.55,0.60,0.40,0.45,226800,288820
SBICARD30MAR26F,30-MAR-2026,52028,21-11-2025 09:15:00,0.50,0.70,0.50,0.55,337820,292180
SBICARD30MAR26F,30-MAR-2026,52028,20-11-2025 13:15:00,0.70,0.75,0.50,0.50,207200,261520
SBICARD30MAR26F,30-MAR-2026,52028,20-11-2025 09:15:00,0.75,0.85,0.60,0.70,345800,316400
SBICARD30MAR26F,30-MAR-2026,52028,19-11-2025 13:15:00,0.95,1.00,0.70,0.75,204260,342720
SBICARD30MAR26F,30-MAR-2026,52028,19-11-2025 09:15:00,1.10,1.20,0.80,0.95,177800,334880
SBICARD30MAR26F,30-MAR-2026,52028,18-11-2025 13:15:00,1.40,1.50,1.05,1.10,158760,325220
SBICARD30MAR26F,30-MAR-2026,52028,18-11-2025 09:15:00,1.75,1.95,1.35,1.40,190260,327320
SBICARD30MAR26F,30-MAR-2026,52028,17-11-2025 13:15:00,1.80,1.95,1.55,1.80,156380,279160
SBICARD30MAR26F,30-MAR-2026,52028,17-11-2025 09:15:00,5.50,5.50,1.65,1.80,183540,254380
SBICARD28APR26F,28-APR-2026,67007,20-02-2026 09:15:00,751.90,762.00,751.90,761.00,84800,421600
SBICARD28APR26F,28-APR-2026,67007,19-02-2026 13:15:00,751.10,756.15,748.90,751.90,95200,418400
SBICARD28APR26F,28-APR-2026,67007,19-02-2026 09:15:00,756.00,756.00,747.60,751.10,68000,411200
SBICARD28APR26F,28-APR-2026,67007,18-02-2026 13:15:00,760.30,760.75,755.25,756.00,36800,377600
SBICARD28APR26F,28-APR-2026,67007,18-02-2026 09:15:00,751.35,767.95,751.35,760.30,79200,352000
SBICARD28APR26F,28-APR-2026,67007,17-02-2026 13:15:00,754.50,760.55,749.15,751.35,76000,359200
SBICARD28APR26F,28-APR-2026,67007,17-02-2026 09:15:00,753.00,757.00,750.00,754.50,38400,342400
SBICARD28APR26F,28-APR-2026,67007,16-02-2026 13:15:00,756.00,758.00,753.00,753.00,17600,326400
SBICARD28APR26F,28-APR-2026,67007,16-02-2026 09:15:00,736.60,758.00,736.60,758.00,44800,326400
SBICARD28APR26F,28-APR-2026,67007,13-02-2026 13:15:00,739.80,744.90,736.60,736.60,7200,348000
SBICARD28APR26F,28-APR-2026,67007,13-02-2026 09:15:00,750.90,750.90,738.00,739.80,32000,347200
SBICARD28APR26F,28-APR-2026,67007,12-02-2026 13:15:00,749.35,750.90,748.10,750.90,16800,335200
SBICARD28APR26F,28-APR-2026,67007,12-02-2026 09:15:00,744.90,751.95,737.50,749.35,32800,340000
SBICARD28APR26F,28-APR-2026,67007,11-02-2026 13:15:00,739.05,746.95,739.05,744.90,21600,335200
SBICARD28APR26F,28-APR-2026,67007,11-02-2026 09:15:00,741.85,743.20,732.85,739.05,72000,334400
SBICARD28APR26F,28-APR-2026,67007,10-02-2026 13:15:00,749.00,749.35,741.85,741.85,21600,306400
SBICARD28APR26F,28-APR-2026,67007,10-02-2026 09:15:00,748.50,754.95,746.25,749.00,36800,292000
SBICARD28APR26F,28-APR-2026,67007,09-02-2026 13:15:00,745.10,749.30,745.00,748.50,17600,268800
SBICARD28APR26F,28-APR-2026,67007,09-02-2026 09:15:00,738.00,752.90,738.00,745.10,61600,255200
SBICARD28APR26F,28-APR-2026,67007,06-02-2026 13:15:00,740.00,740.85,738.00,738.00,10400,248000
SBICARD28APR26F,28-APR-2026,67007,06-02-2026 09:15:00,736.15,740.00,729.00,740.00,14400,240800
SBICARD28APR26F,28-APR-2026,67007,05-02-2026 13:15:00,734.00,736.15,733.00,736.15,10400,237600
SBICARD28APR26F,28-APR-2026,67007,05-02-2026 09:15:00,740.20,740.20,728.00,734.00,29600,243200
SBICARD28APR26F,28-APR-2026,67007,04-02-2026 13:15:00,744.00,744.00,740.20,740.20,3200,224000
SBICARD28APR26F,28-APR-2026,67007,04-02-2026 09:15:00,740.00,746.00,735.30,744.00,16000,220800
SBICARD28APR26F,28-APR-2026,67007,03-02-2026 13:15:00,732.35,740.00,732.35,740.00,8000,226400
SBICARD28APR26F,28-APR-2026,67007,03-02-2026 09:15:00,720.50,754.00,720.50,732.35,29600,225600
SBICARD28APR26F,28-APR-2026,67007,02-02-2026 13:15:00,705.00,721.00,705.00,720.50,29600,213600
SBICARD28APR26F,28-APR-2026,67007,02-02-2026 09:15:00,720.00,720.00,702.50,705.00,53600,204000
