pair,strategy,entry_date,exit_date,days,direction,entry_z,exit_z,entry_spread,exit_spread,gross,charges,net,reason,win,shares_a,shares_b
LT/DLF,PAIRS,2025-06-11,2025-06-16,5,BUY_A,-2.412,-2.063,,,-3793.0,455.0,-4248.0,TIME_STOP,False,437,2062
BAJFINANCE/SBICARD,PAIRS,2025-06-12,2025-06-16,4,BUY_A,-1.868,-2.086,,,-2655192.0,318623.0,-2973815.0,LOT_CHANGE,False,312,2000
ULTRACEMCO/GRASIM,PAIRS,2025-06-13,2025-06-16,3,BUY_A,-1.55,-1.235,,,8067.0,968.0,7099.0,PROFIT,True,125,625
LTIM/MPHASIS,PAIRS,2025-06-13,2025-06-16,3,SELL_A,1.765,1.37,,,27616.0,3314.0,24302.0,PROFIT,True,375,687
ADANIENT/ADANIGREEN,PAIRS,2025-06-16,2025-06-17,1,SELL_A,1.844,0.916,,,17802.0,2136.0,15666.0,PROFIT,True,651,1264
ULTRACEMCO/SHREECEM,PAIRS,2025-06-20,2025-06-25,5,SELL_A,1.888,2.042,,,-18343.0,2201.0,-20544.0,TIME_STOP,False,105,52
ULTRACEMCO/GRASIM,PAIRS,2025-06-25,2025-06-26,1,BUY_A,-2.46,-2.457,,,11024.0,1323.0,9701.0,INTRADAY,True,105,526
SAIL_CAL,CALENDAR,2025-06-26,2025-06-27,1,SELL_NEAR,2.202,1.769,-0.52,-2.99,23171.0,2781.0,20390.0,INTRADAY,True,9400,9400
ULTRACEMCO/GRASIM,PAIRS,2025-06-26,2025-06-27,1,BUY_A,-2.457,-0.975,,,38994.0,4679.0,34314.0,PROFIT,True,105,527
HDFCBANK/ICICIBANK,PAIRS,2025-06-25,2025-06-30,5,SELL_A,2.248,2.402,,,-20240.0,2429.0,-22668.0,TIME_STOP,False,2316,1474
ADANIENT/ADANIGREEN,PAIRS,2025-06-25,2025-06-30,5,SELL_A,1.746,1.634,,,6281.0,754.0,5528.0,INTRADAY,True,650,1263
HINDPETRO/GAIL,PAIRS,2025-06-26,2025-07-01,5,SELL_A,2.4,2.959,,,-62608.0,7513.0,-70121.0,TIME_STOP,False,4272,6645
SAIL_CAL,CALENDAR,2025-07-02,2025-07-03,1,SELL_NEAR,3.197,2.679,-0.34,-2.52,20445.0,2453.0,17992.0,INTRADAY,True,9400,9400
SAIL_CAL,CALENDAR,2025-07-03,2025-07-04,1,SELL_NEAR,2.679,1.652,-0.36,-1.93,14758.0,1771.0,12987.0,INTRADAY,True,9400,9400
BANKBARODA/FEDERALBNK,PAIRS,2025-07-01,2025-07-04,3,BUY_A,-2.115,-2.015,,,1022.0,123.0,899.0,INTRADAY,True,6133,10483
ADANIENT/ADANIGREEN,PAIRS,2025-06-30,2025-07-07,7,SELL_A,1.634,1.85,,,-15548.0,1866.0,-17414.0,TIME_STOP,False,656,1274
BANKBARODA/FEDERALBNK,PAIRS,2025-07-04,2025-07-07,3,BUY_A,-2.015,-1.822,,,20883.0,2506.0,18377.0,INTRADAY,True,6170,10547
SAIL_CAL,CALENDAR,2025-07-07,2025-07-08,1,SELL_NEAR,2.283,2.283,-0.37,-1.12,7050.0,846.0,6204.0,INTRADAY,True,9400,9400
SAIL_CAL,CALENDAR,2025-07-08,2025-07-09,1,SELL_NEAR,2.283,2.319,-0.34,-2.52,20445.0,2453.0,17992.0,INTRADAY,True,9400,9400
SAIL_CAL,CALENDAR,2025-07-09,2025-07-10,1,SELL_NEAR,2.319,2.169,-0.3,-1.15,7990.0,959.0,7031.0,INTRADAY,True,9400,9400
SAIL_CAL,CALENDAR,2025-07-10,2025-07-11,1,SELL_NEAR,2.169,1.194,-0.29,-1.94,15510.0,1861.0,13649.0,INTRADAY,True,9400,9400
HDFCBANK/ICICIBANK,PAIRS,2025-07-08,2025-07-11,3,SELL_A,1.787,1.716,,,-2877.0,345.0,-3223.0,INTRADAY,False,2323,1478
IOC/GAIL,PAIRS,2025-07-07,2025-07-14,7,SELL_A,2.29,2.138,,,-25733.0,3088.0,-28820.0,TIME_STOP,False,10285,6646
ULTRACEMCO/GRASIM,PAIRS,2025-07-09,2025-07-14,5,SELL_A,1.692,1.544,,,8654.0,1038.0,7615.0,INTRADAY,True,105,529
SUNPHARMA/LUPIN,PAIRS,2025-07-11,2025-07-14,3,SELL_A,2.078,1.659,,,25649.0,3078.0,22571.0,INTRADAY,True,744,903
ULTRACEMCO/GRASIM,PAIRS,2025-07-14,2025-07-15,1,SELL_A,1.544,1.539,,,11323.0,1359.0,9965.0,INTRADAY,True,106,531
SUNPHARMA/LUPIN,PAIRS,2025-07-15,2025-07-16,1,SELL_A,1.937,1.928,,,9801.0,1176.0,8625.0,INTRADAY,True,745,905
SUNPHARMA/LUPIN,PAIRS,2025-07-16,2025-07-17,1,SELL_A,1.928,1.252,,,20663.0,2480.0,18184.0,PROFIT,True,747,907
HINDPETRO/GAIL,PAIRS,2025-07-16,2025-07-18,2,SELL_A,2.16,1.197,,,75851.0,9102.0,66748.0,PROFIT,True,4322,6723
ULTRACEMCO/GRASIM,PAIRS,2025-07-15,2025-07-21,6,SELL_A,1.539,2.167,,,-27354.0,3282.0,-30636.0,TIME_STOP,False,106,532
IOC/GAIL,PAIRS,2025-07-22,2025-07-23,1,SELL_A,1.967,1.687,,,20530.0,2464.0,18066.0,INTRADAY,True,10511,6792
VEDL/NATIONALUM,PAIRS,2025-07-24,2025-07-25,1,BUY_A,-1.825,-1.642,,,24420.0,2930.0,21489.0,INTRADAY,True,4976,8113
ADANIENT/ADANIGREEN,PAIRS,2025-07-25,2025-07-28,3,SELL_A,1.575,-0.651,,,55138.0,6617.0,48521.0,PROFIT,True,671,1303
IRFC/HUDCO,PAIRS,2025-07-28,2025-07-29,1,SELL_A,1.561,1.55,,,10963.0,1316.0,9647.0,INTRADAY,True,9313,6081
IRFC/HUDCO,PAIRS,2025-07-29,2025-07-30,1,SELL_A,1.55,1.038,,,13849.0,1662.0,12187.0,PROFIT,True,9330,6092
SAIL_CAL,CALENDAR,2025-07-31,2025-08-01,1,SELL_NEAR,4.016,3.842,0.43,-1.82,21150.0,2538.0,18612.0,INTRADAY,True,9400,9400
BHARATFORG/EXIDEIND,PAIRS,2025-07-30,2025-08-01,2,BUY_A,-2.16,-2.028,,,13350.0,1602.0,11748.0,INTRADAY,True,1100,3960
VEDL/NATIONALUM,PAIRS,2025-07-31,2025-08-01,1,BUY_A,-1.984,-1.047,,,36315.0,4358.0,31957.0,PROFIT,True,5060,8250
SAIL_CAL,CALENDAR,2025-08-01,2025-08-04,3,SELL_NEAR,3.842,2.548,0.66,-2.03,25286.0,3034.0,22252.0,INTRADAY,True,9400,9400
TATASTEEL/HINDALCO,PAIRS,2025-08-01,2025-08-04,3,BUY_A,-1.952,-0.592,,,55486.0,6658.0,48828.0,PROFIT,True,12238,1557
SAIL_CAL,CALENDAR,2025-08-04,2025-08-05,1,SELL_NEAR,2.548,2.454,0.36,-0.15,4794.0,575.0,4219.0,INTRADAY,True,9400,9400
ADANIENT/ADANIGREEN,PAIRS,2025-07-31,2025-08-05,5,BUY_A,-2.047,-2.998,,,-52503.0,6300.0,-58804.0,TIME_STOP,False,679,1320
NHPC/ADANIENSOL,PAIRS,2025-07-31,2025-08-05,5,SELL_A,1.809,2.973,,,-36651.0,4398.0,-41050.0,TIME_STOP,False,14081,1485
SAIL_CAL,CALENDAR,2025-08-05,2025-08-06,1,SELL_NEAR,2.454,2.436,0.42,-1.05,13771.0,1653.0,12118.0,INTRADAY,True,9400,9400
BANKBARODA/FEDERALBNK,PAIRS,2025-08-01,2025-08-06,5,SELL_A,2.887,2.623,,,-24727.0,2967.0,-27694.0,TIME_STOP,False,6508,11125
BHARATFORG/EXIDEIND,PAIRS,2025-08-01,2025-08-06,5,BUY_A,-2.028,-2.057,,,-16453.0,1974.0,-18427.0,TIME_STOP,False,1112,4005
SAIL_CAL,CALENDAR,2025-08-06,2025-08-07,1,SELL_NEAR,2.436,2.595,0.51,-1.08,14946.0,1794.0,13152.0,INTRADAY,True,9400,9400
PFC/IRFC,PAIRS,2025-08-06,2025-08-07,1,SELL_A,2.072,1.67,,,26872.0,3225.0,23648.0,INTRADAY,True,2862,9357
SAIL_CAL,CALENDAR,2025-08-07,2025-08-08,1,SELL_NEAR,2.595,1.836,0.7,-1.06,16544.0,1985.0,14559.0,INTRADAY,True,9400,9400
ADANIENT/ADANIENSOL,PAIRS,2025-08-07,2025-08-11,4,BUY_A,-2.472,-1.547,,,37871.0,4544.0,33326.0,INTRADAY,True,684,1496
SAIL_CAL,CALENDAR,2025-08-13,2025-08-14,1,SELL_NEAR,2.157,1.589,0.81,-1.42,20962.0,2515.0,18447.0,INTRADAY,True,9400,9400
NHPC/ADANIENSOL,PAIRS,2025-08-12,2025-08-14,2,SELL_A,2.448,2.141,,,14345.0,1721.0,12624.0,INTRADAY,True,14307,1509
SUNPHARMA/LUPIN,PAIRS,2025-08-13,2025-08-14,1,BUY_A,-1.915,-1.155,,,24997.0,3000.0,21997.0,PROFIT,True,782,950
PFC/IRFC,PAIRS,2025-08-11,2025-08-18,7,SELL_A,2.122,1.716,,,9797.0,1176.0,8621.0,INTRADAY,True,2906,9501
BANKBARODA/FEDERALBNK,PAIRS,2025-08-13,2025-08-18,5,SELL_A,2.095,2.046,,,-12202.0,1464.0,-13666.0,TIME_STOP,False,6539,11178
TATASTEEL/HINDALCO,PAIRS,2025-08-14,2025-08-18,4,BUY_A,-2.334,-2.054,,,24764.0,2972.0,21792.0,INTRADAY,True,12412,1579
NHPC/ADANIENSOL,PAIRS,2025-08-14,2025-08-18,4,SELL_A,2.141,0.451,,,58887.0,7066.0,51821.0,PROFIT,True,14443,1523
IOC/HINDPETRO,PAIRS,2025-08-18,2025-08-19,1,SELL_A,2.422,1.925,,,42115.0,5054.0,37061.0,INTRADAY,True,11135,4625
HAVELLS/CROMPTON,PAIRS,2025-08-18,2025-08-19,1,SELL_A,2.34,2.206,,,15736.0,1888.0,13848.0,INTRADAY,True,1142,4111
HINDUNILVR_CAL,CALENDAR,2025-08-19,2025-08-20,1,BUY_NEAR,-2.091,-0.977,-15.1,29.9,27000.0,3240.0,23760.0,INTRADAY,True,600,600
LUPIN/DIVISLAB,PAIRS,2025-08-19,2025-08-20,1,SELL_A,2.115,1.837,,,24652.0,2958.0,21694.0,INTRADAY,True,979,230
SBIN/FEDERALBNK,PAIRS,2025-08-18,2025-08-21,3,SELL_A,2.633,1.753,,,58732.0,7048.0,51684.0,INTRADAY,True,3426,11421
NTPC/PFC,PAIRS,2025-08-20,2025-08-21,1,SELL_A,2.107,1.904,,,17940.0,2153.0,15787.0,INTRADAY,True,3484,3019
ULTRACEMCO/AMBUJACEM,PAIRS,2025-08-18,2025-08-22,4,SELL_A,2.285,1.968,,,8240.0,989.0,7251.0,INTRADAY,True,114,2055
IOC/HINDPETRO,PAIRS,2025-08-19,2025-08-22,3,SELL_A,1.925,1.745,,,3987.0,478.0,3509.0,INTRADAY,True,11235,4666
HEROMOTOCO/BHARATFORG,PAIRS,2025-08-18,2025-08-25,7,SELL_A,2.881,2.393,,,-78634.0,9436.0,-88070.0,TIME_STOP,False,342,1142
HAVELLS/CROMPTON,PAIRS,2025-08-19,2025-08-25,6,SELL_A,2.206,2.086,,,-18254.0,2190.0,-20444.0,TIME_STOP,False,1152,4148
IOC/HINDPETRO,PAIRS,2025-08-22,2025-08-25,3,SELL_A,1.745,1.688,,,6149.0,738.0,5411.0,INTRADAY,True,11476,4767
NTPC/NHPC,PAIRS,2025-08-22,2025-08-26,4,SELL_A,2.055,1.797,,,7774.0,933.0,6841.0,INTRADAY,True,3531,15066
DRREDDY/ZYDUSLIFE,PAIRS,2025-08-25,2025-08-26,1,BUY_A,-1.895,-0.888,,,58288.0,6995.0,51293.0,PROFIT,True,1445,2081
IOC/HINDPETRO,PAIRS,2025-08-26,2025-08-28,2,SELL_A,1.972,1.748,,,22274.0,2673.0,19601.0,INTRADAY,True,11388,4730
HINDUNILVR_CAL,CALENDAR,2025-08-28,2025-08-29,1,SELL_NEAR,2.272,1.693,-11.4,-52.05,24390.0,2927.0,21463.0,INTRADAY,True,600,600
ITC_CAL,CALENDAR,2025-08-29,2025-09-01,3,SELL_NEAR,2.78,0.3,-1.8,-4.35,8160.0,979.0,7181.0,INTRADAY,True,3200,3200
SBIN/BANKBARODA,PAIRS,2025-08-26,2025-09-01,6,SELL_A,2.379,2.097,,,4219.0,506.0,3712.0,INTRADAY,True,1752,6833
NTPC/PFC,PAIRS,2025-08-26,2025-09-01,6,SELL_A,2.476,1.304,,,19071.0,2289.0,16782.0,PROFIT,True,3504,3036
ULTRACEMCO/AMBUJACEM,PAIRS,2025-08-26,2025-09-01,6,SELL_A,2.089,2.575,,,-37037.0,4444.0,-41482.0,TIME_STOP,False,116,2102
IOC/HINDPETRO,PAIRS,2025-08-28,2025-09-01,4,SELL_A,1.748,1.547,,,19868.0,2384.0,17484.0,INTRADAY,True,11426,4746
JSWSTEEL/HINDALCO,PAIRS,2025-08-29,2025-09-02,4,BUY_A,-2.124,-2.106,,,4711.0,565.0,4146.0,INTRADAY,True,1587,1646
SBIN/BANKBARODA,PAIRS,2025-09-01,2025-09-02,1,SELL_A,2.097,1.045,,,19286.0,2314.0,16972.0,PROFIT,True,1765,6885
HINDUNILVR_CAL,CALENDAR,2025-09-02,2025-09-03,1,SELL_NEAR,3.06,0.777,-10.3,-20.5,6120.0,734.0,5386.0,INTRADAY,True,600,600
JSWSTEEL/HINDALCO,PAIRS,2025-09-02,2025-09-03,1,BUY_A,-2.106,-1.512,,,36149.0,4338.0,31811.0,INTRADAY,True,1594,1653
ITC_CAL,CALENDAR,2025-09-03,2025-09-04,1,SELL_NEAR,2.403,0.695,-1.8,-6.02,13520.0,1622.0,11898.0,INTRADAY,True,3200,3200
HUDCO/ADANIENSOL,PAIRS,2025-09-02,2025-09-04,2,SELL_A,2.761,2.303,,,21431.0,2572.0,18860.0,INTRADAY,True,6555,1594
SUNPHARMA/LUPIN,PAIRS,2025-09-03,2025-09-04,1,BUY_A,-1.931,-1.614,,,19545.0,2345.0,17200.0,INTRADAY,True,832,1010
SBIN/BANKBARODA,PAIRS,2025-09-04,2025-09-05,1,SELL_A,2.408,1.931,,,14481.0,1738.0,12743.0,INTRADAY,True,1797,7009
HAVELLS/CROMPTON,PAIRS,2025-09-04,2025-09-05,1,SELL_A,2.132,2.114,,,12759.0,1531.0,11228.0,INTRADAY,True,1198,4313
NTPC/NHPC,PAIRS,2025-09-04,2025-09-05,1,SELL_A,2.01,1.955,,,10955.0,1315.0,9641.0,INTRADAY,True,3594,15337
HEROMOTOCO/BHARATFORG,PAIRS,2025-09-01,2025-09-08,7,SELL_A,2.262,1.628,,,55102.0,6612.0,48490.0,INTRADAY,True,353,1177
VEDL/NATIONALUM,PAIRS,2025-09-02,2025-09-08,6,BUY_A,-1.867,-2.769,,,-65832.0,7900.0,-73731.0,TIME_STOP,False,5433,8859
HUDCO/ADANIENSOL,PAIRS,2025-09-04,2025-09-08,4,SELL_A,2.303,1.936,,,12183.0,1462.0,10721.0,INTRADAY,True,6650,1617
SBIN/BANKBARODA,PAIRS,2025-09-05,2025-09-08,3,SELL_A,1.931,1.897,,,8123.0,975.0,7148.0,INTRADAY,True,1807,7049
HAVELLS/CROMPTON,PAIRS,2025-09-05,2025-09-08,3,SELL_A,2.114,2.023,,,11814.0,1418.0,10397.0,INTRADAY,True,1204,4337
HINDUNILVR_CAL,CALENDAR,2025-09-08,2025-09-09,1,SELL_NEAR,2.376,2.17,-10.5,-27.15,9990.0,1199.0,8791.0,INTRADAY,True,600,600
IDFCFIRSTB/AUBANK,PAIRS,2025-09-04,2025-09-09,5,SELL_A,3.073,2.716,,,-26020.0,3122.0,-29142.0,TIME_STOP,False,22227,2396
SBIN/BANKBARODA,PAIRS,2025-09-08,2025-09-09,1,SELL_A,1.897,1.863,,,6092.0,731.0,5361.0,INTRADAY,True,1808,7052
HINDUNILVR_CAL,CALENDAR,2025-09-09,2025-09-10,1,SELL_NEAR,2.17,3.118,-10.5,-25.1,8760.0,1051.0,7709.0,INTRADAY,True,600,600
SBIN/BANKBARODA,PAIRS,2025-09-09,2025-09-10,1,SELL_A,1.863,1.444,,,7905.0,949.0,6956.0,PROFIT,True,1803,7035
HINDUNILVR_CAL,CALENDAR,2025-09-10,2025-09-11,1,SELL_NEAR,3.118,2.869,-8.5,-24.55,9630.0,1156.0,8474.0,INTRADAY,True,600,600
HINDUNILVR_CAL,CALENDAR,2025-09-11,2025-09-12,1,SELL_NEAR,2.869,1.013,-8.2,-33.75,15330.0,1840.0,13490.0,INTRADAY,True,600,600
HAVELLS/CROMPTON,PAIRS,2025-09-09,2025-09-15,6,SELL_A,2.391,2.771,,,-55382.0,6646.0,-62028.0,TIME_STOP,False,1202,4329
SUNPHARMA/LUPIN,PAIRS,2025-09-10,2025-09-15,5,BUY_A,-2.151,-2.744,,,-55732.0,6688.0,-62420.0,TIME_STOP,False,843,1024
SBIN/BANKBARODA,PAIRS,2025-09-12,2025-09-15,3,SELL_A,1.892,1.456,,,8936.0,1072.0,7863.0,PROFIT,True,1814,7078
NTPC/NHPC,PAIRS,2025-09-16,2025-09-17,1,BUY_A,-2.215,-1.446,,,25157.0,3019.0,22138.0,PROFIT,True,3559,15188
ITC_CAL,CALENDAR,2025-09-17,2025-09-18,1,SELL_NEAR,2.015,0.945,-1.8,-3.55,5600.0,672.0,4928.0,INTRADAY,True,3200,3200
SBIN/BANKBARODA,PAIRS,2025-09-17,2025-09-18,1,SELL_A,1.794,0.647,,,26320.0,3158.0,23162.0,PROFIT,True,1786,6967
ULTRACEMCO/GRASIM,PAIRS,2025-09-19,2025-09-22,3,BUY_A,-1.524,-0.655,,,31130.0,3736.0,27395.0,PROFIT,True,119,598
LTIM/PERSISTENT,PAIRS,2025-09-19,2025-09-22,3,SELL_A,1.936,1.045,,,40875.0,4905.0,35970.0,PROFIT,True,358,239
CHOLAFIN/SBICARD,PAIRS,2025-09-22,2025-09-23,1,SELL_A,2.181,1.998,,,20694.0,2483.0,18211.0,INTRADAY,True,1511,1934
IRFC/ADANIGREEN,PAIRS,2025-09-19,2025-09-24,5,BUY_A,-2.099,-3.144,,,-133546.0,16026.0,-149571.0,TIME_STOP,False,10171,1435
PNB/IDFCFIRSTB,PAIRS,2025-09-19,2025-09-24,5,SELL_A,2.211,1.735,,,23812.0,2857.0,20954.0,INTRADAY,True,19146,22197
NHPC/ADANIENSOL,PAIRS,2025-09-22,2025-09-24,2,BUY_A,-2.726,-1.312,,,57095.0,6851.0,50243.0,PROFIT,True,15479,1632
TATAPOWER/HUDCO,PAIRS,2025-09-22,2025-09-25,3,BUY_A,-3.347,-2.032,,,56684.0,6802.0,49882.0,INTRADAY,True,3507,6711
CIPLA/ZYDUSLIFE,PAIRS,2025-09-22,2025-09-25,3,BUY_A,-1.962,-1.558,,,23230.0,2788.0,20442.0,INTRADAY,True,906,2176
JSWSTEEL/HINDALCO,PAIRS,2025-09-24,2025-09-25,1,SELL_A,2.695,2.189,,,46591.0,5591.0,41000.0,INTRADAY,True,1616,1676
ULTRACEMCO/GRASIM,PAIRS,2025-09-24,2025-09-25,1,BUY_A,-1.875,-1.637,,,18721.0,2247.0,16474.0,INTRADAY,True,119,598
MPHASIS/OFSS,PAIRS,2025-09-24,2025-09-25,1,BUY_A,-2.089,-1.807,,,28427.0,3411.0,25016.0,INTRADAY,True,658,179
ULTRACEMCO/GRASIM,PAIRS,2025-09-25,2025-09-26,1,BUY_A,-1.637,-1.199,,,10831.0,1300.0,9532.0,PROFIT,True,122,613
JSWSTEEL/HINDALCO,PAIRS,2025-09-25,2025-09-26,1,SELL_A,2.189,1.271,,,27893.0,3347.0,24546.0,PROFIT,True,1657,1718
BANKBARODA/BANDHANBNK,PAIRS,2025-09-22,2025-09-29,7,SELL_A,2.205,1.96,,,-6906.0,829.0,-7734.0,INTRADAY,False,7074,8707
SBIN/FEDERALBNK,PAIRS,2025-09-23,2025-09-29,6,SELL_A,2.174,2.307,,,-67619.0,8114.0,-75733.0,TIME_STOP,False,3638,12129
HUDCO/ADANIENSOL,PAIRS,2025-09-26,2025-09-29,3,BUY_A,-2.01,-1.547,,,26579.0,3189.0,23389.0,INTRADAY,True,6852,1666
TECHM/LTIM,PAIRS,2025-09-26,2025-09-30,4,BUY_A,-1.781,-1.685,,,23452.0,2814.0,20638.0,INTRADAY,True,1481,370
HINDUNILVR_CAL,CALENDAR,2025-09-30,2025-10-01,1,SELL_NEAR,5.346,4.115,6.0,-15.0,12600.0,1512.0,11088.0,INTRADAY,True,600,600
COLPAL_CAL,CALENDAR,2025-09-30,2025-10-01,1,SELL_NEAR,4.482,3.295,6.4,-4.85,5062.0,608.0,4455.0,INTRADAY,True,450,450
BANKBARODA/FEDERALBNK,PAIRS,2025-09-29,2025-10-01,2,SELL_A,2.081,1.87,,,30638.0,3677.0,26961.0,INTRADAY,True,7152,12226
VEDL/COALINDIA,PAIRS,2025-09-30,2025-10-01,1,SELL_A,2.739,2.617,,,15777.0,1893.0,13884.0,INTRADAY,True,2821,2576
HINDUNILVR_CAL,CALENDAR,2025-10-01,2025-10-03,2,SELL_NEAR,4.115,3.463,7.1,-9.25,9810.0,1177.0,8633.0,INTRADAY,True,600,600
COLPAL_CAL,CALENDAR,2025-10-01,2025-10-03,2,SELL_NEAR,3.295,3.578,4.5,-6.45,4927.0,591.0,4336.0,INTRADAY,True,450,450
HINDUNILVR_CAL,CALENDAR,2025-10-03,2025-10-06,3,SELL_NEAR,3.463,2.816,7.9,-22.15,18030.0,2164.0,15866.0,INTRADAY,True,600,600
COLPAL_CAL,CALENDAR,2025-10-03,2025-10-06,3,SELL_NEAR,3.578,3.081,9.9,-5.35,6863.0,824.0,6039.0,INTRADAY,True,450,450
PNB/IDFCFIRSTB,PAIRS,2025-09-30,2025-10-06,6,SELL_A,2.172,1.845,,,9842.0,1181.0,8661.0,INTRADAY,True,19628,22756
ULTRACEMCO/GRASIM,PAIRS,2025-10-01,2025-10-06,5,BUY_A,-2.175,-2.538,,,-15876.0,1905.0,-17781.0,TIME_STOP,False,123,619
SBIN/BANKBARODA,PAIRS,2025-10-01,2025-10-06,5,BUY_A,-2.004,-2.839,,,-32217.0,3866.0,-36083.0,TIME_STOP,False,1857,7242
VEDL/COALINDIA,PAIRS,2025-10-01,2025-10-06,5,SELL_A,2.617,3.171,,,-33144.0,3977.0,-37122.0,TIME_STOP,False,2847,2599
TECHM/LTIM,PAIRS,2025-10-01,2025-10-06,5,BUY_A,-1.835,-2.084,,,-24201.0,2904.0,-27105.0,TIME_STOP,False,1485,371
HINDUNILVR_CAL,CALENDAR,2025-10-06,2025-10-07,1,SELL_NEAR,2.816,2.334,6.7,-16.35,13830.0,1660.0,12170.0,INTRADAY,True,600,600
COLPAL_CAL,CALENDAR,2025-10-06,2025-10-08,2,SELL_NEAR,3.081,2.346,10.3,-3.75,6322.0,759.0,5564.0,INTRADAY,True,450,450
HINDUNILVR_CAL,CALENDAR,2025-10-07,2025-10-08,1,SELL_NEAR,2.334,2.01,5.3,-14.0,11580.0,1390.0,10190.0,INTRADAY,True,600,600
HDFCBANK/ICICIBANK,PAIRS,2025-10-06,2025-10-08,2,SELL_A,2.53,2.426,,,12945.0,1553.0,11391.0,INTRADAY,True,2690,1712
BANKBARODA/BANDHANBNK,PAIRS,2025-10-06,2025-10-08,2,SELL_A,2.226,2.128,,,22808.0,2737.0,20071.0,INTRADAY,True,7155,8806
HINDUNILVR_CAL,CALENDAR,2025-10-08,2025-10-09,1,SELL_NEAR,2.01,1.692,4.3,-8.6,7740.0,929.0,6811.0,INTRADAY,True,600,600
COLPAL_CAL,CALENDAR,2025-10-08,2025-10-09,1,SELL_NEAR,2.346,2.288,9.6,2.0,3420.0,410.0,3010.0,INTRADAY,True,450,450
ITC_CAL,CALENDAR,2025-10-08,2025-10-09,1,BUY_NEAR,-2.559,0.597,-2.6,-2.05,1760.0,211.0,1549.0,PROFIT,True,3200,3200
TECHM/OFSS,PAIRS,2025-10-06,2025-10-09,3,BUY_A,-2.292,-2.071,,,16799.0,2016.0,14783.0,INTRADAY,True,1467,183
NHPC/ADANIENSOL,PAIRS,2025-10-06,2025-10-09,3,BUY_A,-2.43,-2.229,,,18387.0,2206.0,16181.0,INTRADAY,True,15656,1651
HDFCBANK/ICICIBANK,PAIRS,2025-10-08,2025-10-09,1,SELL_A,2.426,1.923,,,26151.0,3138.0,23013.0,INTRADAY,True,2717,1729
COLPAL_CAL,CALENDAR,2025-10-09,2025-10-10,1,SELL_NEAR,2.288,2.292,11.0,-1.0,5400.0,648.0,4752.0,INTRADAY,True,450,450
NMDC/COALINDIA,PAIRS,2025-10-09,2025-10-10,1,SELL_A,2.722,1.817,,,37060.0,4447.0,32613.0,INTRADAY,True,16849,2620
HUDCO/ADANIENSOL,PAIRS,2025-10-09,2025-10-10,1,BUY_A,-2.196,-1.346,,,33762.0,4051.0,29710.0,PROFIT,True,6926,1684
COLPAL_CAL,CALENDAR,2025-10-10,2025-10-13,3,SELL_NEAR,2.292,2.031,13.0,-4.25,7762.0,932.0,6831.0,INTRADAY,True,450,450
FEDERALBNK/BANDHANBNK,PAIRS,2025-10-08,2025-10-13,5,SELL_A,2.801,3.343,,,-57907.0,6949.0,-64855.0,TIME_STOP,False,12350,8892
HDFCBANK/ICICIBANK,PAIRS,2025-10-09,2025-10-13,4,SELL_A,1.923,1.677,,,18842.0,2261.0,16581.0,INTRADAY,True,2745,1747
TATASTEEL/SAIL,PAIRS,2025-10-10,2025-10-13,3,SELL_A,1.767,1.484,,,15642.0,1877.0,13765.0,PROFIT,True,13750,11750
VEDL/NMDC,PAIRS,2025-10-10,2025-10-13,3,SELL_A,1.993,1.729,,,16740.0,2009.0,14732.0,INTRADAY,True,2875,16875
COLPAL_CAL,CALENDAR,2025-10-13,2025-10-14,1,SELL_NEAR,2.031,1.908,12.3,-2.75,6773.0,813.0,5960.0,INTRADAY,True,450,450
TECHM/PERSISTENT,PAIRS,2025-10-09,2025-10-14,5,BUY_A,-1.865,-1.658,,,16334.0,1960.0,14374.0,INTRADAY,True,1497,249
SBIN/BANKBARODA,PAIRS,2025-10-13,2025-10-14,1,BUY_A,-1.99,-1.376,,,19095.0,2291.0,16803.0,PROFIT,True,1875,7312
SBIN/BANKBARODA,PAIRS,2025-10-15,2025-10-16,1,BUY_A,-1.755,-1.198,,,18046.0,2165.0,15880.0,PROFIT,True,1875,7312
VEDL/COALINDIA,PAIRS,2025-10-13,2025-10-17,4,SELL_A,2.542,1.409,,,33133.0,3976.0,29157.0,PROFIT,True,2875,2625
HUDCO/ADANIENSOL,PAIRS,2025-10-13,2025-10-17,4,BUY_A,-2.089,-2.088,,,-10079.0,1209.0,-11288.0,INTRADAY,False,6937,1687
ULTRACEMCO/GRASIM,PAIRS,2025-10-16,2025-10-17,1,BUY_A,-1.781,-1.17,,,16250.0,1950.0,14300.0,PROFIT,True,125,625
BANKBARODA/BANDHANBNK,PAIRS,2025-10-16,2025-10-17,1,SELL_A,1.933,1.804,,,24276.0,2913.0,21363.0,INTRADAY,True,7312,9000
TECHM/LTIM,PAIRS,2025-10-14,2025-10-20,6,BUY_A,-2.162,-2.336,,,-64988.0,7798.0,-72786.0,TIME_STOP,False,1500,375
TATASTEEL/SAIL,PAIRS,2025-10-14,2025-10-20,6,SELL_A,1.654,1.716,,,-8440.0,1013.0,-9453.0,TIME_STOP,False,13750,11750
INDUSINDBK/RBLBANK,PAIRS,2025-10-15,2025-10-20,5,BUY_A,-2.372,-3.112,,,-172750.0,20730.0,-193480.0,TIME_STOP,False,1750,7937
