symbol,expiry,entry_premium,exit_premium,pnl_pct,pnl_inr,lot,dte,spot
IEX,2023-09-28,-6.817,-7.1,-0.2834,-1500.0,3750,3,141.12
IEX,2023-10-26,-10.643,-12.557,-1.9133,-10125.0,3750,3,141.12
IEX,2023-11-30,0.73,1.899,-1.1692,-6188.0,3750,6,141.12
IEX,2024-01-25,0.978,-3.876,4.854,25687.0,3750,5,141.12
INDIANB,2025-01-30,-0.842,0.174,1.0165,4814.0,950,3,498.55
INDIGO,2025-08-28,-0.466,0.079,0.5446,4996.0,150,3,6116.0
INDIGO,2025-09-30,-0.45,-0.223,0.2261,1886.0,150,4,5561.0
INDUSINDBK,2025-03-27,0.515,0.0,0.5153,1725.0,500,3,669.45
INDUSTOWER,2024-04-25,-11.776,-11.411,0.3652,4930.0,3400,3,397.0
INDUSTOWER,2024-05-30,-13.375,-13.602,-0.2267,-3060.0,3400,3,397.0
INDUSTOWER,2024-06-27,-13.98,-8.476,5.5038,74290.0,3400,3,397.0
INDUSTOWER,2024-07-25,6.033,6.99,-0.9572,-12920.0,3400,3,397.0
INDUSTOWER,2024-08-29,9.118,12.355,-3.2368,-43690.0,3400,3,397.0
INDUSTOWER,2024-09-26,1.788,-0.718,2.5063,33830.0,3400,3,397.0
INFY,2024-02-29,7.605,8.159,-0.5534,-3420.0,400,3,1545.0
INFY,2024-03-28,-1.981,-3.175,-1.1942,-7380.0,400,6,1545.0
INFY,2024-04-25,-7.181,-7.081,0.1003,620.0,400,3,1545.0
INFY,2024-05-30,-4.686,-7.563,-2.877,-17780.0,400,3,1545.0
INFY,2024-06-27,-1.447,1.563,3.0097,18600.0,400,3,1545.0
INFY,2024-07-25,14.055,14.055,0.0,0.0,400,7,1545.0
INFY,2024-10-31,-1.214,13.994,15.2078,113471.0,400,3,1865.35
INFY,2025-09-30,0.304,0.0,0.3037,1760.0,400,4,1448.9
INFY,2025-10-28,-1.58,0.153,1.7332,10575.0,400,4,1525.4
INOXWIND,2025-05-29,-0.782,0.193,0.975,5994.0,3225,3,190.63
IOC,2024-01-25,-11.473,-14.132,-2.6591,-43388.0,9750,5,167.35
IOC,2024-02-29,6.364,-1.046,7.4096,120900.0,9750,3,167.35
IOC,2024-03-28,-0.986,0.239,1.225,19988.0,9750,6,167.35
IOC,2024-04-25,2.241,1.733,0.5079,8287.0,9750,3,167.35
IOC,2024-05-30,1.135,-3.376,4.5115,36806.0,4875,3,167.35
IOC,2024-06-27,-0.687,-2.181,-1.4939,-12187.0,4875,3,167.35
IOC,2024-07-25,0.49,5.653,-5.1628,-42120.0,4875,3,167.35
IOC,2024-08-29,3.681,5.719,-2.0376,-16624.0,4875,3,167.35
IOC,2024-09-26,1.339,2.241,-0.9023,-7361.0,4875,3,167.35
IOC,2024-10-31,-0.36,-14.742,-14.3811,-103072.0,4875,3,147.02
IRCTC,2025-12-30,0.361,-0.044,0.4054,2503.0,875,4,705.5
IREDA,2025-03-27,-2.805,0.223,3.0279,14931.0,2900,3,170.04
IREDA,2025-12-30,0.426,-0.044,0.4694,2283.0,3450,4,140.99
IRFC,2025-01-30,-0.511,0.229,0.7401,3576.0,3525,3,137.05
ITC,2023-02-23,-6.179,-5.284,0.8949,5840.0,1600,3,407.85
ITC,2023-03-29,-7.049,-5.958,1.0911,7120.0,1600,5,407.85
ITC,2023-05-25,4.144,8.079,-3.9353,-25680.0,1600,3,407.85
ITC,2023-06-29,9.464,9.084,0.38,2480.0,1600,3,407.85
ITC,2023-08-31,8.434,7.662,0.7723,5040.0,1600,3,407.85
ITC,2023-09-28,8.68,7.76,0.9195,6000.0,1600,3,407.85
ITC,2023-10-26,6.62,6.399,0.2207,1440.0,1600,3,407.85
ITC,2023-11-30,7.552,6.706,0.8459,5520.0,1600,6,407.85
ITC,2024-01-25,14.993,11.536,3.4572,22560.0,1600,5,407.85
ITC,2024-02-29,0.539,-0.392,0.9317,6080.0,1600,3,407.85
ITC,2024-03-28,5.124,4.99,0.1349,880.0,1600,6,407.85
ITC,2024-04-25,4.511,7.245,-2.7338,-17840.0,1600,3,407.85
ITC,2024-05-30,6.117,3.886,2.2312,14560.0,1600,3,407.85
ITC,2024-06-27,3.678,4.095,-0.4168,-2720.0,1600,3,407.85
ITC,2024-07-25,14.527,14.527,0.0,0.0,1600,3,407.85
ITC,2025-05-29,-1.682,-0.227,1.4552,10312.0,1600,3,442.9
ITC,2025-06-26,0.362,-0.048,0.41,2715.0,1600,3,413.9
JSWENERGY,2026-01-27,-0.45,-0.034,0.416,1987.0,1000,4,477.65
JSWSTEEL,2025-11-25,-0.307,-0.027,0.28,2155.0,675,4,1140.3
JUBLFOOD,2025-02-27,0.319,0.298,0.0205,173.0,1250,3,674.75
JUBLFOOD,2026-01-27,0.457,-0.133,0.5899,3632.0,1250,4,492.6
KALYANKJIL,2025-04-24,0.321,0.058,0.2636,1081.0,775,3,529.15
KALYANKJIL,2025-05-29,0.317,0.018,0.299,1317.0,775,3,568.35
KEI,2025-01-30,-0.369,0.364,0.7324,4393.0,150,3,3998.55
KEI,2025-10-28,0.32,0.034,0.2855,2061.0,175,4,4125.7
KFINTECH,2025-09-30,-1.373,0.086,1.4584,7027.0,450,4,1070.8
KFINTECH,2025-11-25,-0.385,0.057,0.4421,2119.0,450,4,1065.1
KOTAKBANK,2023-02-23,-14.19,-14.19,0.0,0.0,400,7,2087.8
KOTAKBANK,2023-04-27,-9.189,-8.859,0.3305,2760.0,400,3,2087.8
KOTAKBANK,2023-05-25,-7.261,-7.781,-0.5197,-4340.0,400,3,2087.8
KOTAKBANK,2023-06-29,-12.451,-11.665,0.7855,6560.0,400,3,2087.8
KOTAKBANK,2023-07-27,-8.995,-10.051,-1.0561,-8820.0,400,3,2087.8
KOTAKBANK,2023-08-31,-14.391,-14.716,-0.3257,-2720.0,400,3,2087.8
KOTAKBANK,2023-09-28,-14.534,-14.534,0.0,0.0,400,3,2087.8
KOTAKBANK,2023-11-30,-14.927,-14.927,0.0,0.0,400,10,2087.8
KOTAKBANK,2024-01-25,-13.5,-14.223,-0.7232,-6040.0,400,5,2087.8
LICI,2025-07-31,0.337,-0.028,0.3647,2274.0,700,3,890.8
LODHA,2025-05-29,0.34,0.247,0.0934,605.0,450,3,1439.1
LODHA,2025-06-26,0.305,0.028,0.2777,1841.0,450,3,1473.3
LODHA,2025-07-31,0.341,-0.016,0.357,1933.0,450,3,1203.2
LTF,2023-03-29,0.409,0.251,0.1578,1205.0,8924,7,85.6
LTF,2023-09-28,0.402,-0.276,0.6788,7526.0,8924,3,124.25
LTF,2024-03-28,0.387,0.063,0.3239,2240.0,4462,6,155.0
LTF,2024-10-31,0.366,-0.137,0.5021,3187.0,4462,3,142.23
LTF,2025-01-30,-0.374,0.242,0.6169,3896.0,4462,3,141.55
LTF,2025-04-24,-0.893,0.134,1.027,7848.0,4462,3,171.26
LTF,2025-05-29,-1.44,-0.017,1.4227,11064.0,4462,3,174.29
LTF,2025-07-31,0.332,0.064,0.2675,2411.0,4462,3,201.99
LTIM,2023-06-29,-14.895,-12.94,1.9558,17385.0,150,9,5926.0
LTIM,2023-07-27,-13.174,-13.174,0.0,0.0,150,10,5926.0
LTIM,2023-08-31,-13.421,-12.166,1.2555,11160.0,150,3,5926.0
LTIM,2023-09-28,-9.096,-11.115,-2.0191,-17947.0,150,3,5926.0
LTIM,2023-10-26,-12.141,-12.937,-0.7965,-7080.0,150,3,5926.0
LTIM,2023-11-30,-7.566,-6.429,1.1365,10103.0,150,6,5926.0
LTIM,2024-01-25,-4.832,-7.361,-2.5287,-22477.0,150,5,5926.0
LTIM,2024-02-29,-7.848,-10.64,-2.7928,-24825.0,150,3,5926.0
LTIM,2024-03-28,-12.768,-12.768,0.0,0.0,150,7,5926.0
LTIM,2024-06-27,-13.854,-9.564,4.2904,38138.0,150,3,5926.0
LTIM,2024-07-25,-3.399,-5.532,-2.133,-18960.0,150,3,5926.0
LTIM,2024-08-29,-2.96,3.35,6.3103,56092.0,150,3,5926.0
LTIM,2024-09-26,6.764,3.842,2.9219,25973.0,150,3,5926.0
LTIM,2025-09-30,-0.562,-0.019,0.5422,4127.0,150,4,5075.0
LT,2024-01-25,-9.814,-10.82,-1.0062,-12150.0,300,5,4024.9
LT,2024-02-29,-13.629,-13.752,-0.123,-1485.0,300,3,4024.9
LT,2024-03-28,-9.939,-6.57,3.369,40680.0,300,6,4024.9
LT,2024-04-25,-10.293,-9.44,0.8534,10305.0,300,3,4024.9
LT,2024-05-30,-9.201,-9.732,-0.5304,-3203.0,150,3,4024.9
LT,2024-06-27,-12.111,-11.44,0.6708,4050.0,150,3,4024.9
LT,2024-07-25,-9.392,-10.2,-0.8087,-4883.0,150,3,4024.9
LT,2024-08-29,-9.442,-8.605,0.8373,5055.0,150,3,4024.9
LT,2024-09-26,-5.762,-6.595,-0.8336,-5033.0,150,3,4024.9
LT,2024-10-31,0.302,-9.713,10.0156,50190.0,150,3,3340.8
LUPIN,2024-07-25,-10.853,-11.02,-0.1675,-1445.0,425,3,2029.4
LUPIN,2024-08-29,4.309,8.16,-3.8509,-33214.0,425,3,2029.4
LUPIN,2024-09-26,7.559,7.689,-0.1306,-1126.0,425,3,2029.4
MANAPPURAM,2024-10-31,0.323,0.335,-0.0115,-51.0,3000,3,148.48
MANAPPURAM,2024-12-26,0.655,-0.011,0.6657,3690.0,3000,3,184.77
MANAPPURAM,2025-01-30,0.607,-0.126,0.7327,4055.0,3000,3,184.46
MARICO,2024-07-25,-9.765,-8.913,0.8515,7560.0,1200,3,739.9
MARICO,2024-08-29,-7.738,-10.616,-2.8788,-25560.0,1200,3,739.9
MARICO,2024-09-26,-5.156,-5.994,-0.838,-7440.0,1200,3,739.9
MCX,2025-02-27,0.35,0.047,0.3026,1677.0,100,3,5541.35
MFSL,2025-02-27,0.333,0.136,0.1965,1629.0,800,3,1036.3
MOTHERSON,2023-07-27,-11.703,-8.743,2.9599,23075.0,7100,3,109.8
MOTHERSON,2023-08-31,-12.659,-12.614,0.0455,355.0,7100,3,109.8
MOTHERSON,2023-09-28,-11.794,-12.705,-0.9107,-7100.0,7100,3,109.8
MOTHERSON,2023-10-26,-14.936,-14.936,0.0,0.0,7100,6,109.8
MOTHERSON,2024-01-25,-2.186,5.146,7.3315,57155.0,7100,5,109.8
MOTHERSON,2024-02-29,4.964,8.698,-3.7341,-29110.0,7100,3,109.8
MOTHERSON,2024-03-28,6.193,6.648,-0.4554,-3550.0,7100,6,109.8
MOTHERSON,2024-04-25,14.754,14.754,0.0,0.0,7100,7,109.8
MPHASIS,2023-08-31,-12.868,-11.357,1.5107,11413.0,275,6,2747.1
MPHASIS,2023-09-28,-9.177,-13.003,-3.8259,-28902.0,275,3,2747.1
MPHASIS,2023-10-26,-14.426,-14.426,0.0,0.0,275,10,2747.1
MPHASIS,2023-11-30,-14.122,-14.139,-0.0164,-124.0,275,7,2747.1
MPHASIS,2024-01-25,-5.815,-8.305,-2.4899,-18810.0,275,5,2747.1
MPHASIS,2024-02-29,-2.468,-4.73,-2.2624,-17091.0,275,3,2747.1
MPHASIS,2024-03-28,-12.895,-12.963,-0.0673,-509.0,275,6,2747.1
MPHASIS,2024-04-25,-14.947,-14.947,0.0,0.0,275,7,2747.1
MPHASIS,2024-05-30,-10.726,-13.807,-3.0814,-23279.0,275,3,2747.1
MPHASIS,2024-06-27,-12.599,-11.201,1.3978,10560.0,275,3,2747.1
MPHASIS,2024-07-25,6.323,3.556,2.7666,20900.0,275,3,2747.1
MPHASIS,2024-08-29,9.958,13.11,-3.1524,-23815.0,275,3,2747.1
MPHASIS,2024-09-26,10.81,11.279,-0.4696,-3547.0,275,3,2747.1
NAUKRI,2023-12-28,0.366,0.047,0.3189,2395.0,150,6,5006.5
NESTLEIND,2024-10-31,0.348,0.334,0.0138,63.0,200,3,2272.05
NESTLEIND,2025-04-24,-0.475,-0.045,0.4299,2063.0,200,3,2399.4
NESTLEIND,2025-05-29,-0.424,-0.103,0.3211,1576.0,200,3,2454.0
NHPC,2025-02-27,0.311,0.148,0.1627,804.0,6400,3,77.24
NHPC,2025-03-27,-1.017,0.012,1.0288,5506.0,6400,3,83.62
NHPC,2025-12-30,0.357,-0.255,0.6118,3068.0,6400,4,78.36
NIFTY,2024-03-28,0.311,0.069,0.2419,2673.0,50,6,22096.75
NTPC,2024-01-25,-5.587,-3.765,1.8215,17850.0,3000,5,326.65
NTPC,2024-02-29,3.276,2.633,0.6429,6300.0,3000,3,326.65
NTPC,2024-04-25,5.143,9.842,-4.6992,-46050.0,3000,3,326.65
NTPC,2024-05-30,13.439,10.179,3.2604,15975.0,1500,3,326.65
NTPC,2024-06-27,11.098,11.679,-0.5817,-2850.0,1500,3,326.65
NTPC,2024-07-25,14.404,14.404,0.0,0.0,1500,3,326.65
NTPC,2024-10-31,-0.508,-0.71,-0.2024,-1226.0,1500,3,403.9
NTPC,2025-06-26,0.391,-0.208,0.5985,2986.0,1500,3,332.6
NYKAA,2025-04-24,0.317,0.334,-0.017,-96.0,2950,3,192.15
NYKAA,2025-06-26,0.427,0.15,0.2776,1667.0,2950,3,203.53
NYKAA,2025-09-30,0.369,-0.004,0.3729,2687.0,3125,4,230.62
OBEROIRLTY,2023-12-28,0.387,-0.315,0.7028,6922.0,700,6,1407.05
OBEROIRLTY,2024-01-25,-9.116,-9.116,0.0,0.0,700,5,1655.4
OBEROIRLTY,2024-03-28,-12.366,-11.269,1.0964,12705.0,700,6,1655.4
OBEROIRLTY,2024-04-25,-14.057,-10.907,3.1503,36505.0,700,3,1655.4
OBEROIRLTY,2024-05-30,9.279,9.702,-0.4229,-4900.0,700,3,1655.4
OBEROIRLTY,2024-06-27,13.975,6.34,7.6356,88480.0,700,6,1655.4
OBEROIRLTY,2024-07-25,5.349,4.349,0.9998,11585.0,700,3,1655.4
OBEROIRLTY,2024-08-29,5.225,3.966,1.2595,14595.0,700,3,1655.4
OBEROIRLTY,2024-09-26,14.58,14.598,-0.0181,-210.0,700,3,1655.4
OBEROIRLTY,2024-11-28,-0.434,0.01,0.4439,3025.0,350,3,1946.85
OBEROIRLTY,2025-03-27,0.376,0.1,0.2757,1616.0,350,3,1675.05
OBEROIRLTY,2026-01-27,-0.399,0.027,0.4262,2169.0,350,4,1453.9
OFSS,2023-12-28,0.4,0.083,0.3167,2668.0,200,6,4212.15
OFSS,2024-02-29,-3.286,-6.022,-2.7358,-44700.0,200,3,8169.5
OFSS,2024-03-28,2.876,7.349,-4.4733,-73090.0,200,6,8169.5
OFSS,2024-04-25,-7.631,-12.561,-4.9299,-80550.0,200,3,8169.5
OFSS,2024-05-30,-6.743,-9.331,-2.5877,-21140.0,100,3,8169.5
OFSS,2024-11-28,-0.301,-0.099,0.202,1208.0,50,3,11958.25
OFSS,2025-06-26,0.328,0.132,0.1953,894.0,50,3,9160.0
OIL,2025-01-30,0.344,0.227,0.1169,511.0,1075,3,406.65
OIL,2025-02-27,0.383,0.15,0.2325,947.0,1075,3,378.8
OIL,2025-06-26,0.339,0.023,0.3162,1605.0,1075,3,472.2
PAGEIND,2023-02-23,-0.808,-2.254,-1.4467,-8438.0,15,3,38885.0
PAGEIND,2023-03-29,-4.475,-2.029,2.4455,14264.0,15,5,38885.0
PAGEIND,2023-04-27,4.29,4.913,-0.623,-3634.0,15,3,38885.0
PAGEIND,2023-05-25,7.259,5.496,1.7638,10288.0,15,3,38885.0
PAGEIND,2023-06-29,-2.618,-2.497,0.1211,706.0,15,3,38885.0
PAGEIND,2023-07-27,-3.483,-4.044,-0.5604,-3269.0,15,3,38885.0
PAGEIND,2023-08-31,2.061,3.297,-1.2362,-7211.0,15,3,38885.0
PAGEIND,2023-09-28,1.451,-0.036,1.4876,8677.0,15,3,38885.0
PAGEIND,2023-10-26,-3.902,-4.824,-0.9226,-5381.0,15,3,38885.0
PAGEIND,2023-11-30,-3.505,-4.265,-0.7593,-4429.0,15,6,38885.0
PAGEIND,2024-01-25,-3.598,-5.793,-2.1956,-12806.0,15,5,38885.0
PAGEIND,2024-02-29,-7.095,-11.832,-4.7369,-27629.0,15,3,38885.0
PAGEIND,2024-03-28,-11.348,-11.706,-0.3579,-2087.0,15,6,38885.0
PAGEIND,2024-04-25,-8.647,-8.715,-0.0683,-398.0,15,3,38885.0
PAGEIND,2024-05-30,-5.308,-2.059,3.2487,18949.0,15,3,38885.0
PAGEIND,2024-06-27,3.429,3.24,0.1884,1099.0,15,3,38885.0
PAGEIND,2024-07-25,3.688,6.542,-2.8535,-16644.0,15,3,38885.0
PAGEIND,2024-08-29,8.065,7.625,0.4405,2569.0,15,3,38885.0
PAGEIND,2024-09-26,10.982,8.166,2.8164,16427.0,15,3,38885.0
PAGEIND,2025-06-26,0.352,-0.123,0.4754,3240.0,15,3,45430.0
PAGEIND,2025-10-28,0.329,0.012,0.3168,1950.0,15,4,41025.0
PATANJALI,2025-03-27,0.34,0.034,0.3059,1649.0,300,3,1796.4
PATANJALI,2025-06-26,0.359,-0.188,0.5468,2649.0,300,3,1614.9
PATANJALI,2025-09-30,0.306,-0.243,0.5487,2909.0,900,4,589.0
PATANJALI,2026-01-27,-0.332,-0.686,-0.3534,-1627.0,900,4,511.5
PERSISTENT,2024-09-26,-14.811,-14.035,0.7766,9780.0,200,6,6296.5
PERSISTENT,2025-02-27,0.336,-0.257,0.5927,3343.0,100,3,5639.8
PERSISTENT,2026-01-27,-0.447,0.113,0.5594,3443.0,100,4,6155.0
PFC,2023-12-28,0.349,0.078,0.271,4063.0,3875,6,386.9
PGEL,2025-08-28,0.351,-0.083,0.4342,1775.0,700,3,584.0
PHOENIXLTD,2025-05-29,0.319,-0.095,0.4144,2316.0,350,3,1596.9
PIIND,2025-09-30,0.353,-0.202,0.5548,3386.0,175,4,3487.6
PIIND,2025-11-25,-0.315,0.159,0.4746,2847.0,175,4,3427.4
PNBHOUSING,2025-09-30,0.324,0.046,0.2777,1560.0,650,4,864.1
PNB,2024-01-25,-14.317,-14.644,-0.3269,-3200.0,8000,5,122.37
PNB,2024-02-29,1.986,-0.588,2.5742,25200.0,8000,3,122.37
PNB,2024-03-28,0.311,1.577,-1.2667,-12400.0,8000,6,122.37
PNB,2024-04-25,8.85,11.179,-2.329,-22800.0,8000,3,122.37
PNB,2024-05-30,6.194,4.233,1.9613,19200.0,8000,3,122.37
PNB,2024-06-27,2.517,-2.713,5.23,51200.0,8000,3,122.37
PNB,2024-07-25,-3.301,-4.094,-0.7927,-7760.0,8000,3,122.37
PNB,2024-08-29,-5.083,-5.63,-0.5475,-5360.0,8000,3,122.37
PNB,2024-09-26,-8.564,-12.315,-3.7509,-36720.0,8000,3,122.37
POLICYBZR,2025-03-27,-0.393,0.173,0.5665,3088.0,325,3,1677.55
POLICYBZR,2026-01-27,-0.305,-0.245,0.0592,347.0,350,4,1673.9
POWERGRID,2024-02-29,3.548,1.819,1.7291,17280.0,3600,3,277.6
POWERGRID,2024-04-25,2.125,5.403,-3.2781,-32760.0,3600,3,277.6
POWERGRID,2024-05-30,14.841,10.393,4.4488,44460.0,3600,3,277.6
POWERGRID,2025-04-24,-0.328,0.032,0.3599,2073.0,1800,3,320.0
POWERGRID,2025-06-26,0.431,0.102,0.3284,1716.0,1800,3,290.25
PRESTIGE,2025-12-30,0.304,-0.166,0.4701,3405.0,450,4,1609.6
PRESTIGE,2026-01-27,-0.324,0.014,0.3384,2115.0,450,4,1388.8
RBLBANK,2024-01-25,-14.002,-14.002,0.0,0.0,2500,5,312.45
RBLBANK,2024-02-29,-12.45,-14.786,-2.3364,-18250.0,2500,3,312.45
RBLBANK,2024-06-27,-14.498,-14.498,0.0,0.0,2500,7,312.45
RBLBANK,2024-10-31,0.534,0.615,-0.0806,-336.0,2500,3,166.55
RBLBANK,2024-12-26,0.897,-0.148,1.0445,4048.0,2500,3,155.01
RBLBANK,2025-01-30,0.34,0.074,0.2663,998.0,2500,3,149.93
RBLBANK,2025-02-27,0.46,0.104,0.3553,1430.0,2500,3,160.98
RBLBANK,2025-05-29,0.327,-0.144,0.4711,2410.0,2500,3,204.62
RBLBANK,2025-09-30,0.789,-0.198,0.9878,8542.0,3175,4,272.35
RECLTD,2025-03-27,-0.765,-0.046,0.7188,3195.0,1000,3,444.45
RECLTD,2025-05-29,0.307,0.184,0.1236,503.0,1000,3,406.8
RECLTD,2025-10-28,-1.369,0.136,1.5043,7146.0,1275,4,372.6
SAIL,2024-01-25,-14.193,-11.098,3.0952,33200.0,8000,5,134.08
SAIL,2024-02-29,-7.331,-9.681,-2.3493,-25200.0,8000,3,134.08
SAIL,2024-03-28,-3.118,0.052,3.1697,34000.0,8000,6,134.08
SAIL,2024-04-25,11.053,13.962,-2.9087,-31200.0,8000,3,134.08
SAIL,2024-06-27,11.687,6.392,5.2953,28400.0,4000,3,134.08
SAIL,2024-07-25,7.205,6.205,0.9994,5360.0,4000,3,134.08
SAIL,2024-08-29,2.991,0.127,2.864,15360.0,4000,3,134.08
SAIL,2024-09-26,-2.625,3.826,6.4514,34600.0,4000,3,134.08
SAIL,2025-01-30,0.329,0.123,0.2054,850.0,4000,3,103.43
SAIL,2025-02-27,0.333,0.085,0.2478,1072.0,4000,3,108.21
SAIL,2025-07-31,0.39,-0.209,0.5995,3539.0,4700,3,125.59
SAIL,2025-11-25,0.679,-0.242,0.9207,5802.0,4700,4,134.08
SAMMAANCAP,2023-02-23,1.031,0.0,1.0314,4600.0,4000,3,111.5
SAMMAANCAP,2023-03-29,0.597,0.269,0.3281,1319.0,4000,7,100.5
SAMMAANCAP,2023-11-30,0.327,0.441,-0.1131,-1057.0,5100,6,183.25
SAMMAANCAP,2025-11-25,0.56,-0.204,0.7644,5223.0,4300,4,158.91
SAMMAANCAP,2026-01-27,0.461,-0.238,0.6986,4173.0,4300,4,138.91
SBICARD,2023-02-23,-13.815,-14.999,-1.1844,-8320.0,800,3,878.05
SBICARD,2023-04-27,-12.101,-10.717,1.3837,9720.0,800,3,878.05
SBICARD,2023-05-25,1.19,1.919,-0.7289,-5120.0,800,3,878.05
SBICARD,2023-06-29,-3.838,-1.856,1.9817,13920.0,800,3,878.05
SBICARD,2023-07-27,-2.209,-2.523,-0.3132,-2200.0,800,3,878.05
SBICARD,2023-08-31,-6.156,-6.833,-0.6776,-4760.0,800,3,878.05
SBICARD,2023-09-28,-10.199,-10.956,-0.7574,-5320.0,800,3,878.05
SBICARD,2023-10-26,-11.964,-11.918,0.0456,320.0,800,3,878.05
SBICARD,2024-01-25,-12.522,-13.359,-0.8371,-5880.0,800,9,878.05
SBICARD,2024-09-26,-9.373,-11.024,-1.6514,-11600.0,800,3,878.05
SBICARD,2024-12-26,0.304,-0.052,0.3553,1965.0,800,3,691.3
SBICARD,2025-08-28,-0.335,-0.261,0.0732,481.0,800,3,822.05
SBICARD,2025-09-30,-0.429,0.08,0.509,3558.0,800,4,873.85
SBICARD,2025-11-25,0.307,0.229,0.0785,551.0,800,4,878.05
SBICARD,2025-12-30,0.376,0.29,0.0854,591.0,800,4,864.6
SBILIFE,2024-08-29,-11.179,-9.014,2.1656,16425.0,375,3,2022.5
SBILIFE,2024-09-26,-5.194,-6.044,-0.8504,-6450.0,375,3,2022.5
SBIN,2023-12-28,0.369,-0.123,0.4919,4698.0,1500,6,636.75
SBIN,2024-05-30,-14.24,-14.456,-0.2159,-1575.0,750,3,972.6
SBIN,2024-06-27,-14.312,-13.315,0.9973,7275.0,750,3,972.6
SBIN,2024-07-25,-9.768,-12.904,-3.1359,-22875.0,750,3,972.6
SHREECEM,2024-11-28,0.417,0.134,0.2829,1801.0,25,3,25467.3
SHREECEM,2025-06-26,0.385,0.0,0.3851,2750.0,25,3,28565.0
SIEMENS,2023-02-23,0.956,2.666,-1.7095,-14919.0,275,3,3173.5
SIEMENS,2023-03-29,4.927,5.034,-0.1071,-935.0,275,5,3173.5
SIEMENS,2023-04-27,3.224,8.418,-5.1946,-45334.0,275,3,3173.5
SIEMENS,2023-05-25,7.014,9.819,-2.8045,-24475.0,275,3,3173.5
SIEMENS,2023-07-27,14.027,14.027,0.0,0.0,275,6,3173.5
SIEMENS,2023-10-26,7.441,7.17,0.271,2365.0,275,3,3173.5
SIEMENS,2023-11-30,14.356,14.389,-0.0331,-289.0,275,6,3173.5
SIEMENS,2025-01-30,-0.304,-0.035,0.2692,1169.0,75,3,5787.35
SIEMENS,2025-06-26,0.359,-0.095,0.4538,1052.0,75,3,3091.6
SONACOMS,2025-02-27,0.376,-0.248,0.6248,2445.0,775,3,504.95
SONACOMS,2025-03-27,-0.986,-0.193,0.7936,3087.0,775,3,501.95
SONACOMS,2025-04-24,-0.351,0.139,0.4897,1729.0,775,3,455.6
SONACOMS,2025-06-26,0.377,-0.25,0.6267,2318.0,775,3,477.35
SONACOMS,2025-07-31,0.376,0.345,0.0311,152.0,1050,3,465.55
SRF,2024-03-28,-10.09,-9.974,0.1163,1238.0,375,6,2838.4
SRF,2024-04-25,-9.574,-7.337,2.2372,23812.0,375,3,2838.4
SRF,2024-06-27,-14.475,-13.516,0.9583,10200.0,375,3,2838.4
SRF,2024-08-29,-10.626,-10.617,0.0088,94.0,375,3,2838.4
SRF,2024-09-26,-13.9,-13.402,0.4985,5306.0,375,3,2838.4
SRF,2025-03-27,0.321,-0.051,0.3718,4171.0,375,3,2991.35
SRF,2025-05-29,0.311,0.017,0.294,3188.0,375,3,2891.4
SUNPHARMA,2024-03-28,-9.448,-8.889,0.5591,6965.0,700,6,1779.7
SUNPHARMA,2024-04-25,-13.676,-14.486,-0.8091,-10080.0,700,3,1779.7
SUNPHARMA,2024-05-30,-13.342,-13.342,0.0,0.0,350,8,1779.7
SUNPHARMA,2024-06-27,-14.542,-14.769,-0.2276,-1418.0,350,9,1779.7
SUNPHARMA,2024-07-25,-10.923,-6.799,4.1243,25690.0,350,3,1779.7
SUNPHARMA,2024-08-29,-0.556,0.851,1.4075,8767.0,350,3,1779.7
SUNPHARMA,2024-09-26,4.65,6.327,-1.6772,-10447.0,350,3,1779.7
SUPREMEIND,2025-06-26,-0.457,-0.009,0.4482,2511.0,125,3,4482.0
SUPREMEIND,2025-12-30,0.33,-0.018,0.3483,1995.0,175,4,3273.1
SYNGENE,2023-02-23,-10.306,-7.286,3.0195,19000.0,1000,3,629.25
SYNGENE,2023-03-29,-8.582,-7.938,0.6436,4050.0,1000,5,629.25
SYNGENE,2023-04-27,-1.359,3.226,4.5848,28850.0,1000,3,629.25
SYNGENE,2023-05-25,11.418,12.968,-1.5495,-9750.0,1000,3,629.25
SYNGENE,2023-10-26,10.528,8.55,1.9785,12450.0,1000,3,629.25
SYNGENE,2023-12-28,0.418,0.079,0.3397,2396.0,1000,6,705.15
SYNGENE,2024-01-25,8.415,9.05,-0.6357,-4000.0,1000,5,629.25
SYNGENE,2024-03-28,11.021,11.426,-0.4052,-2550.0,1000,6,629.25
SYNGENE,2024-04-25,12.332,11.323,1.0091,6350.0,1000,3,629.25
SYNGENE,2024-05-30,6.81,7.167,-0.3576,-2250.0,1000,3,629.25
SYNGENE,2024-06-27,12.189,12.984,-0.7946,-5000.0,1000,3,629.25
SYNGENE,2024-10-31,0.402,0.029,0.3727,3247.0,1000,3,871.3
SYNGENE,2026-01-27,-0.395,-0.225,0.1707,928.0,1000,4,543.8
TATACONSUM,2025-02-27,0.354,0.159,0.1954,893.0,456,3,1002.4
TATACONSUM,2025-05-29,-0.724,0.252,0.9764,5104.0,456,3,1146.3
TATAELXSI,2025-09-30,-0.556,-0.23,0.3267,1733.0,100,4,5303.0
TATATECH,2026-01-27,0.327,-0.092,0.4191,2205.0,800,4,657.55
TCS,2023-12-28,0.447,0.034,0.413,2764.0,175,6,3824.0
TECHM,2023-07-27,-14.023,-14.023,0.0,0.0,600,7,1461.5
