SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE,AVG_PRICE,TOTAL_TRADED_QTY,TURNOVER_LACS,NO_OF_TRADES,DELIVERABLE_QTY,DELIVERY_PCT,TIMESTAMP
AARTISURF, EQ, 27-Mar-2026,353.45,347.0,352.2,335.05,340.0,339.25,340.62,25280,86.11,1089,19055,75.38,2026-03-27
AARVI, EQ, 27-Mar-2026,127.86,127.86,130.0,121.0,121.66,123.38,125.36,14241,17.85,358,8630,60.6,2026-03-27
AAVAS, EQ, 27-Mar-2026,1135.5,1121.0,1130.9,1096.6,1110.0,1110.4,1110.5,297828,3307.37,38867,195205,65.54,2026-03-27
ABB, EQ, 27-Mar-2026,6212.5,6190.0,6190.0,5987.0,6101.0,6105.0,6104.34,425645,25982.83,67432,154312,36.25,2026-03-27
ABBOTINDIA, EQ, 27-Mar-2026,26405.0,26455.0,26555.0,25865.0,26480.0,26135.0,26226.06,9729,2551.53,5570,4521,46.47,2026-03-27
ABCAPITAL, EQ, 27-Mar-2026,314.7,311.4,311.5,301.45,305.8,305.75,305.04,4796034,14629.93,80151,2269568,47.32,2026-03-27
ABCOTS, EQ, 27-Mar-2026,405.4,409.8,409.8,386.0,395.0,400.7,404.41,24813,100.35,970,3979,16.04,2026-03-27
ABDL, EQ, 27-Mar-2026,408.5,408.5,410.0,386.25,398.0,397.05,396.02,1388011,5496.79,29323,848783,61.15,2026-03-27
ABFRL, EQ, 27-Mar-2026,58.85,58.65,58.9,56.25,57.04,57.05,57.33,9602177,5504.69,44606,5120915,53.33,2026-03-27
ABGSEC, EQ, 27-Mar-2026,111.45,111.21,111.79,111.21,111.79,111.79,111.46,1252,1.4,23,773,61.74,2026-03-27
ABINFRA, EQ, 27-Mar-2026,16.84,17.0,17.0,15.77,17.0,16.43,16.4,3582557,587.53,2817,1946135,54.32,2026-03-27
ABLBL, EQ, 27-Mar-2026,93.08,93.08,94.39,90.11,91.12,91.98,91.75,2192567,2011.77,23135,1300839,59.33,2026-03-27
ABREL, EQ, 27-Mar-2026,1167.8,1167.8,1168.8,1104.0,1132.0,1130.7,1128.46,565082,6376.74,39504,266132,47.1,2026-03-27
ABSL10BANK, EQ, 27-Mar-2026,160.5,161.47,161.47,156.1,156.1,156.37,156.81,618,0.97,50,577,93.37,2026-03-27
ABSLAMC, EQ, 27-Mar-2026,939.8,928.0,928.0,888.45,902.5,902.95,910.34,312475,2844.58,24524,149089,47.71,2026-03-27
ABSLBANETF, EQ, 27-Mar-2026,54.8,56.44,56.44,53.34,53.34,53.45,53.84,3474641,1870.58,939,3299828,94.97,2026-03-27
ABSLLIQUID, EQ, 27-Mar-2026,1000.0,999.99,1000.01,999.99,1000.01,1000.0,1000.0,5888,58.88,246,4562,77.48,2026-03-27
ABSLMSCIN, EQ, 27-Mar-2026,27.77,27.45,27.45,27.21,27.21,27.21,27.22,970,0.26,13,920,94.85,2026-03-27
ABSLNN50ET, EQ, 27-Mar-2026,66.62,66.63,70.0,65.0,65.4,65.35,65.93,74339,49.01,418,22809,30.68,2026-03-27
ABSLPSE, EQ, 27-Mar-2026,10.1,10.3,10.3,9.99,10.11,10.01,10.05,225842,22.69,638,120533,53.37,2026-03-27
ACC, EQ, 27-Mar-2026,1367.9,1367.9,1367.9,1305.0,1311.0,1314.4,1324.29,480450,6362.55,31856,274170,57.07,2026-03-27
ACCELYA, EQ, 27-Mar-2026,1142.3,1137.0,1142.2,1097.0,1100.0,1102.9,1113.97,24878,277.13,2656,15973,64.21,2026-03-27
ACCURACY, EQ, 27-Mar-2026,3.96,3.88,3.95,3.4,3.56,3.55,3.66,638689,23.35,1778,478087,74.85,2026-03-27
ACE, EQ, 27-Mar-2026,818.7,812.0,812.0,777.15,780.0,780.7,786.05,414921,3261.48,34377,224670,54.15,2026-03-27
ACEINTEG, EQ, 27-Mar-2026,17.15,17.48,17.48,14.2,15.9,15.74,15.75,20386,3.21,202,13446,65.96,2026-03-27
ACI, EQ, 27-Mar-2026,602.0,590.5,617.45,576.15,606.95,608.4,596.52,307402,1833.71,27214,133928,43.57,2026-03-27
ACL, EQ, 27-Mar-2026,44.08,44.08,44.95,42.01,42.31,42.24,43.76,182178,79.72,580,159360,87.47,2026-03-27
ACMESOLAR, EQ, 27-Mar-2026,254.12,254.12,274.0,251.16,270.2,269.41,268.7,12295425,33037.8,154213,2671352,21.73,2026-03-27
ACUTAAS, EQ, 27-Mar-2026,2527.3,2515.2,2561.4,2473.4,2540.0,2545.0,2534.02,750071,19006.98,56498,423343,56.44,2026-03-27
ADANIENSOL, EQ, 27-Mar-2026,990.4,985.0,986.0,953.5,956.5,956.0,962.32,1357130,13059.93,45315,574690,42.35,2026-03-27
ADANIENT, EQ, 27-Mar-2026,1886.6,1880.0,1883.2,1816.5,1824.0,1823.0,1835.51,2585257,47452.53,74139,1434482,55.49,2026-03-27
ADANIGREEN, EQ, 27-Mar-2026,853.8,850.45,850.45,825.9,833.6,832.5,833.84,2328454,19415.51,56921,989296,42.49,2026-03-27
ADANIPORTS, EQ, 27-Mar-2026,1375.9,1375.0,1375.0,1330.1,1339.9,1337.8,1343.11,2667313,35824.97,110962,1553962,58.26,2026-03-27
ADANIPOWER, EQ, 27-Mar-2026,153.65,153.5,155.28,151.56,153.68,153.92,153.82,23958053,36851.25,150518,9343620,39.0,2026-03-27
ADFFOODS, EQ, 27-Mar-2026,167.85,165.7,166.27,153.1,160.0,157.89,160.77,199129,320.13,3323,116423,58.47,2026-03-27
ADL, EQ, 27-Mar-2026,64.01,63.01,67.99,57.99,57.99,58.34,60.64,2931,1.78,86,2585,88.2,2026-03-27
ADOR, EQ, 27-Mar-2026,937.4,937.4,941.9,905.2,910.0,909.7,922.11,11647,107.4,1269,6498,55.79,2026-03-27
ADROITINFO, EQ, 27-Mar-2026,8.62,8.5,8.85,7.94,8.85,8.31,8.28,332944,27.58,309,308394,92.63,2026-03-27
ADSL, EQ, 27-Mar-2026,99.21,98.2,99.6,91.0,91.47,91.75,94.37,485424,458.1,6250,276338,56.93,2026-03-27
ADVAIT, EQ, 27-Mar-2026,1762.4,1750.1,1835.4,1715.5,1750.2,1761.7,1781.55,83561,1488.68,7915,32271,38.62,2026-03-27
ADVANCE, EQ, 27-Mar-2026,96.2,96.2,97.68,92.01,92.01,92.55,94.71,1403254,1329.02,3076,1113469,79.35,2026-03-27
ADVANIHOTR, EQ, 27-Mar-2026,49.75,50.49,50.49,47.25,48.45,48.09,48.29,71695,34.62,1012,46785,65.26,2026-03-27
ADVENTHTL, EQ, 27-Mar-2026,145.27,143.0,144.87,131.2,133.54,135.46,140.46,540491,759.16,4403,427127,79.03,2026-03-27
ADVENZYMES, EQ, 27-Mar-2026,274.5,268.1,273.0,260.9,265.5,265.9,266.21,200930,534.89,3812,103744,51.63,2026-03-27
AEGISLOG, EQ, 27-Mar-2026,611.75,609.7,616.5,603.6,610.6,612.0,610.41,496317,3029.55,20941,276532,55.72,2026-03-27
AEGISVOPAK, EQ, 27-Mar-2026,175.31,173.91,175.31,166.2,173.0,171.89,169.16,1359250,2299.29,21865,727160,53.5,2026-03-27
AEPL, EQ, 27-Mar-2026,16.08,17.4,17.4,14.31,14.99,14.81,15.68,101162,15.86,649,74396,73.54,2026-03-27
AEQUS, EQ, 27-Mar-2026,121.15,121.11,125.51,119.13,121.56,123.06,122.79,4068149,4995.09,40762,2345505,57.66,2026-03-27
AEROENTER, EQ, 27-Mar-2026,68.51,68.21,68.48,66.05,66.9,66.49,67.04,376571,252.44,2141,159060,42.24,2026-03-27
AEROFLEX, EQ, 27-Mar-2026,251.38,247.0,253.97,239.34,240.8,240.57,244.35,1219543,2980.01,15282,337151,27.65,2026-03-27
AERONEU, EQ, 27-Mar-2026,78.25,78.45,79.89,76.0,76.0,76.42,77.1,85012,65.54,561,37615,44.25,2026-03-27
AETHER, EQ, 27-Mar-2026,1158.55,1151.8,1195.0,1126.5,1162.2,1170.35,1171.4,595041,6970.33,49029,166152,27.92,2026-03-27
AFCONS, EQ, 27-Mar-2026,282.65,281.1,285.0,275.5,280.05,282.1,280.13,491394,1376.55,14408,305057,62.08,2026-03-27
AFFLE, EQ, 27-Mar-2026,1393.7,1381.0,1460.0,1374.7,1426.0,1446.1,1433.2,1158956,16610.2,49136,291837,25.18,2026-03-27
AFFORDABLE, EQ, 27-Mar-2026,141.82,140.0,141.26,130.0,132.0,131.51,133.79,149837,200.46,3528,101947,68.04,2026-03-27
AFSL, EQ, 27-Mar-2026,201.16,201.1,203.89,201.0,202.0,202.0,201.71,46891,94.58,311,37497,79.97,2026-03-27
AGARIND, EQ, 27-Mar-2026,372.55,370.65,384.0,366.0,378.5,377.7,374.59,148332,555.64,5089,77564,52.29,2026-03-27
AGARWALEYE, EQ, 27-Mar-2026,415.7,411.0,422.0,403.2,405.0,409.75,410.53,816124,3350.41,22458,506897,62.11,2026-03-27
AGI, EQ, 27-Mar-2026,510.05,509.05,512.0,486.65,488.0,492.05,493.29,710799,3506.3,14969,512686,72.13,2026-03-27
AGIIL, EQ, 27-Mar-2026,302.85,302.0,303.2,291.0,291.0,294.55,297.36,1034637,3076.55,5276,662683,64.05,2026-03-27
AGRITECH, EQ, 27-Mar-2026,108.39,107.05,107.06,97.56,98.0,98.48,100.69,7821,7.87,307,7063,90.31,2026-03-27
AGROPHOS, EQ, 27-Mar-2026,30.09,29.1,30.08,27.0,28.78,27.9,28.79,48707,14.02,374,40982,84.14,2026-03-27
AHCL, EQ, 27-Mar-2026,116.17,116.63,117.7,114.48,115.0,115.91,115.96,197067,228.51,1628,138110,70.08,2026-03-27
AHLADA, EQ, 27-Mar-2026,38.63,38.63,38.63,35.15,35.5,35.76,36.39,53034,19.3,502,38725,73.02,2026-03-27
AHLEAST, EQ, 27-Mar-2026,143.83,148.9,148.9,140.1,140.1,141.52,141.98,1297,1.84,37,1069,82.42,2026-03-27
AHLUCONT, EQ, 27-Mar-2026,689.85,684.95,701.2,666.1,685.0,682.15,681.96,206073,1405.34,7966,115405,56.0,2026-03-27
AIAENG, EQ, 27-Mar-2026,3486.4,3486.4,3525.0,3411.3,3435.6,3458.4,3468.67,104428,3622.26,17407,68800,65.88,2026-03-27
AIIL, EQ, 27-Mar-2026,526.7,517.2,522.9,462.15,473.4,485.9,490.61,3386640,16615.36,69425,2163151,63.87,2026-03-27
AIRAN, EQ, 27-Mar-2026,14.96,15.05,15.05,13.9,14.0,14.03,14.4,151600,21.83,794,123560,81.5,2026-03-27
AIROLAM, EQ, 27-Mar-2026,86.21,88.36,88.36,84.0,84.49,84.25,84.64,869,0.74,37,817,94.02,2026-03-27
AJANTPHARM, EQ, 27-Mar-2026,2879.9,2879.9,2919.9,2780.3,2806.7,2807.9,2828.85,90248,2552.98,22574,45889,50.85,2026-03-27
AJAXENGG, EQ, 27-Mar-2026,461.45,469.25,469.45,421.15,425.25,426.05,435.69,306680,1336.18,16921,175887,57.35,2026-03-27
AJMERA, EQ, 27-Mar-2026,109.39,109.39,110.0,103.28,104.5,104.04,105.59,715040,754.98,6646,354846,49.63,2026-03-27
AJOONI, EQ, 27-Mar-2026,4.02,4.0,4.1,3.83,3.88,3.86,3.91,1355163,53.03,888,1169122,86.27,2026-03-27
AKASH, EQ, 27-Mar-2026,24.16,23.9,24.54,23.2,23.86,23.42,23.69,9324,2.21,115,6952,74.56,2026-03-27
AKG, EQ, 27-Mar-2026,10.43,10.8,10.8,10.22,10.22,10.29,10.51,112083,11.78,114,107768,96.15,2026-03-27
AKI, EQ, 27-Mar-2026,4.09,4.17,4.8,3.8,3.92,4.2,4.04,518129,20.95,620,463586,89.47,2026-03-27
AKSHAR, EQ, 27-Mar-2026,0.39,0.4,0.4,0.38,0.38,0.38,0.39,1768245,6.9,406,1482441,83.84,2026-03-27
AKSHARCHEM, EQ, 27-Mar-2026,161.16,160.0,162.3,150.0,153.3,151.38,156.1,21425,33.44,955,15278,71.31,2026-03-27
AKSHOPTFBR, EQ, 27-Mar-2026,4.4,4.56,4.56,4.2,4.32,4.23,4.31,661442,28.53,723,553001,83.61,2026-03-27
AKUMS, EQ, 27-Mar-2026,493.65,492.1,492.95,470.1,473.0,474.35,477.79,367634,1756.51,12904,243160,66.14,2026-03-27
AKZOINDIA, EQ, 27-Mar-2026,2925.1,2929.9,2950.0,2858.6,2948.0,2947.5,2935.43,50663,1487.17,9460,31595,62.36,2026-03-27
ALANKIT, EQ, 27-Mar-2026,7.49,7.45,7.48,7.1,7.11,7.14,7.18,839358,60.3,1100,651176,77.58,2026-03-27
ALBERTDAVD, EQ, 27-Mar-2026,648.75,648.2,653.15,600.6,600.6,609.2,618.96,44327,274.37,1634,33645,75.9,2026-03-27
ALEMBICLTD, EQ, 27-Mar-2026,79.27,78.46,78.6,74.9,75.31,75.39,76.31,687701,524.76,4857,412267,59.95,2026-03-27
ALGOQUANT, EQ, 27-Mar-2026,53.32,53.32,53.32,49.11,50.3,50.86,51.9,1192575,618.93,2103,253107,21.22,2026-03-27
ALICON, EQ, 27-Mar-2026,627.3,618.0,637.7,613.05,616.85,622.1,623.27,22632,141.06,1401,12470,55.1,2026-03-27
ALIVUS, EQ, 27-Mar-2026,984.75,984.75,1025.0,973.1,987.0,980.8,995.53,148003,1473.41,12644,48315,32.64,2026-03-27
ALKALI, EQ, 27-Mar-2026,54.13,55.0,55.97,50.4,51.35,51.2,52.61,16690,8.78,265,12665,75.88,2026-03-27
ALKEM, EQ, 27-Mar-2026,5435.5,5401.0,5419.5,5259.0,5271.5,5344.5,5357.41,145051,7770.98,27004,86631,59.72,2026-03-27
ALKYLAMINE, EQ, 27-Mar-2026,1378.3,1364.1,1364.1,1275.0,1281.5,1292.5,1310.65,284319,3726.44,32790,132666,46.66,2026-03-27
ALLCARGO, EQ, 27-Mar-2026,7.69,7.71,7.85,7.4,7.48,7.5,7.58,12572964,952.45,10864,7924214,63.03,2026-03-27
ALLDIGI, EQ, 27-Mar-2026,761.75,766.0,766.0,715.6,725.0,718.45,727.63,36359,264.56,2493,18863,51.88,2026-03-27
ALLTIME, EQ, 27-Mar-2026,204.84,201.77,204.01,195.01,195.55,196.69,198.77,168376,334.68,3061,111864,66.44,2026-03-27
ALMONDZ, EQ, 27-Mar-2026,13.45,13.8,13.8,12.35,12.64,12.43,12.7,338325,42.96,1202,291843,86.26,2026-03-27
ALOKINDS, EQ, 27-Mar-2026,12.69,12.7,12.7,11.76,11.85,11.91,12.06,19919646,2402.07,26396,11943700,59.96,2026-03-27
ALPA, EQ, 27-Mar-2026,56.68,56.96,57.0,51.1,51.1,51.63,53.85,60692,32.68,1041,44479,73.29,2026-03-27
ALPHA, EQ, 27-Mar-2026,45.29,45.29,45.29,44.13,44.55,44.43,44.37,2555091,1133.66,6214,1170222,45.8,2026-03-27
ALPHAETF, EQ, 27-Mar-2026,23.44,23.43,23.43,22.68,22.74,22.72,22.82,890731,203.23,2217,656590,73.71,2026-03-27
ALPHAGEO, EQ, 27-Mar-2026,188.88,183.4,192.89,175.1,175.54,176.53,181.52,49725,90.26,1454,32943,66.25,2026-03-27
ALPL30IETF, EQ, 27-Mar-2026,25.9,25.79,25.81,25.28,25.28,25.33,25.42,1462036,371.64,1754,1208895,82.69,2026-03-27
AMAGI, EQ, 27-Mar-2026,327.25,325.75,325.75,312.05,318.1,323.95,321.09,208265,668.71,16598,140662,67.54,2026-03-27
AMANTA, EQ, 27-Mar-2026,98.61,98.99,101.0,95.95,100.76,99.06,98.01,103540,101.48,999,68168,65.84,2026-03-27
AMBER, EQ, 27-Mar-2026,6746.5,6720.5,6720.5,6541.0,6578.5,6602.0,6599.96,311173,20537.29,35825,121642,39.09,2026-03-27
AMBICAAGAR, EQ, 27-Mar-2026,23.26,23.01,23.05,21.3,21.3,22.42,22.66,19421,4.4,140,17841,91.86,2026-03-27
AMBIKCO, EQ, 27-Mar-2026,1229.4,1220.0,1225.0,1170.0,1170.1,1175.6,1191.69,14937,178.0,2136,9921,66.42,2026-03-27
AMBUJACEM, EQ, 27-Mar-2026,421.8,418.0,418.6,407.6,408.55,408.85,410.97,6114057,25126.67,60275,4561713,74.61,2026-03-27
AMDIND, EQ, 27-Mar-2026,38.3,40.0,40.0,35.1,35.1,35.91,37.47,29053,10.89,392,21764,74.91,2026-03-27
AMJLAND, EQ, 27-Mar-2026,36.77,36.22,37.0,33.99,34.78,34.94,34.9,51991,18.14,751,35042,67.4,2026-03-27
AMNPLST, EQ, 27-Mar-2026,148.73,148.0,150.01,138.01,140.0,140.2,143.7,7979,11.47,273,4585,57.46,2026-03-27
AMRUTANJAN, EQ, 27-Mar-2026,519.2,519.2,524.0,505.95,507.0,509.4,515.75,51580,266.03,1850,40069,77.68,2026-03-27
ANANDRATHI, EQ, 27-Mar-2026,2992.7,2975.0,3078.9,2962.5,3015.0,3032.6,3012.62,195670,5894.79,18780,117379,59.99,2026-03-27
ANANTRAJ, EQ, 27-Mar-2026,455.75,453.5,453.5,434.4,435.9,437.3,439.71,3151476,13857.48,67384,1750101,55.53,2026-03-27
ANDHRAPAP, EQ, 27-Mar-2026,61.57,60.95,62.09,58.07,59.09,59.01,59.66,545409,325.41,3136,399431,73.24,2026-03-27
ANDHRSUGAR, EQ, 27-Mar-2026,74.32,73.95,74.18,70.81,72.33,71.75,72.78,327674,238.48,3186,155618,47.49,2026-03-27
ANGELONE, EQ, 27-Mar-2026,241.67,238.0,243.0,233.72,235.4,235.27,237.43,7528583,17875.43,57724,2721637,36.15,2026-03-27
ANIKINDS, EQ, 27-Mar-2026,36.56,36.01,38.62,34.01,34.5,34.36,35.97,383930,138.1,351,376976,98.19,2026-03-27
ANMOL, EQ, 27-Mar-2026,9.77,9.76,9.76,9.05,9.22,9.14,9.34,113883,10.64,579,76820,67.46,2026-03-27
ANTELOPUS, EQ, 27-Mar-2026,518.3,522.85,552.5,508.5,531.0,530.1,529.14,365180,1932.3,11741,98246,26.9,2026-03-27
ANTGRAPHIC, EQ, 27-Mar-2026,0.72,0.73,0.74,0.67,0.7,0.7,0.71,741968,5.27,336,463503,62.47,2026-03-27
ANTHEM, EQ, 27-Mar-2026,645.85,640.0,690.45,633.0,675.05,681.45,670.92,996571,6686.19,47491,534347,53.62,2026-03-27
ANUHPHR, EQ, 27-Mar-2026,71.12,70.0,72.57,69.44,70.06,70.28,70.67,114801,81.14,2677,69797,60.8,2026-03-27
ANUP, EQ, 27-Mar-2026,1714.8,1679.3,1704.4,1635.1,1669.0,1672.8,1663.81,78954,1313.65,11119,40587,51.41,2026-03-27
ANURAS, EQ, 27-Mar-2026,1267.0,1255.5,1266.9,1220.2,1231.0,1233.8,1234.9,284931,3518.62,14286,192721,67.64,2026-03-27
AONEGOLD, EQ, 27-Mar-2026,13.42,13.82,13.82,13.1,13.31,13.31,13.28,679346,90.24,3297,414221,60.97,2026-03-27
AONELIQUID, EQ, 27-Mar-2026,1052.31,1052.75,1052.79,1052.75,1052.79,1052.78,1052.78,60127,633.0,176,34347,57.12,2026-03-27
AONENIFTY, EQ, 27-Mar-2026,9.56,9.85,9.85,9.36,9.36,9.37,9.42,396249,37.34,2152,283407,71.52,2026-03-27
AONESILVER, EQ, 27-Mar-2026,8.84,8.54,8.63,8.41,8.5,8.49,8.51,1163056,98.92,1735,511350,43.97,2026-03-27
AONETMMQ50, EQ, 27-Mar-2026,9.19,9.23,9.4,8.96,9.2,8.98,9.06,316615,28.67,524,281824,89.01,2026-03-27
AONETOTAL, EQ, 27-Mar-2026,10.83,11.15,11.15,10.61,10.68,10.62,10.69,462188,49.41,2062,248596,53.79,2026-03-27
APARINDS, EQ, 27-Mar-2026,10014.0,9980.0,10798.0,9789.0,10549.0,10608.0,10387.92,312781,32491.43,63207,118470,37.88,2026-03-27
APCL, EQ, 27-Mar-2026,107.52,107.52,112.0,107.5,108.2,108.14,108.27,10736,11.62,212,9128,85.02,2026-03-27
APCOTEXIND, EQ, 27-Mar-2026,350.5,345.9,350.35,325.3,333.0,331.2,339.91,40426,137.41,1981,22715,56.19,2026-03-27
APEX, EQ, 27-Mar-2026,396.25,390.0,393.7,375.3,377.75,377.55,382.69,367967,1408.19,11101,90437,24.58,2026-03-27
APLAPOLLO, EQ, 27-Mar-2026,1998.6,1970.1,2012.0,1965.7,1998.0,1986.2,1990.78,788888,15705.06,41435,538469,68.26,2026-03-27
APLLTD, EQ, 27-Mar-2026,694.15,694.0,694.15,666.0,670.0,673.55,673.4,710447,4784.13,33783,420068,59.13,2026-03-27
APOLLO, EQ, 27-Mar-2026,197.67,197.07,197.07,187.53,189.5,189.49,189.86,10347073,19645.2,53785,5114618,49.43,2026-03-27
APOLLOHOSP, EQ, 27-Mar-2026,7580.5,7510.0,7621.0,7510.0,7547.0,7549.0,7562.63,533512,40347.56,66692,320931,60.15,2026-03-27
APOLLOPIPE, EQ, 27-Mar-2026,414.5,415.4,432.0,406.4,427.0,428.2,423.63,1836703,7780.81,31725,419741,22.85,2026-03-27
APOLLOTYRE, EQ, 27-Mar-2026,419.65,418.95,419.15,408.0,409.6,412.45,413.05,657592,2716.21,28989,353432,53.75,2026-03-27
APOLSINHOT, EQ, 27-Mar-2026,1031.0,1020.1,1029.7,950.0,990.0,980.4,1010.9,9055,91.54,381,8126,89.74,2026-03-27
APTECHT, EQ, 27-Mar-2026,76.09,76.0,77.66,71.2,73.0,73.29,74.47,911288,678.59,4541,658874,72.3,2026-03-27
APTUS, EQ, 27-Mar-2026,207.25,206.51,206.51,196.74,198.88,197.78,200.35,5613565,11246.82,55546,3686937,65.68,2026-03-27
AQYLON, EQ, 27-Mar-2026,56.1,53.3,53.3,53.3,53.3,53.3,53.3,8731,4.65,173,8731,100.0,2026-03-27
ARCHIDPLY, EQ, 27-Mar-2026,69.69,70.23,71.92,67.75,68.0,68.01,69.41,41730,28.96,1280,21142,50.66,2026-03-27
ARCHIES, EQ, 27-Mar-2026,13.4,13.44,13.44,11.51,11.56,11.68,12.12,120998,14.66,632,98450,81.36,2026-03-27
ARE&M, EQ, 27-Mar-2026,725.05,725.05,729.35,698.25,700.0,701.7,707.87,894707,6333.35,52828,506641,56.63,2026-03-27
ARENTERP, EQ, 27-Mar-2026,36.84,36.0,36.9,34.6,36.2,36.2,35.15,439,0.15,27,318,72.44,2026-03-27
ARFIN, EQ, 27-Mar-2026,77.98,76.5,78.98,74.4,75.0,75.47,76.48,1350007,1032.49,7179,371945,27.55,2026-03-27
ARIES, EQ, 27-Mar-2026,349.85,352.6,357.4,337.0,342.2,339.35,349.16,89953,314.08,2678,35079,39.0,2026-03-27
ARIHANTCAP, EQ, 27-Mar-2026,66.94,66.28,66.63,61.2,62.29,62.11,63.61,638743,406.33,3637,422768,66.19,2026-03-27
ARIHANTSUP, EQ, 27-Mar-2026,220.2,216.9,217.0,200.9,202.0,204.5,212.2,150815,320.04,2148,122185,81.02,2026-03-27
ARIS, EQ, 27-Mar-2026,103.7,102.2,103.19,99.5,100.02,100.75,100.88,818499,825.68,6013,354416,43.3,2026-03-27
ARKADE, EQ, 27-Mar-2026,104.05,103.89,104.1,98.0,99.45,99.92,100.18,954371,956.1,5443,599847,62.85,2026-03-27
ARMANFIN, EQ, 27-Mar-2026,1454.3,1442.0,1465.1,1401.0,1402.0,1406.8,1434.3,63170,906.05,6235,36766,58.2,2026-03-27
AROGRANITE, EQ, 27-Mar-2026,21.78,22.49,22.49,19.21,19.36,20.12,20.57,76098,15.65,373,54431,71.53,2026-03-27
ARROWGREEN, EQ, 27-Mar-2026,414.4,414.05,414.05,383.1,392.9,386.85,391.13,65276,255.32,2796,34675,53.12,2026-03-27
ARSSBL, EQ, 27-Mar-2026,458.15,460.0,460.0,434.9,437.5,438.75,445.26,551093,2453.82,11954,345368,62.67,2026-03-27
ARTEMISMED, EQ, 27-Mar-2026,225.69,225.0,225.49,214.0,218.0,215.92,218.77,221988,485.64,7679,154092,69.41,2026-03-27
ARTNIRMAN, EQ, 27-Mar-2026,33.43,34.5,35.0,32.1,32.65,32.65,33.76,628,0.21,17,620,98.73,2026-03-27
ARVIND, EQ, 27-Mar-2026,363.15,360.9,362.75,343.7,349.35,350.65,354.53,542822,1924.48,18529,325959,60.05,2026-03-27
ARVINDFASN, EQ, 27-Mar-2026,399.95,394.15,398.0,378.0,385.0,382.45,387.13,261942,1014.06,22268,133010,50.78,2026-03-27
ARVSMART, EQ, 27-Mar-2026,521.3,515.05,519.95,502.0,510.35,516.65,512.1,95631,489.73,2498,65097,68.07,2026-03-27
ASAHIINDIA, EQ, 27-Mar-2026,836.75,835.0,836.45,805.55,811.0,817.1,818.44,114749,939.16,11509,62672,54.62,2026-03-27
ASAHISONG, EQ, 27-Mar-2026,200.6,196.0,201.75,193.7,193.7,195.07,196.31,28960,56.85,835,19672,67.93,2026-03-27
ASAL, EQ, 27-Mar-2026,411.55,415.0,415.0,391.65,403.0,397.8,399.17,40075,159.97,1713,24703,61.64,2026-03-27
